,leiden
H04D03.6,6
H04D03.2,4
H04D03.3,6
H04D03.4,4
D2045.2,1
atx-2,0
D2045.5,3
cul-1,1
D2045.9,7
D2045.7,1
D2045.8,2
F43D9.1,0
rab-33,1
taf-11.3,4
urm-1,1
sip-1,1
sly-1,4
unc-49,13
hpd-1,2
T21C12.3,2
T21C12.8,1
T21C12.4,6
Y45F3A.1,4
rab-30,1
acdh-11,1
Y45F3A.4,1
Y45F3A.5,8
Y45F3A.8,2
Y45F3A.9,4
Y39A1A.3,0
epg-6,0
Y39A1A.2,10
rabx-5,4
Y39A1A.24,1
mrpl-22,0
lron-10,0
hpr-9,1
swt-4,1
Y39A1A.9,2
Y39A1A.27,3
dhs-11,3
orc-1,0
orc-4,1
Y39A1A.14,1
cnt-2,0
Y39A1A.16,4
Y39A1A.17,3
Y39A1A.18,3
fmo-3,6
Y39A1A.20,0
Y39A1A.21,0
Y39A1A.22,4
mrpl-12,1
W09D10.5,1
W09D10.4,1
tat-3,4
W09D10.1,0
K01G5.8,0
tbb-1,0
rib-2,1
ran-1,0
K01G5.5,0
enu-3.6,2
hpl-2,0
rnf-113,1
K01G5.10,1
K01G5.9,0
dpy-28,0
ptr-19,3
K11D9.3,2
klp-7,1
sca-1,7
R17.3,3
pde-12,1
fbxb-85,1
hex-3,4
Y39A1C.1,1
oxi-1,0
cey-4,0
vps-50,1
C44B9.2,3
C44B9.3,2
athp-1,1
fbxb-87,4
com-1,4
unc-119,0
cut-6,2
vab-7,7
M142.5,1
M142.8,0
rle-1,1
strd-1,1
zig-5,1
W05B2.2,2
dhc-4,2
col-92,10
col-93,3
col-94,5
dmsr-5,5
fipr-17,8
Y48A6B.3,0
exos-1,1
kvs-4,5
Y48A6B.7,3
Y48A6B.8,5
Y48A6B.14,5
Y48A6B.9,4
spat-2,1
rsa-2,0
W09D6.1,4
str-261,6
str-246,8
W09D6.4,3
W09D6.5,0
hmt-1,4
Y48A6C.6,8
sup-35,4
Y48A6C.4,1
Y48A6C.8,1
pha-1,1
fbxa-128,4
Y47D3A.1,0
pola-1,1
cku-70,1
tra-1,4
Y47D3A.13,3
tbx-37,3
elo-8,6
Y47D3A.34,5
Y47D3A.14,1
aakb-2,2
rsks-1,1
Y47D3A.32,6
obr-1,2
Y47D3A.20,0
Y47D3A.21,1
gly-9,4
mib-1,1
smc-3,0
rab-35,0
teg-1,1
mcm-10,1
T28D6.6,1
T28D6.5,2
pen-2,0
T28D6.7,3
T28D6.4,0
T28D6.3,3
tba-7,3
dpy-18,0
Y47D3B.1,2
nlp-21,5
Y47D3B.3,3
Y47D3B.12,3
Y47D3B.4,1
twk-31,7
Y47D3B.6,0
sbp-1,4
plr-1,1
bed-2,1
fbxa-220,13
Y66A7A.2,0
nars-2,1
Y66D12A.24,2
tin-10,0
Y66D12A.21,1
spe-6,4
Y66D12A.19,4
such-1,4
Y66D12A.16,3
xpb-1,1
nrps-1,2
Y66D12A.13,2
ztf-29,1
Y66D12A.11,3
Y66D12A.10,0
Y66D12A.9,0
Y66D12A.8,1
Y66D12A.7,4
Y66D12A.6,3
ceh-92,6
Y66D12A.3,10
Y66D12A.1,11
Y66D12A.30,7
Y66A7A.9,8
Y66A7A.4,5
ceh-91,4
gly-8,2
Y66A7A.7,3
tbx-33,3
Y41C4A.17,2
faah-6,8
crh-1,1
Y41C4A.22,5
Y41C4A.6,7
Y41C4A.7,12
pqn-84,3
col-95,5
col-96,3
Y41C4A.8,2
Y41C4A.9,1
elb-1,0
Y41C4A.11,4
Y41C4A.32,9
Y41C4A.12,4
sup-1,0
mrt-2,1
gbf-1,1
immp-1,1
mdt-21,4
C24H11.5,1
srd-74,6
tbx-38,3
twk-39,2
C18D11.7,2
C18D11.10,15
C18D11.9,10
C18D11.6,9
C18D11.1,1
maa-1,2
C18D11.3,1
rsp-8,0
ntl-3,0
mif-1,1
Y56A3A.2,0
taf-12,1
Y56A3A.6,2
fbxb-22,4
tsen-2,1
faah-4,1
sdz-33,0
fbxb-24,1
Y56A3A.16,4
Y56A3A.19,0
npp-16,0
Y56A3A.18,0
ccf-1,0
trap-4,0
Y56A3A.22,0
nft-1,1
Y56A3A.36,4
Y56A3A.7,0
top-3,4
Y56A3A.28,1
ung-1,1
Y56A3A.30,4
Y56A3A.31,4
wah-1,0
Y56A3A.33,4
brp-1,2
Y79H2A.12,5
Y79H2A.2,9
Y79H2A.3,1
arx-3,0
zyg-8,1
php-3,1
nob-1,1
Y75B8A.3,6
lonp-2,2
lron-12,13
Y75B8A.6,4
Y75B8A.7,1
Y75B8A.8,1
gly-11,1
Y75B8A.10,4
Y75B8A.11,3
osm-12,7
Y75B8A.44,3
Y75B8A.13,1
Y75B8A.14,1
Y75B8A.16,4
gmn-1,1
Y75B8A.18,7
Y75B8A.19,4
grl-15,2
fbxa-89,3
tim-1,1
Y75B8A.23,4
Y75B8A.24,1
Y75B8A.25,1
mrp-8,4
pqn-92,3
Y75B8A.39,6
Y75B8A.28,3
zip-12,1
zip-1,2
pph-4.1,0
Y75B8A.31,1
Y75B8A.32,3
Y75B8A.34,5
Y75B8A.33,12
his-72,7
rpt-6,1
glrx-5,0
pph-4.2,4
Y49E10.4,2
Y49E10.30,4
Y49E10.10,2
tat-1,1
pie-1,4
snr-6,0
Y49E10.16,4
Y49E10.27,6
fbxa-218,4
Y49E10.18,5
ani-1,0
scav-3,0
Y49E10.21,4
pstk-1,4
Y49E10.29,11
cccp-1,1
arrd-16,7
Y49E10.25,8
Y111B2A.1,6
Y111B2A.2,3
Y111B2A.3,4
sql-1,1
aakg-1,4
Y111B2A.10,0
epc-1,0
Y111B2A.12,1
Y111B2A.13,1
pqn-80,1
tpst-1,1
taf-7.2,4
elpc-2,2
rsp-3,0
spin-4,4
sas-1,4
hut-1,1
ssl-1,1
Y111B2A.21,4
irld-60,9
irld-20,9
srw-10,5
srw-9,9
irld-19,9
irld-61,10
gab-1,5
lgc-37,5
agmo-1,2
BE10.5,8
BE10.3,6
BE10.4,5
arx-5,1
Y37D8A.25,4
Y37D8A.2,7
Y37D8A.3,3
Y37D8A.4,1
Y37D8A.5,11
Y37D8A.26,5
Y37D8A.6,2
Y37D8A.8,8
mrg-1,0
hpo-21,0
cec-7,1
enu-3.5,2
unc-71,0
cco-2,0
flp-14,7
Y37D8A.16,0
npp-25,4
mrps-10,1
Y37D8A.21,1
epg-3,4
unc-25,7
Y39E4A.1,6
ttm-1,1
bckd-1A,1
ZK1010.2,4
ubq-2,7
frg-1,1
ZK1010.4,7
ZK1010.5,15
ZK1010.12,10
col-97,2
ZK1010.8,2
ZK1010.10,1
snf-7,3
col-98,2
cyp-13A11,8
cyp-13A12,3
F14F7.7,6
F14F7.5,4
F54F12.2,7
F54F12.1,6
Y39E4B.6,0
pqn-83,0
Y39E4B.13,6
dhhc-8,4
zig-8,7
bre-2,4
Y39E4B.10,1
abce-1,1
snpc-1.2,4
Y39E4B.5,2
gly-5,1
Y39E4B.11,4
tsp-3,2
Y43F4A.1,2
Y43F4A.4,5
anoh-1,2
F56A8.9,1
F56A8.3,0
F56A8.4,1
F56A8.5,1
cpf-2,0
unc-64,1
set-25,1
F56A8.8,4
npp-18,1
Y43F4B.5,0
klp-19,0
Y43F4B.7,1
Y43F4B.10,0
Y43F4B.9,1
F53A2.11,6
F53A2.1,1
sdz-20,10
F53A2.3,1
nud-1,1
dro-1,4
ife-1,0
acaa-2,0
mtm-6,2
F53A2.9,4
T03F6.7,5
T03F6.9,5
lis-1,1
T03F6.10,4
T03F6.6,6
T03F6.4,3
T03F6.3,2
dnj-17,1
qdpr-1,1
F11F1.1,2
F11F1.8,2
F11F1.4,3
F11F1.5,3
mig-18,7
ttr-52,1
nas-1,3
myo-6,2
exo-1,4
cope-1,7
bli-5,5
trf-1,6
F45G2.7,1
F45G2.8,1
F45G2.9,1
F45G2.10,0
cua-1,1
abcf-2,0
tag-164,11
T27E9.2,0
ant-1.1,7
cdk-5,0
kel-3,0
pssy-2,4
T27E9.6,6
acc-4,2
twk-40,2
T28A8.6,4
T28A8.5,4
T28A8.8,4
T28A8.4,4
T28A8.3,4
mlh-1,1
pod-1,0
lron-13,2
acs-5,4
Y76A2B.4,1
Y76A2B.5,0
scav-2,6
T05D4.2,0
aldo-1,13
T05D4.3,2
osm-7,3
T05D4.5,11
act-5,0
T25C8.1,6
hip-1,0
T12D8.9,13
mlc-5,0
taf-9,0
T12D8.5,2
arrd-17,0
acbp-5,1
T12D8.10,1
drr-2,0
set-16,0
flp-15,7
aqp-11,1
dyf-2,1
sid-2,3
cul-2,0
cyn-2,4
lit-1,0
W06F12.2,2
W06F12.3,2
tyr-2,6
K08E3.2,9
mlc-7,4
toca-2,4
dbn-1,1
K08E3.5,0
cyk-4,0
pdr-1,0
mdt-29,0
pot-3,4
Y73B3A.1,4
Y73B3A.20,3
Y73B3A.18,0
Y73B3A.16,6
Y73B3A.4,4
elk-2,3
fbxa-222,5
fbxa-16,3
Y73B3A.13,11
Y73B3A.11,3
T08D2.1,6
T08D2.5,8
T08D2.6,4
T08D2.8,6
Y73B3B.3,6
set-33,8
R57.2,2
gcp-2.1,2
M02E1.2,0
M02E1.3,1
M02E1.1,1
C04E7.4,2
C04E7.3,2
sor-3,1
C04E7.1,6
C04E7.5,6
nrde-3,0
R04A9.3,1
ife-2,0
ceh-93,1
R04A9.9,4
R04A9.7,0
R04A9.6,6
R04A9.1,5
ZK1193.2,6
dve-1,0
F52D1.2,3
abu-12,2
aagr-4,1
F38G1.3,1
che-2,2
egl-17,3
B0310.1,13
B0310.2,2
B0310.3,3
ugt-46,4
B0310.6,2
F28C10.3,1
F28C10.4,6
F28C10.1,10
F57C12.2,2
F57C12.6,3
hlh-19,7
nas-38,3
mrp-2,2
mrp-1,0
F13C5.2,0
F13C5.3,2
F13C5.1,1
F13C5.5,2
unc-96,13
M6.4,2
pha-2,4
M6.11,2
ifc-2,2
lpr-7,2
rund-1,2
T19D7.5,5
T19D7.6,4
lgc-32,10
T19D7.7,2
Y9C12A.1,5
ncam-1,7
irk-2,2
M02A10.1,5
sli-1,0
npr-19,5
aex-3,1
dyf-11,2
trap-2,0
ile-2,0
T04G9.7,3
T04G9.4,7
nas-15,3
T04G9.6,6
attf-5,1
gtr-1,3
F25E2.2,3
F25E2.3,2
ifd-2,2
daf-3,0
F39H12.2,5
F39H12.1,1
F39H12.3,2
igcm-1,0
F56F10.2,0
cdo-1,2
lgl-1,0
F56F10.1,2
ZC13.1,0
ZC13.2,7
mam-1,7
mab-7,1
ZC13.10,5
F35H12.6,2
sel-12,0
F35H12.5,1
pifk-1,2
tbc-11,0
F35H12.1,2
F53H8.3,4
sms-2,0
arr-1,0
apm-3,0
chil-10,0
ncs-1,2
C44C1.6,2
vps-45,0
abhd-3.2,9
C44C1.1,1
dgk-1,1
cutl-21,2
nlf-1,0
F55A4.3,2
stau-1,0
sec-22,0
F55A4.7,3
vpat-1,2
ncs-3,2
unc-1,0
mksr-1,7
lim-6,7
pfn-3,13
rei-2,0
F49E7.2,0
rme-6,1
ife-4,0
C05D9.4,7
C05D9.3,1
C05D9.7,0
C05D9.9,9
lmp-2,2
snx-1,1
R193.2,3
tmc-1,1
hot-8,2
T13G4.4,4
T13G4.1,6
T13G4.7,12
C46H3.1,3
C46H3.2,1
C25G6.3,5
tsp-9,0
C25G6.4,5
npr-11,4
C25G6.1,7
C52B11.5,4
C52B11.4,3
dop-4,6
inso-1,0
H42K12.3,2
pdk-1,2
F21E9.2,2
ttr-37,2
fbxa-190,8
F56C3.8,3
F56C3.9,3
H39E20.1,6
ZK402.5,8
ZK402.3,7
ZK402.1,6
F19G12.8,6
F19G12.9,2
F19G12.3,7
F19G12.11,4
F19G12.2,6
F19G12.1,4
W05H7.2,3
sedl-1,1
zfp-3,1
W05H7.1,0
cebp-1,2
D1005.2,1
D1005.6,5
D1005.5,8
acly-1,4
D1005.4,2
D1005.10,10
dhs-25,0
F09E10.5,7
F09E10.6,7
F09E10.7,7
F09E10.1,5
toca-1,0
K06A9.3,5
K06A9.2,2
K06A9.1,2
wrt-9,2
H11E01.3,2
H11E01.2,8
ZK380.5,1
tbx-32,2
R09H3.3,6
fbxa-170,11
meg-4,3
C36C9.6,12
C36C9.5,3
F07G6.5,8
fbxa-52,4
fbxa-53,3
F07G6.8,2
dgn-3,6
Y75D11A.3,11
elc-2,2
fbxc-37,4
arg-1,8
C14E2.11,4
C14E2.7,5
C14E2.4,5
C14E2.5,5
C14E2.1,5
C14E2.6,5
T26C11.3,11
T26C11.4,1
ceh-41,1
ceh-21,1
T26C11.9,4
ceh-39,1
T26C11.8,8
tbx-41,8
B0294.1,5
ZC53.1,9
rgs-9,7
dot-1.5,6
fbxa-41,5
F52D2.7,4
str-79,5
F52D2.5,3
F52D2.6,4
F52D2.12,4
fbxa-46,4
meg-3,1
Y40A1A.2,6
Y40A1A.3,1
Y102A11A.9,7
Y102A11A.3,2
Y102A11A.2,2
Y102A11A.5,0
Y102A11A.6,7
Y102A11A.7,0
igcm-4,0
Y102A11A.1,3
F49H12.7,3
acl-4,1
F49H12.5,1
F49H12.4,5
F49H12.3,2
F49H12.2,5
lsy-2,0
col-164,10
T21D9.2,5
F53B1.3,2
F53B1.2,1
F53B1.4,2
swip-10,2
F53B1.8,1
dpy-3,2
npax-2,2
nlp-37,5
F48B9.3,6
F48B9.8,0
gap-1,9
T24C12.3,2
T24C12.4,2
peb-1,2
hex-1,2
lin-32,7
T14F9.2,1
vha-15,0
rpl-11.2,7
AH9.1,5
crn-4,4
AH9.3,0
AH9.6,2
AH9.4,5
sav-1,1
T10H10.2,2
hum-6,2
aakg-4,2
T01B6.1,4
nlp-45,7
nlp-22,6
nlp-23,6
nlp-2,5
lgc-40,2
T24D8.6,6
F47G3.3,1
F47G3.4,5
F47G3.1,3
C43H6.6,7
dhhc-9,0
C43H6.4,0
C43H6.3,0
trpp-12,0
hlh-15,7
glr-7,3
gcy-31,7
T07D1.2,0
T07D1.3,5
fox-1,0
R04B3.1,7
R04B3.2,7
R04B3.3,5
K02E10.5,2
K02E10.6,7
K02E10.4,1
hid-1,0
K02E10.1,0
K02E10.7,5
syg-1,0
tbc-12,0
F52H2.3,2
F52H2.4,2
aat-3,0
F52H2.5,2
F52H2.6,4
F52H2.15,3
F52H2.7,0
F52H2.1,1
ttr-42,6
H01M10.1,1
H01M10.2,3
nhr-40,2
T03G6.1,2
T03G6.3,13
F54G2.1,2
F54G2.2,3
C09B7.2,1
ser-7,2
immt-1,0
T14G11.1,0
T02C5.1,1
igcm-3,0
unc-2,0
cgef-1,0
C14A11.2,2
C14A11.5,2
C14A11.9,1
C14A11.6,2
tsp-6,3
ssr-2,7
Y71H10B.1,0
kin-29,2
tra-4,0
comt-1,12
F53B3.6,3
F53B3.3,7
F53B3.5,0
vang-1,0
B0410.3,2
F52B10.3,0
B0410.1,8
nmy-1,0
hst-3.2,1
fard-1,4
pfk-1.1,13
Y41G9A.10,4
Y41G9A.5,7
gbb-1,2
aakg-3,2
Y41G9A.2,7
osm-5,7
Y41G9A.6,6
flp-18,2
aqp-7,1
clec-265,3
M02F4.2,10
cnnm-3,2
twk-26,3
rsef-1,3
ceh-30,7
ceh-31,0
twk-16,2
F52E4.5,2
pccb-1,7
wrt-2,2
sec-3,1
ztf-13,1
K10B3.5,1
gpcp-1,2
gpd-3,7
gpd-2,0
mai-1,1
spc-1,0
K10B3.1,1
C15C7.4,12
C15C7.5,0
gcc-1,1
syx-6,1
C15C7.7,1
C15C7.6,2
klp-4,1
fax-1,7
F28B4.1,5
F28B4.4,7
rgl-1,1
F28B4.3,2
irg-7,2
F40F4.7,0
pqn-37,3
tba-9,7
lbp-3,7
lbp-1,7
lbp-2,7
fbxb-71,1
sul-1,0
K09C4.9,8
K09C4.6,5
K09C4.10,2
K09C4.5,5
K09C4.4,10
K09C4.2,10
K09C4.1,9
F11D5.7,6
svh-4,0
F11D5.1,1
ZK816.3,10
ZK816.4,2
ZK816.1,4
dhs-26,8
ZK563.2,5
clc-3,7
sorf-1,0
ZK563.7,4
acp-1,2
slcf-2,2
cht-1,7
unc-78,0
dhs-27,1
C04F6.7,9
ZK813.6,2
ZK813.4,2
ZK813.3,12
ZK813.1,11
ZK813.5,7
sax-3,0
wrt-6,2
C12D12.4,10
C12D12.3,4
glt-1,5
C12D12.1,2
sox-4,2
npr-16,2
F56B6.6,10
gyg-1,13
rgs-7,0
vit-3,11
ckc-1,2
T27A10.2,2
T27A10.6,2
cgr-1,2
C18B2.3,13
C18B2.4,1
C18B2.5,2
del-9,10
C18B2.2,5
C18B2.1,5
gst-11,2
R11G1.6,13
sax-1,0
R11G1.2,1
R11G1.7,1
R11G1.1,2
snet-1,5
C02F12.5,3
ceh-63,7
tag-52,1
tsp-17,2
tag-278,7
C02F12.8,1
C01C4.3,2
C01C4.2,5
nlp-1,2
aex-4,5
tag-18,13
fkh-2,7
T14G12.11,8
F47B7.3,6
F47B7.5,9
F47B7.6,9
F47B7.2,1
marg-1,3
F47B7.1,0
F35A5.4,5
F35A5.5,2
abu-10,3
F35A5.8,0
F35A5.2,5
F35A5.1,13
fkh-9,2
ttr-48,2
ceh-18,2
lim-4,7
F47F2.1,2
F47F2.3,9
sup-12,0
T22B2.6,6
T22B2.3,3
T22B2.2,8
T22B2.1,4
T19D2.1,6
T19D2.3,13
T19D2.2,2
lin-18,2
C16B8.2,2
C16B8.3,2
C16B8.4,7
R02E12.5,5
R02E12.4,7
hrg-1,0
mop-25.1,2
acr-10,3
T06F4.1,0
clh-4,9
R02E4.3,2
R02E4.1,8
R02E4.2,2
F09F9.2,2
F09F9.1,5
F09F9.5,5
F09F9.3,4
F09F9.4,0
ZK470.2,0
nck-1,0
ZK470.1,5
ZK470.14,2
ZK470.6,2
mrp-6,2
vha-12,0
F20B6.4,5
F20B6.9,6
hpk-1,0
rab-37,5
F48D6.4,7
hlh-13,7
srv-5,5
taf-11.1,1
srv-6,3
C52B9.4,0
coel-1,0
mec-18,5
C52B9.10,5
twk-28,2
ets-9,2
ets-10,9
cka-2,2
paf-2,1
C52B9.8,0
pqn-15,2
dop-6,11
C24A8.5,3
C24A8.6,6
cst-2,1
cst-1,0
F14H12.3,5
col-165,0
F14H12.6,2
F14H12.7,6
F14H12.17,2
F14H12.8,11
R160.3,4
R160.10,6
R160.4,6
R160.5,10
R160.6,6
lst-2,2
dpy-23,0
D1079.1,10
F15A8.4,2
dop-1,2
F15A8.6,2
F15A8.1,7
mltn-13,5
F02E8.4,6
aps-2,0
atg-16.1,1
nmur-3,2
asb-2,0
ncr-1,2
F46H6.5,2
dgk-2,0
rhi-1,1
spr-3,1
C07A12.7,0
pdi-2,7
nhr-35,1
C07A12.2,5
C07A12.18,2
ham-2,1
C05E11.6,5
amt-4,3
amt-1,9
C05E11.3,0
C05E11.7,2
C05E11.2,11
lnp-1,0
flp-12,7
spat-3,0
pqn-65,0
C46C11.3,0
C46C11.2,1
hosl-1,1
C46C11.4,7
ent-5,6
ceh-1,5
nhr-45,0
F16H11.1,2
tmem-135,4
flp-11,5
K02G10.15,2
K02G10.5,2
hyl-2,1
aqp-8,3
dhhc-10,1
dnj-14,1
glit-1,1
rpl-25.1,7
F55D10.4,2
acc-3,5
aman-1,4
lon-2,0
C39E6.2,8
mls-2,7
npr-1,4
hum-10,3
F43C9.2,7
F43C9.1,3
mig-13,1
ztf-16,1
R08E3.3,1
R08E3.1,2
F39C12.1,0
add-1,2
ntc-1,5
tsp-14,0
arrd-23,2
T07F12.2,0
T07F12.1,2
T07F12.4,3
K05B2.2,2
ifa-4,2
K05B2.4,2
mct-4,2
tyra-3,2
M03F4.4,3
act-4,7
M03F4.6,0
calu-1,7
ZC8.6,1
lfi-1,0
set-30,0
hsd-2,2
hsd-3,10
ZC449.7,4
ZC449.8,3
sek-3,1
ZC449.2,2
ZC449.1,1
ZC449.4,0
ZC449.5,0
Y64H9A.2,2
C24H10.4,6
C24H10.3,2
C24H10.2,1
C24H10.1,1
cal-5,5
ets-5,7
pnk-4,1
acn-1,1
vit-2,8
C42D8.9,5
C42D8.1,2
apl-1,0
tbc-7,0
C31H2.14,2
dpy-8,5
C31H2.3,2
C31H2.4,2
EGAP5.1,5
mans-3,1
T03G11.10,2
T03G11.3,7
T03G11.6,0
sru-48,2
T03G11.9,2
zig-6,7
pqn-62,13
H28G03.2,0
H28G03.1,0
H28G03.3,11
mtm-5,1
Y34B4A.7,0
Y34B4A.10,2
Y34B4A.6,2
Y34B4A.9,2
Y34B4A.5,3
Y34B4A.4,2
Y34B4A.8,1
hst-6,0
Y34B4A.2,0
vps-41,1
ags-3,0
ift-81,7
sto-2,7
C26B9.5,2
C26B9.6,2
C26B9.3,0
C26B9.2,4
C26B9.7,2
C26B9.1,1
syx-3,1
pfn-2,1
chtl-1,1
F35C8.5,3
jkk-1,0
sek-4,2
kcnl-3,5
C03F11.2,3
scav-1,4
C03F11.4,2
C41A3.2,2
pks-1,2
C25F6.7,2
C25F6.8,9
C25F6.6,2
ddr-1,2
dpyd-1,1
dlg-1,0
C25F6.1,1
bus-8,2
T23F2.2,2
T23F2.3,2
T23F2.4,2
T23F2.5,0
mboa-3,1
lgx-1,2
C54G7.1,2
ifta-1,7
C38C5.1,2
mec-2,0
unc-97,7
sulp-2,3
F14D12.1,2
octr-1,2
T21F4.1,4
T22B7.8,3
T22B7.4,1
srv-7,3
T22B7.3,3
T22B7.7,2
egl-13,7
set-19,0
set-20,0
W01C8.1,3
W01C8.5,0
cat-1,2
cyp-43A1,3
C41G11.1,2
rgs-6,2
gnrr-4,5
tag-294,1
C54H2.4,5
sym-3,1
sft-4,0
tag-257,1
F46G11.6,2
F46G11.2,2
F46G11.1,5
F46G11.4,2
F13D11.3,4
hbl-1,0
acp-5,2
F13D11.4,2
dct-11,2
puf-9,0
atat-2,2
hog-1,2
ctbp-1,0
F49E10.4,2
flp-7,5
F49E10.2,7
tbc-16,2
crf-1,7
Y23B4A.1,12
capa-1,7
egl-6,2
C46F4.3,3
acs-17,13
mig-23,0
R07E4.5,1
R07E4.3,0
R07E4.1,2
kin-2,0
klp-13,2
F22F4.5,4
inx-3,7
F22F4.9,7
F22F4.4,2
F22F4.1,2
C09B8.3,5
C09B8.8,5
C09B8.4,4
C09B8.5,0
ipp-5,2
hsp-25,0
pak-1,0
C45B2.6,2
gln-1,1
ptr-4,2
ggr-2,2
C45B2.2,3
C45B2.8,10
hsp-3,0
C15H9.5,0
C15H9.4,1
C15H9.11,2
kynu-1,4
prx-3,4
C15H9.3,5
C15H9.2,5
nnt-1,3
C15H9.9,0
Y72A10A.1,2
tag-275,0
odd-2,7
T25B2.2,3
T25B2.1,7
T25B2.3,2
T25B2.4,4
T13C5.3,4
T13C5.7,2
T13C5.2,3
T13C5.10,3
T13C5.9,2
ceh-54,5
daf-9,10
bca-1,2
mtp-18,2
T13C5.6,0
C14F11.7,1
lrch-1,0
lite-1,5
C14F11.4,3
hsp-43,2
C14F11.6,0
got-2.2,2
W05H9.4,0
W05H9.2,1
W05H9.1,2
col-166,2
lev-9,2
mom-1,7
T07H6.1,2
T10E10.3,9
T10E10.4,4
col-167,2
col-168,2
col-169,3
col-170,9
col-171,10
C03B1.13,3
C03B1.7,1
C03B1.6,8
C03B1.5,3
C03B1.10,3
C03B1.14,11
C03B1.4,8
C03B1.3,10
C03B1.2,5
C03B1.1,6
lmp-1,0
igcm-2,1
igdb-3,4
T22E5.7,8
glt-4,5
mup-2,13
T22E5.1,7
T22E5.6,2
K10C2.12,7
K10C2.1,2
K10C2.2,5
K10C2.8,12
K10C2.14,9
K10C2.7,9
asp-14,3
fah-1,0
grl-6,4
nas-33,3
pept-1,2
K04E7.1,14
C15B12.2,5
C15B12.3,8
C15B12.9,6
C15B12.4,5
C15B12.8,5
C15B12.1,4
gar-1,5
actl-1,1
cdf-1,1
glr-8,2
ttr-36,0
ttr-35,7
ets-4,2
ceh-60,4
ilys-5,5
T14E8.2,9
svh-2,2
T14E8.4,2
dop-3,2
T28B4.1,2
ttr-6,7
T28B4.4,2
F23G4.1,3
cpr-6,1
C25B8.8,2
clec-266,7
kqt-1,0
aexr-2,5
aexr-1,7
nhr-120,3
C56E10.3,2
nhr-173,4
nhr-137,2
col-172,2
F38B6.4,3
F38B6.6,0
F38B6.3,1
F38B6.7,2
F38B6.2,2
acr-2,0
acr-3,7
nas-11,6
smf-2,9
smf-1,4
slc-25A10,0
K11G12.6,0
R03E9.2,7
mdl-1,0
abts-4,4
irk-1,5
H22K11.3,2
bgal-2,10
sgca-1,7
asp-3,1
M03A8.3,7
atg-2,0
dhs-28,2
gei-15,13
F41B4.1,13
F41B4.2,5
F41B4.3,4
glr-6,2
asg-2,0
C53B7.3,2
C53B7.2,9
rig-3,0
col-173,3
F41C6.6,6
F41C6.7,4
unc-6,7
F14B8.4,6
pes-23,3
sid-5,0
nhx-4,4
otpl-3,3
F14B8.5,7
F14B8.6,7
C16E9.2,1
C16E9.1,9
inx-1,0
F01E11.3,2
F01E11.17,7
F01E11.18,5
ugt-57,7
tsp-16,7
tyra-2,2
cah-5,2
flp-26,5
R173.3,2
ubc-17,2
B0403.5,5
B0403.3,9
pdi-6,7
B0403.6,2
C36B7.4,11
C36B7.5,6
C36B7.6,1
C36B7.3,9
C36B7.2,10
C36B7.1,9
hen-1,9
ist-1,2
clec-86,3
alh-10,4
lam-2,0
C54D1.7,5
pgp-10,4
bar-1,2
C55B6.7,3
dnj-7,0
C55B6.1,3
ZK867.2,2
spp-22,2
syd-9,7
F46H5.3,7
F46H5.7,2
F46H5.4,0
F46H5.5,2
lact-1,2
F46H5.2,1
grd-7,3
unc-10,0
lron-7,1
K03A1.4,2
sur-5,2
his-38,4
his-40,4
spp-3,3
spp-2,10
spp-6,8
spp-4,6
spp-5,2
T08A9.13,3
sng-1,2
ttr-59,1
ttr-30,3
epg-7,0
C07D8.6,1
C07D8.5,3
C56G3.2,8
npr-8,2
C10A4.6,5
gad-2,5
C10A4.10,3
C10A4.4,5
C10A4.3,4
C10A4.7,10
C10A4.1,6
C10A4.9,8
mnm-2,1
clc-2,2
clc-5,1
C01C10.2,2
acl-12,1
sox-2,0
coh-1,0
mek-1,1
F48E3.9,7
gly-12,0
F48E3.2,2
F48E3.4,3
uggt-1,0
F48E3.6,7
lgc-11,4
F48E3.8,7
F46C8.3,0
ceh-14,3
dpy-7,1
glb-16,5
col-174,7
F46C8.1,3
F46C8.8,2
PDB1.1,4
F08C6.5,7
sto-1,7
vps-52,1
apy-1,1
unc-98,7
pcyt-1,1
adt-2,4
C44E12.1,2
twk-17,2
F26A10.1,2
F26A10.2,0
F27D9.4,3
F27D9.12,6
pcca-1,0
dhs-29,7
F27D9.13,5
F27D9.7,9
F27D9.2,3
stn-2,7
unc-18,0
C53C9.2,2
kvs-1,5
K09F5.4,8
K09F5.6,0
spp-14,2
vit-1,4
set-12,3
ref-2,7
C47C12.2,3
deg-1,7
mec-7,7
ZK154.4,0
ZK154.1,2
ZK154.5,1
ZK154.6,1
adm-4,4
gpx-7,5
irld-13,5
R03G5.6,1
sek-1,1
eef-1A.2,0
sul-3,3
C54D2.2,2
C54D2.1,2
C54D2.6,3
cca-1,1
C39D10.8,4
C39D10.3,7
C39D10.2,2
C39D10.5,1
C39D10.6,2
C39D10.11,2
C39D10.1,6
C39D10.7,4
zig-4,7
zig-3,1
tnt-3,7
dct-1,0
sfxn-2,0
sem-5,0
F45E1.5,3
his-71,0
F45E1.4,2
sdpn-1,1
F45E1.2,6
F45E1.1,0
C34D10.2,4
C34D10.1,2
C18A11.6,10
xol-1,4
C18A11.4,11
dim-1,13
C18A11.3,4
C18A11.2,7
C18A11.1,2
C46F2.1,5
K07E3.4,0
dao-3,1
