,ward_cluster0,ward_cluster1,ward_cluster2,ward_cluster3,ward_cluster4,ward_cluster5,ward_cluster6,ward_cluster7,ward_cluster8,ward_cluster9,ward_cluster10,ward_cluster11,ward_cluster12,ward_cluster13,ward_cluster14,ward_cluster15,leiden_cluster0,leiden_cluster1,leiden_cluster2,leiden_cluster3,leiden_cluster4,leiden_cluster5,leiden_cluster6,leiden_cluster7,leiden_cluster8,leiden_cluster9,leiden_cluster10,leiden_cluster11,leiden_cluster12,leiden_cluster13,leiden_cluster14,leiden_cluster15
AIB:510_650,0.16371181406570914,0.2909203956229633,0.002140044618913987,0.02608592741904696,0.0024582499901463642,0.10565223124491972,0.0,0.2026989882431164,8.811523574333663e-05,0.00043098049145189353,0.03551394810528512,0.030726628775051706,0.0002533055079038541,0.11975201029648196,0.018932290973429848,0.000635069409836343,0.3929652675329199,0.07926285311355287,0.07339008614863575,0.003408223029360533,0.00554218006173019,0.01972594717171761,0.00019934266446853204,0.4203382551986441,0.00021058922266059725,0.00010978291666382923,0.0,0.00010400486841836451,4.931976895235937e-05,0.004694148302275292,0.0,0.0
AIM:330_390,0.13277191197361118,0.3282036211647004,0.0021047929009643264,0.06593476083382542,0.0017807346064891672,0.07710039555167318,0.0,0.19636244308643064,0.00014867593996602659,0.00012432296425238972,0.004248980321465419,0.015556946926782368,9.239805491350448e-05,0.16862900830282987,0.006783531617376278,0.00015747575471969366,0.4252204532661791,0.08656848460948212,0.02828802775993655,0.0017237404574450678,0.007589430931328394,0.002326220797789159,6.558931694303029e-05,0.4458377029700295,3.530158244203659e-05,7.275195685880583e-05,0.0,6.855669633670874e-05,4.6250189170436354e-05,0.002157489466058961,0.0,0.0
AIM:390_510,0.15100336932614514,0.307052208451471,0.0024032033013785875,0.04198473361752174,0.0042484885824207,0.07982238051255731,0.0,0.1713132475919656,0.00023532296388493798,8.581755769048951e-05,0.009489905008483054,0.02967614780983412,8.997337162223235e-05,0.1918656176007032,0.0106413771536207,8.820715070124166e-05,0.41436041504113735,0.09393271945035206,0.05070778706024995,0.0025090726612897363,0.009561800589502206,0.0088557278024991,0.00026753052185594494,0.4152510059667098,0.0,0.00026430976605884424,0.00014908982480127416,5.101261601214329e-05,5.0908720663849717e-05,0.004038619978867687,0.0,0.0
AIM:510_650,0.15917899320822912,0.2943953450419989,0.003918757507293849,0.036576680305376606,0.004932786944812057,0.08449513704834681,0.0,0.1923403601988825,5.7548480919633115e-05,0.00017978649513578814,0.014305523204954712,0.02423851703025475,0.00012055776659806354,0.17063072084933156,0.014629285917865716,0.0,0.4044260452662909,0.0961858799131228,0.08387187019751101,0.004461372472461267,0.009777570920626573,0.012153861114512443,0.00022777856772752603,0.3830833299903407,0.00015563293562572317,0.00019553881655539574,0.0001606736784799976,3.885572616836544e-05,0.00011583207017218127,0.005034546941182722,0.00011121138922242971,0.0
AIN:390_510,0.14071679868163464,0.3207868951616683,0.002857888520061145,0.05946443073322617,0.010061971253653072,0.09135037263358772,0.0,0.18028775506931025,2.478600203245217e-05,4.7905718213983176e-05,0.009257675901986569,0.014144267445544218,0.00014809115500061758,0.16420091075018892,0.006614217542365838,3.603343152616995e-05,0.4191956546597579,0.09974657875064802,0.0546872933415009,0.0025860756406296307,0.008295708251676647,0.005261297574283544,0.0002233864468891172,0.40527050380360985,0.0003201351691082267,9.174986466634604e-05,0.00014496686903014042,0.0,0.0,0.004135929767717669,0.0,4.071986048188569e-05
AIY:390_510,0.14789742610505646,0.35336638964622746,0.0026213544083738987,0.03879324077414502,0.0022454317300805056,0.06559757941263472,0.0,0.19552433429156152,7.928813483478322e-05,3.711798249742777e-05,0.006997255228299822,0.012101699560244702,0.0,0.1683664468697838,0.006372435856259788,0.0,0.4558670796798326,0.10392086528615954,0.031089197295790006,0.0019935449766326835,0.008957909548219506,0.0030264559451305484,0.00016022595778056323,0.3924872997214192,0.00017548557280728353,0.0001333154204699281,0.00011888064949870615,7.341112093935715e-05,0.0,0.0019963288253199893,0.0,0.0
AIY:510_650,0.15398571149935436,0.26224217206277983,0.002325728765380384,0.02498265579131975,0.006018008349909431,0.06949884083900706,2.468926502526946e-05,0.2741940395176376,0.00015687970484806635,1.851694876895209e-06,0.031414929433965684,0.01941049441899164,0.00022415795204192568,0.12740370569408518,0.02808774235599781,2.8392654779059882e-05,0.36024744404383824,0.07470868724708933,0.054894214729121725,0.002469543734152578,0.008171632363676165,0.023794484911978657,0.00016469797210606838,0.4720678000136614,5.9871467686278454e-05,5.92542360606467e-05,0.00018537523156473152,4.999576167617066e-05,3.363912359692965e-05,0.0030044778097000828,2.828978284145459e-05,6.059157124951547e-05
AIY:gt_650,0.15772724043967892,0.20806977304582314,0.003476234567676541,0.017403533060732754,0.015246343609640856,0.07653207303493426,0.0,0.2957770692071761,3.5048348520777695e-05,0.0001468494602710329,0.06382210664702849,0.023321711911103243,0.00019479393703090983,0.08571338833393359,0.05211897427108015,0.0004148601253690866,0.2998615018227741,0.07076334367068945,0.08043044780037292,0.0037477812679369282,0.007853742097611421,0.06260955858945061,0.0004076840540102331,0.4664359022386118,0.0,0.0005705496735459537,0.00016224161333060295,9.516094628044981e-05,0.0,0.006992925537651546,6.916068773387882e-05,0.0
AIZ:390_510,0.18033358857146067,0.30376158880066545,0.003273447182086839,0.051691700490138326,0.0016429112870542893,0.08386459989993612,0.0,0.18690440176055031,0.00020923772056926393,8.101202004147941e-05,0.010099879813104541,0.021363878435380228,7.518830614889551e-05,0.15011506514707945,0.006534830956824753,4.866960895945104e-05,0.4345570030835525,0.09106687006680736,0.0577068689769409,0.003093328030980494,0.008932745152096166,0.0038545706326539603,0.0004985515071615562,0.3951498030804743,0.00026456300254881077,0.0,0.00014819271958807208,5.958907250804583e-05,7.581227549452952e-05,0.004505578649932086,8.65237492612463e-05,0.0
ALA:330_390,0.15569643829365376,0.3790609219820892,0.0020423317440239385,0.0620923437757796,0.0019571792167316845,0.05972095322580876,0.0,0.09711804184761154,2.5453756657588506e-05,0.00025709316463387583,0.002780797358860964,0.01442399988714479,0.0,0.22027517453201376,0.004093045849678087,0.00045622536531252,0.4669976200226405,0.1103447951565488,0.02211747450484266,0.0009173574788963824,0.01092732840027944,0.0009237975860025194,0.0005357555768771942,0.3855055269408081,0.0,4.395628659744199e-05,0.0,4.7738571723268394e-05,0.0,0.0016386494747837096,0.0,0.0
ALA:390_510,0.1584091402979466,0.3444414652271208,0.0014782473363526,0.05682850783799976,0.0018141008689672266,0.07006500989169595,0.0,0.15411988700649487,0.00014210764177440092,0.00013391109430363514,0.014285045388893906,0.0263667563608026,0.0,0.1660850020906319,0.0054191473602967655,0.000411671596719209,0.44918453061497576,0.09987185722597894,0.039494346789981004,0.0027672568829738963,0.008976961246826015,0.002621768165367804,0.0003497876633149277,0.3945442960379836,0.0,8.86251695276545e-05,0.0,0.0,0.0,0.0021005702030704888,0.0,0.0
ALA:510_650,0.15103149098021013,0.299898445242092,0.002495786971601098,0.04678590038464734,0.013601829213632163,0.06370923738967023,0.0,0.1879513118410555,5.300822712244736e-05,0.00013692086465219027,0.05518269009180042,0.031139468124863644,8.462896492328951e-05,0.14128012617186045,0.006496987126982743,0.00015216840488625332,0.4039393708680701,0.08351517815880938,0.05287785553682189,0.002819259956029777,0.008749120452293209,0.014405036886767466,0.00014684711567705013,0.4290025407109324,0.0,0.0002023113224345144,3.591870216212167e-05,4.4616963369473056e-05,6.682311256941724e-05,0.004173425727287202,0.0,2.169448677598232e-05
ALM_BDU:390_510,0.1602296556637903,0.3110294287615561,0.002273727311055101,0.057266629967910064,0.0012882409124039134,0.0666464966700072,0.0,0.2124322049795344,0.00020405245099212448,0.00017705002138715162,0.003232620407822604,0.03478628906632758,4.684512408741504e-05,0.14434271483654634,0.005971525937981554,7.251788859820364e-05,0.3768888659777365,0.07805747794443595,0.023982248766428783,0.002234655613672149,0.00820659067937499,0.004078901099305731,0.00011844247531272187,0.5037050606439794,0.0001527069219705473,0.0002569322089685297,0.00010310018576444186,0.00014206960121707318,0.0,0.002072947881833277,0.0,0.0
ALM_BDU:510_650,0.15637458358996947,0.28441839445420725,0.002889816311226714,0.03960376654059938,0.0018896181470942574,0.07806986692294382,0.0,0.2270169538019948,6.162358357214189e-05,0.00011922823778088326,0.017448645553822386,0.04010283512795704,0.00014282656660700446,0.12773157096754284,0.023527121641759442,0.000603148552922653,0.3686238268719426,0.07197603646384917,0.04019722844326153,0.002536356626189179,0.008089280412758474,0.03230137188730057,0.00035902435646378324,0.4733297149229133,6.976449176979942e-05,7.368037166234357e-05,0.00023433449672750944,6.316932563498826e-05,0.0,0.002114781240915545,0.0,3.14300886112095e-05
ALM_PLM:gt_650,0.13788482193803056,0.18410776802174508,0.003293134908490276,0.020551432320549963,0.0011571720125848346,0.07393093504805995,0.0,0.2810084753065087,0.00024610653216121603,0.000977356457238068,0.02835624709464682,0.022360755905660255,0.0006292007552048407,0.08064056550813878,0.16475490115216174,0.00010112703881895097,0.27658675444807845,0.056622125346093725,0.07034261574358447,0.002686884970606048,0.005500921567528528,0.1776438342578039,0.0002989753792033424,0.4052360240536861,0.00011362703753821336,0.0006334015744465599,8.0942614657519e-05,2.274589930882179e-05,1.7520490008146518e-05,0.004213626617456289,0.0,0.0
AMsh:330_390,0.2690287035148659,0.34311268500494463,0.001995861906223481,0.05491681442194203,0.0008349372535075069,0.07514617737201447,0.0,0.02955497449067509,3.9227961285347244e-05,3.375429226878715e-05,0.0031835467185759698,0.005454308446520024,0.0,0.2094131496991712,0.007252104625736867,3.375429226878715e-05,0.3970479894808245,0.10939532986559508,0.015413750586392138,0.0009853617872218616,0.009713937948055286,0.003412832631825209,0.00020870897231661483,0.4627411404612398,6.619084940395799e-05,4.9972570836372585e-05,3.861977583906279e-05,0.0,0.0,0.0009261650704501748,0.0,0.0
AMsh:390_450,0.3393512982489227,0.2850746896534345,0.002599464946344247,0.04161125368550518,0.0007730720550303741,0.13633371594032306,1.0364530706243187e-05,0.032354610021322484,0.00011797274656812099,7.529526718947256e-05,0.00868019285343253,0.018146159392662887,1.6562926520761173e-05,0.12267844673484768,0.012142149335410034,3.475166177975657e-05,0.34158963042928664,0.10403001405511657,0.03502865894353322,0.0019533075859422817,0.00874715585083855,0.012373928693654548,0.00022822290162962945,0.4944636131810818,3.271940085696379e-05,0.00011248564207658047,3.2821013903103417e-05,2.0424222274067454e-05,4.349038374776553e-05,0.0013262534782145696,1.7274217843738644e-05,0.0
AMsh:450_510,0.3371087590846775,0.23479899853876465,0.0020892076517039595,0.02615185276734349,0.0012576731125675902,0.16450819836318456,9.283333751913734e-05,0.026169036594332243,0.00010767853716622832,5.775392739416211e-05,0.041755581108731024,0.05676265443964506,5.7652247944524514e-05,0.08433181705548719,0.024573584350068515,0.00017671888347016508,0.28433915831175105,0.08605996098152799,0.05089778378454776,0.00277950943529369,0.007460424578810673,0.04864792260241637,8.225867475682596e-05,0.5178561823494847,0.0,0.00012343885186005777,6.85319490557487e-05,6.680339841190934e-05,5.704217124669886e-05,0.001554170387710859,0.0,6.812523125719828e-06
AMsh:510_580,0.3573664468175635,0.21753634176827832,0.0020791917523049295,0.0168386295621781,0.0010193615493969356,0.10615233624415422,0.00017930569653892096,0.024838884810310068,8.766509324813645e-06,0.0001015284103199348,0.08019368277183161,0.06509224916213578,0.00029520710470535254,0.0643488287841606,0.06385117647574501,9.806258105198521e-05,0.2452514571263668,0.07563540373139334,0.058189744366549376,0.0032586950011121237,0.00538865095857702,0.11361701893423305,0.00021559496769745187,0.4958678140872097,3.8531866567204164e-05,0.00023006990169888842,0.00014301642538039008,2.803244260841573e-05,0.00011794013126522544,0.002001108657621124,1.6921401719989128e-05,0.0
AMsh:580_650,0.3503820155967789,0.21861918458748145,0.0021186269761350922,0.015136434287588572,0.001649806594998725,0.07053188698518473,0.00012264283984856825,0.02483124355448564,0.00027500180492272627,6.566140384898367e-05,0.10811880282207198,0.05043418730941726,2.0321336494475503e-05,0.04959294524890726,0.10806406796598636,3.7170685849191376e-05,0.2276383860038889,0.07164700756066046,0.06043514414822607,0.003113759760751493,0.00625682717765331,0.1693750719288512,0.00013265033219258133,0.4564967670183279,0.0,0.00016451092006331678,1.1947720451525799e-05,2.450814451595036e-05,0.00025478258569706724,0.004435055101967667,0.0,1.3581596752589158e-05
AMsh:gt_650,0.2810154203893798,0.19224098273137075,0.002539200048031519,0.012851473886106884,0.0009948082146879087,0.04921577591998209,0.00010811148505018968,0.022100178170972738,0.0010010961247002086,0.0003865036299495994,0.11182571292729393,0.0234020797972291,0.00011206678328373322,0.043331813417020686,0.2588268058066212,4.797066831964327e-05,0.20746340436372845,0.05571199830591534,0.05582883173066002,0.003906921893610186,0.005860129295656717,0.3037963155281358,0.00020253155313811332,0.36160452047992575,0.0001280908120247557,0.0012006865586390205,7.018118916954153e-05,2.423887891838212e-05,7.454215901678183e-05,0.003958442188549675,0.00016916506291155383,0.0
AMso:330_390,0.17187192010225832,0.33807496735595194,0.003318195468633927,0.05928393668099895,0.0019328947482469602,0.14989361685855404,1.0299254527720544e-05,0.05452119428523938,9.687417625083681e-05,0.0004122760995601402,0.004612842354613531,0.011426971912097392,0.00010360438217984232,0.1936020215091263,0.010744161928754652,9.422288300607708e-05,0.3968027442924539,0.11767744672302705,0.026180501063831414,0.0016530813381077007,0.0113673178140903,0.004806080843029675,0.0006744482123400365,0.43855673793036987,7.189083605983153e-05,0.000101972817106144,3.0081981046312488e-05,1.957878088437965e-05,1.7233406090938335e-05,0.0020232426642030035,1.7641297359362915e-05,0.0
AMso:390_450,0.14904625509888714,0.3002801080652139,0.004256905464763397,0.03698563035742193,0.006290695095864536,0.2200350361572896,0.0,0.07783355642734148,8.174279762562911e-05,0.0005913483999516544,0.010531849114737856,0.05939427557453141,0.00012693812276120994,0.12416566238330287,0.010332330800130213,4.766614017716154e-05,0.32241150724453266,0.12082141422452335,0.055090218722724515,0.003601727676237574,0.010998627256343149,0.006532937920566179,0.00038534419585986113,0.4757361844891704,0.00018026654740866064,0.00040902284000834315,8.689032896225563e-05,0.0,0.00011695191196815449,0.003628906641694962,0.0,0.0
AMso:450_510,0.11994742257150524,0.30142042500122285,0.00534879046429351,0.029132873203762094,0.004919962364245541,0.15729811373183006,0.00016853057370684642,0.07674152712540687,0.00022566654869526505,0.00016164548319565206,0.037313593881600285,0.15643675808011615,4.531828231995078e-05,0.09651077999648963,0.01414855271286953,0.00018003997874048466,0.26408946424952723,0.09666009397429212,0.07573435142241859,0.003881444085049571,0.010791505894665104,0.011482172959228343,0.00025700912490294085,0.5341032919775748,0.0,0.0002159041069256612,0.0002795141222455014,0.0,0.0,0.0025052480831702487,0.0,0.0
AMso:510_580,0.10170039231688403,0.3018198435916081,0.006300272015496111,0.0233518844625636,0.006904163419130492,0.12070964963516664,0.0,0.050310840788929945,0.00014057969842544516,6.417318091840013e-05,0.1147475568057058,0.16375378481809755,0.0006460860476308069,0.07895032581107539,0.0305437386362152,5.670877215244728e-05,0.22532136871546024,0.085164964470451,0.1133076516202847,0.003994495413224485,0.010921570420372692,0.02382359362763424,0.0005611783979180934,0.5323608038090049,4.385340149997294e-05,0.00017924948272683973,0.00020869242841476486,0.0,2.923560099998196e-05,0.004083342612008119,0.0,0.0
AMso:580_650,0.08331304387125614,0.27485043878256643,0.004612511081134753,0.011345558347637187,0.012194472872568828,0.09213121298931876,2.6972544934767112e-05,0.03140489588752078,0.00021186831097614773,6.279867332140433e-05,0.33628843986579204,0.06312069668230491,0.0015061386732658124,0.04312065756181989,0.04574862761735348,6.166623822872325e-05,0.18507119053210144,0.05877482259117416,0.10130373134274576,0.008839582436178791,0.007740090909830267,0.043568278269363284,0.00038842523678960417,0.5876318939431298,9.965428815593343e-05,0.0001424809243882354,0.00013712759485919767,9.74923666153605e-05,0.0005184493751583479,0.005670823149567601,0.0,1.5957039942324055e-05
