,ward_cluster0,ward_cluster1,ward_cluster2,ward_cluster3,ward_cluster4,ward_cluster5,ward_cluster6,ward_cluster7,ward_cluster8,ward_cluster9,ward_cluster10,ward_cluster11,ward_cluster12,ward_cluster13,ward_cluster14,ward_cluster15,leiden_cluster0,leiden_cluster1,leiden_cluster2,leiden_cluster3,leiden_cluster4,leiden_cluster5,leiden_cluster6,leiden_cluster7,leiden_cluster8,leiden_cluster9,leiden_cluster10,leiden_cluster11,leiden_cluster12,leiden_cluster13,leiden_cluster14,leiden_cluster15
AVA:390_510,0.13477245957680226,0.3181096905479629,0.0024441862344410786,0.06777451410128632,0.0035870511900651454,0.07170480229793298,0.0,0.1920971209720668,7.29531687591472e-05,0.003410841228600744,0.010403529994669827,0.0089971153398781,4.764913260212832e-05,0.1791268638259213,0.007344496494574731,0.0001067258944364587,0.4315058513542965,0.08560661529131068,0.035895611872000764,0.0024614297106932397,0.006583844923806282,0.0020087119347710924,0.00036803088071922236,0.4324269998963351,5.366904442980619e-05,0.00014549820790285862,5.305685000665251e-05,0.00016549655905921223,1.030527278975366e-05,0.0026923290406260392,0.0,2.2549161252827318e-05
AVA:510_650,0.152397956626514,0.2922117684391172,0.003479263727235852,0.03930471175676512,0.007149358257489591,0.07483867325792179,0.00011082506667922959,0.2096826864577268,0.00015285142623455545,5.312961998105389e-05,0.04167686627388796,0.015201297441922943,0.0,0.14966406411084826,0.014076547537675597,0.0,0.4099939098097721,0.0849010289609351,0.06479561854966721,0.003402993667302112,0.006289737609202382,0.01540364658052266,0.00035416287694401745,0.4103166307436414,0.0,8.716578278141655e-05,0.00011082506667922959,0.00010449517054867437,0.0,0.004201183192486226,0.0,3.860198951748447e-05
AVA:gt_650,0.17635333467438574,0.2499609323661749,0.00552844859685866,0.028490926652957587,0.006311575888656879,0.08406404858019816,0.0,0.20059510158158936,0.00018424682351690964,9.363705421794216e-05,0.07219406441289827,0.02353599196454193,0.0,0.13195705305713498,0.0207306383468686,0.0,0.3750628553079944,0.07925296212000138,0.09329674563739536,0.002710463893833744,0.008085982407716612,0.03838691227481567,0.000290619352221573,0.3956138399532921,6.23203136768244e-05,0.00030137143314069013,0.0,7.192411410943385e-05,0.0,0.006864003191802196,0.0,0.0
AVB:330_390,0.1504483011460621,0.33609314857346445,0.002157755590385791,0.04330849172188445,0.001815899490827799,0.07640141048128142,0.0,0.18659213978589026,4.2975025984542495e-05,5.863021402176869e-05,0.0034766796021494877,0.010101484500647592,0.0,0.18263506078612785,0.006800797862053849,6.72252192186772e-05,0.4476080202858493,0.08884206657486382,0.034872391799628324,0.0018717670246077046,0.008143358138109045,0.0015487380792905598,0.0002379997867620139,0.4120281777013232,9.382880673291778e-05,0.00012534382578824893,3.253823395972503e-05,2.281769236798328e-05,0.0,0.004551976145177005,2.097590554007432e-05,0.0
AVB:390_510,0.17369206865464654,0.3244832541698759,0.003068571131853172,0.032308208626499316,0.002710975491794656,0.0789683489662709,0.0,0.1991675578168869,8.805689404443249e-05,0.00020450258745840656,0.003542922161318785,0.015840846816206473,2.591123142456337e-05,0.1596301156229344,0.006268659828785602,0.0,0.4516723015852616,0.08665913279547398,0.04968132798467706,0.0032645054635018628,0.007908293648372616,0.0018864615261054624,0.0003846424234578612,0.3932069629156597,0.00010467724567532772,0.00015670617251986932,4.356390303253284e-05,0.0001084968295905024,0.0,0.004922927506671626,0.0,0.0
AVB:gt_650,0.18803144693420906,0.22579297098522816,0.004809797994103414,0.022690400497733243,0.01214926128258297,0.08007165893493702,1.155050792578164e-05,0.2441041680996407,0.0005568177289266448,0.00016597351478938482,0.03843748891125225,0.03390136511394888,7.793991384153558e-05,0.09103163413568437,0.05808344607218735,8.407937300929341e-05,0.3540962211420705,0.0794274319568423,0.10584916680775283,0.003629877188964333,0.007931765010223241,0.02515482103112321,0.00017221703258710463,0.4136097449658256,8.688895601826729e-05,0.00037107307444448045,5.171713909111239e-05,0.0,4.474521088365861e-05,0.009400968806656671,0.00014276844030785952,3.0593237208827054e-05
AVD:390_510,0.1483975395239371,0.3092299670629581,0.002531707932910664,0.06998982841741054,0.004847564824594086,0.08503381461033396,0.0,0.16086927514900706,6.969227626880487e-05,4.167167034629568e-05,0.007004535643134489,0.014704351815642891,0.00013610008590933024,0.18949134902281986,0.0075415459368581815,0.00011105602786869936,0.4168070262952345,0.08522749550182031,0.042525118471737684,0.002246267254996752,0.007247791452791437,0.003602136134983367,0.0002501326616599078,0.4390262377563808,0.0,6.1173190951705e-05,4.998547649912808e-05,5.131979106686661e-05,4.608517237804622e-05,0.0028592308394994053,0.0,0.0
AVD:510_650,0.17391373795370094,0.29035559431561064,0.004576981508280127,0.03570728629605184,0.01330188206362335,0.08747893175111601,0.0,0.17888741571255526,0.0001779090734363048,0.00010624103558423162,0.02623512559823633,0.02497378914905974,0.000444089630444078,0.1540872271478527,0.009660788451399768,9.300031304851136e-05,0.3894367617312013,0.09239722966253916,0.08475565139783672,0.0043275094820912395,0.011168129118482079,0.019195054443013768,0.00024306183512000766,0.3921411267665724,0.00010413933359443476,8.039010110973016e-05,7.660703752809579e-05,0.0,4.224420999491703e-05,0.0060320948809159895,0.0,0.0
AVE:330_390,0.13823134533704667,0.3417433954208142,0.002413370923141905,0.06620213286447002,0.0018401035734956167,0.08216716467759651,0.0,0.11860639451539233,9.777047631349641e-05,5.505324005139526e-05,0.009255673057974015,0.005265128757804179,1.6210120681799717e-05,0.2292957253096159,0.004752725823548045,5.7805902053965025e-05,0.41729367039645576,0.09473734863799817,0.020658422477952455,0.001422718453550409,0.00956682581470894,0.0010900541530176262,0.0004852841160085953,0.4528186086476202,5.71941993867273e-05,7.462772540300245e-05,5.138302404796891e-05,2.4875908467667482e-05,0.0,0.0017046114327024606,0.0,1.437501268008654e-05
AVE:390_510,0.16955830331686078,0.3266536545492817,0.0022827713044400143,0.04107175324026819,0.002105361275754287,0.08015235547151682,0.0,0.18259292131936933,0.0001967694371277603,0.00013910093473164942,0.016252786756116012,0.011146717171846504,1.7515655257078094e-05,0.16085640286826536,0.006856303510454848,0.00011728318870967496,0.4322006372215869,0.09119131551277593,0.034380772932064346,0.0023959572638497877,0.008561160622143783,0.0016118500065811744,0.0002871133431905841,0.4271386128522913,3.6670202234116714e-05,0.0,2.263719188195473e-05,4.670841401887491e-05,3.923097054655502e-05,0.0020873334668347213,0.0,0.0
AVE:510_650,0.16718577538882234,0.2992203705370141,0.004206037982257268,0.029745896159274345,0.006419982821301004,0.08607606801068964,0.0,0.2157692185396111,5.590454911318551e-05,0.00020158889457170984,0.02639141538888056,0.01745458482767163,0.00011929074792181594,0.14000982589993335,0.006857243681279229,0.00028679657165872125,0.4057329803380168,0.08574074462781182,0.05964724437333184,0.003775947036570512,0.007859888652270174,0.01068286055888339,0.0004573158376340697,0.42069555234629735,0.0,7.679082117963588e-05,0.0001964972163067543,0.0,0.0,0.005106329828942472,0.0,2.784836275526713e-05
AVG:330_390,0.1453663361332275,0.37536201135854586,0.003263655955002777,0.103778084031065,0.001360918140289821,0.054486556309503865,0.0,0.07989338472518928,7.88731292088597e-05,3.1488109722916856e-05,0.002078011435177089,0.005567892644499852,0.0,0.22361225072932167,0.005103723260073035,1.6814039172431333e-05,0.4640185675906032,0.10119269622595133,0.017286666528078226,0.0011116627474669905,0.008530832056485388,0.0005962360193811862,0.0005371321241083971,0.40451286773322703,0.00010771175397127224,9.242626381451648e-05,1.21264888576929e-05,2.731007574673695e-05,2.7106269211313545e-05,0.0019261755662866489,2.0482556810052718e-05,0.0
AVG:390_510,0.174522493053012,0.324517197895782,0.003364620394052686,0.07116722313172646,0.0048595595152425616,0.07081686453334682,0.00011044923080737972,0.1634506034154539,0.00018452977195695063,0.00010259690008580738,0.007985717023698024,0.01851693236301945,2.0767348355737448e-05,0.1538038084837201,0.006477242964027544,9.939397571253444e-05,0.432533136060744,0.09018112537330858,0.04857482780406989,0.002671135607168559,0.008319854359929144,0.005211467915738293,0.0004508890956439712,0.4087044119250041,9.00951630159356e-05,0.000154360290763541,0.0002641896007244808,4.876710658660733e-05,0.0,0.002767636618931039,2.8103078371943214e-05,0.0
AVG:510_650,0.17565631235565146,0.2792649057861913,0.002535462965229515,0.04531845685452415,0.015236636840789181,0.07608671514701562,5.9905838350705525e-06,0.2063390498996009,0.0002600739671846146,8.851604045957692e-05,0.02532942788581657,0.028051321951430626,9.450662429464749e-05,0.13668735793666115,0.008977303020565984,6.796214074959351e-05,0.3975353498671381,0.08209620030694513,0.08385608923738938,0.002401397830437764,0.0069707672936019215,0.01878967277055517,0.0003793692142450712,0.4023343239486705,9.863806142228237e-05,0.00025036508993467267,0.0003970311079657103,0.00017321050157609162,8.014988027611633e-05,0.004592918654791677,4.451623505026565e-05,0.0
AVH:330_390,0.12701366299181088,0.31420175538290457,0.001982398705502545,0.1113054625881704,0.003578731426456527,0.08911403380542704,0.0,0.1295695343813037,0.0,0.0009636305178716123,0.002777035845930007,0.005861676465452363,0.00010996845081868188,0.2088165850018787,0.004705524436473067,0.0,0.40762102846382464,0.09018681440425078,0.02244471425644295,0.0016611885328786744,0.007768375958298326,0.0015056982582327242,0.00017083470964390578,0.4661347808113953,0.00012439221971676014,0.00014147569068115074,0.0,0.0,6.976603112403817e-05,0.0021709306635107595,0.0,0.0
AVH:390_510,0.18466901513257766,0.2765996549593976,0.0032511094469163176,0.05911330915367007,0.005970209764042988,0.08528321470860452,0.0,0.17377234290967006,0.0004314817436785392,5.843412875799966e-05,0.014166191005963696,0.023256162706263427,5.388350634144748e-05,0.16658928884837915,0.00659292107245346,0.00019278091328302896,0.3923983093610337,0.08275234468234433,0.047914020540061664,0.003055329259767833,0.008866267239231495,0.007276238397593466,0.00022163599633343945,0.4526182471478199,7.467157692615178e-05,4.995342334533422e-05,0.0002478020752286145,0.00014427541525205225,5.388350634144748e-05,0.00432702137872069,0.0,0.0
AVH:510_650,0.180755356517492,0.26744665258782424,0.005387292877458134,0.03965485811891399,0.017295714145836392,0.07847077870593099,7.02088077106692e-05,0.17820181285648154,0.0005979817434011854,0.00010662503532741388,0.033533153826868015,0.022641028662929403,0.0004199934954530615,0.16807946587573835,0.006861677839382187,0.0004773989032523679,0.36629928954773455,0.08680852064165184,0.060599121455885085,0.005135002931663742,0.010272629510850305,0.020562050365846657,0.00043153754455347036,0.4440765857404337,0.00019729829371608083,0.0004431865395547922,0.0005182228587074507,7.367202244079188e-05,0.00011155749267031592,0.004471325054291138,0.0,0.0
AVJ:330_390,0.15257825986143958,0.3192432999186661,0.002432620101050458,0.05209180775448895,0.0015780851122191002,0.09984991702750858,0.0,0.16940123684642278,0.0002052609891422279,0.0013504282794167095,0.006635744649987379,0.011093442137410007,5.9071605984374893e-05,0.1779024114467828,0.005578414269480968,0.0,0.43607399216905696,0.0891681269338888,0.036024639126422384,0.0021912997489508114,0.006772277109732135,0.0016672575539485568,9.204897210782591e-05,0.4243498707461895,7.643352148239117e-05,9.163803919663028e-05,0.0,5.126388067165752e-05,0.0,0.003441152198352385,0.0,0.0
AVJ:390_510,0.1620229400381999,0.3222320006935269,0.003173693373493539,0.039071063408927006,0.004311342613570983,0.09146890465113558,6.235113278647317e-05,0.17482335830865614,9.186952621528521e-05,0.0,0.018432217016742733,0.015816162345778047,7.726568946629398e-05,0.161807611126135,0.006609220075366154,0.0,0.4299934013444023,0.09540935124060627,0.05184610621836548,0.004042259153472549,0.00921419240213125,0.002976593364037296,0.0003364061117781808,0.40001773175071936,6.970483781610704e-05,6.204041285564355e-05,0.0002316934950886054,0.0,0.0,0.005800519668726981,0.0,0.0
AVK:390_510,0.1543577852471946,0.3013171268992741,0.0019284772725562914,0.039546034681074864,0.001194458299080809,0.06638418797066932,4.503745225064246e-05,0.2710862199832497,0.0001317574223856267,5.510225534954451e-05,0.0034065800226061576,0.006470143422427513,1.7486324575870214e-05,0.14898277373366986,0.004999665523210147,7.716349042491564e-05,0.41007993080295374,0.07938516862815106,0.02743909319987336,0.0015384915686432784,0.006502777783990618,0.0019724980780292667,0.0002703263781816216,0.4705694990920328,2.582282815273857e-05,0.00013277406916329358,0.0001400939259624951,3.7310936740374234e-05,2.7347798319238878e-05,0.001878864909806148,0.0,0.0
AVK:510_650,0.1385241685365695,0.2254323642602085,0.0020834451043084284,0.02493161664036721,0.0026994994161971602,0.0645648877095885,2.907751779564566e-05,0.4171265146417588,2.283199460714431e-05,2.5084478380046434e-05,0.004158494587281494,0.011739126339357569,6.685781380477682e-05,0.1028680671109111,0.0056891596965945295,3.880415226954122e-05,0.3243921672538823,0.06022691111985711,0.04446300582082762,0.002127982851636266,0.005274497911128458,0.004673084743763589,0.00018941340817586082,0.5553087151873515,3.010137405605572e-05,0.00011211226051490139,0.00012644624816064224,4.730215923094471e-05,2.672264839670253e-05,0.00294368913430496,1.6484085792601945e-05,4.1363792920566354e-05
AVK:gt_650,0.12521145238723486,0.1636501456066181,0.002556012804330938,0.0183378022344608,0.008913330554413032,0.05081369428170082,5.19127705722784e-05,0.5217177126885152,4.095682096432221e-05,5.3960611620494504e-05,0.009765949174837809,0.013596743031683277,6.194719170853736e-05,0.06797224724854636,0.017210260953313013,4.587163948004086e-05,0.2464165085477397,0.052619787694175,0.05797632552399388,0.002376519536454796,0.005206533473037049,0.015919301956517574,0.0002612021256999648,0.6141993407385314,2.1809507163501568e-05,0.0004923009879911529,2.262864358278802e-05,0.0,3.071761572324165e-05,0.004389956855060876,6.706679432907761e-05,0.0
AVL:330_390,0.16223745207728715,0.3607525531975896,0.0024460917972429037,0.0909486176852961,0.002332229271034226,0.07230105991830467,0.0,0.07894752797570412,8.334161440003337e-05,0.0,0.0020403794746148736,0.006888682835624954,0.0,0.21481172656592573,0.006210337586975607,0.0,0.4477254367547617,0.1106853712242061,0.0184684400926397,0.0010912510521750363,0.010920937170801908,0.001095361612687985,0.00039194194490965137,0.4077885667431197,0.00024026226198184722,8.683559083603971e-05,0.0,0.0,0.0,0.0015055955518802574,0.0,0.0
AVL:390_510,0.17269200342559174,0.32125265971077555,0.002722845324282189,0.0640177090859192,0.0022023727844009927,0.07674329885146787,3.327221716135496e-05,0.1809905283710749,0.00011014963818013784,0.00016543111700412826,0.005475242990515146,0.014661474823057932,4.7118419334092744e-05,0.15189852097761627,0.006948520233641229,3.885202997723437e-05,0.4509600584599055,0.0884391031628859,0.03788403578354625,0.0027788501121749037,0.008916437549908326,0.00409671923539205,0.00048337711764229337,0.4027257798925039,5.166493348036484e-05,0.00011655608993170308,2.9965661418611607e-05,5.734807616320498e-05,7.429417434476465e-05,0.0033561540788845,2.4179188868810745e-05,5.476482948918674e-06
AVL:gt_650,0.14497026594476936,0.24343565779880397,0.0035339409700472805,0.031277236028079365,0.011809759197533564,0.07889179222460513,9.866831935238797e-05,0.2578010610623337,9.483754514878004e-05,0.000788000607125944,0.024912974128193443,0.03272961712343645,0.0006845697036285301,0.08885294403280303,0.08005324154936387,6.543376477514081e-05,0.3658869764237591,0.07051440671350429,0.11902536407367427,0.002986968534434829,0.00634614337324724,0.07165463147848627,0.0004902355636238793,0.3540470887047863,0.0,0.0013052586590509491,0.0,0.0,0.00010539805781818566,0.007595182832499294,4.2345585115557895e-05,0.0
AWA:330_390,0.12275676162152982,0.3085808312218544,0.0021608807178485675,0.04428612661337826,0.0020806091953281558,0.13286790184471942,0.0,0.1824490821043548,4.26954399120044e-05,6.818983928392068e-05,0.005250822399154036,0.008066161754694528,0.0,0.1836767039857576,0.007598559658583919,0.00011467360360058732,0.3633706503764622,0.09291807564178056,0.026606528552549847,0.001489630588200844,0.00827441720980488,0.0007103620194472098,0.0003362393877002936,0.5036034644124293,0.0,8.979352710510277e-05,3.8292792630910416e-05,3.685937258590307e-05,0.0,0.002480226226446989,0.0,4.545989285594712e-05
AWA:390_510,0.1336416662771002,0.29103721128669274,0.002496688175827793,0.03015081467259052,0.003064589508471009,0.1153806237483586,1.2119845513727153e-05,0.2240688521294314,7.730220794049505e-05,5.153480529366335e-05,0.01971206302482623,0.01778918333323658,2.780435147266817e-05,0.15475586302619102,0.007654140755404511,7.954285164891516e-05,0.3715546411013294,0.08636795423220422,0.0463528074807353,0.0019492581788842348,0.0073133592168420644,0.0043692552314192855,0.0002218237271335944,0.4780980642162377,6.273802383576409e-05,8.483891859609005e-05,3.6257689099889627e-05,2.515631799908073e-05,0.0,0.0034953023376941357,3.98223495451035e-05,2.8720978444294593e-05
AWA:510_650,0.1409715976281332,0.2487694773254603,0.004367882484349933,0.015855304123175068,0.007057777160043269,0.09051359480481612,0.0,0.25690968756988825,7.743448717593126e-05,8.795155467519222e-05,0.07114950826007388,0.034685597938077364,0.00021539366672506044,0.11253066318049937,0.016551595856729082,0.0002565339601780519,0.3380005054378909,0.083776897529015,0.07962038747969923,0.0033837118051298753,0.007771803556439171,0.03467064720486762,0.00021384703915163967,0.4476953754082711,2.2683871076837383e-05,0.00035149689318608474,0.0004118153685494933,0.0,0.00014569231741623292,0.0038637850039196704,0.0,7.135108538714305e-05
AWA:gt_650,0.1563302501697498,0.2461275946474803,0.012477957141676628,0.015788640762758047,0.01267863002424518,0.09438171438530264,5.100610324158974e-05,0.1987452289131919,0.00030729344334871515,0.0018338108042238077,0.10867578206128964,0.043695158620078584,0.0003960042635656073,0.08687847570721742,0.021582598937962855,4.985401466734438e-05,0.32943773783428504,0.09379896703738434,0.1074656701170323,0.004884227142850709,0.009600982501136116,0.06946769423192194,0.00032991627353389663,0.3743875209117168,9.729911686126664e-05,0.002757890576093513,9.206235061469686e-05,2.3251242134769847e-05,0.0,0.007656780664434617,0.0,0.0
AWB:390_510,0.1385106871268969,0.2795246020868427,0.002041288833175816,0.036647397704690436,0.0012547632697235106,0.11281267616694456,3.443970111215853e-05,0.2316274099790405,9.326149150726112e-05,6.532368087055437e-05,0.02725988696260224,0.013660471888924141,7.050487484317998e-05,0.14986542610596396,0.006510017838546072,2.1842288315970746e-05,0.3721432191733436,0.0786809005240219,0.042991820520189836,0.0019728157991062137,0.006492747191970653,0.004796464922148496,0.00034327949869611694,0.4892122969848194,6.349502417433357e-05,0.00013460945124958715,8.838507365067233e-05,4.1551143819683894e-05,1.645791026598726e-05,0.0030063116085870057,1.5645173956555785e-05,0.0
AWB:510_650,0.1453098064700768,0.25257930552807584,0.003425711589117113,0.0201940000196304,0.003265362209308633,0.08664755629921482,0.0,0.2403347913210898,3.047878031153446e-05,4.659637261187133e-05,0.08133990917323468,0.030140310873227383,5.351867186906729e-05,0.11571759705296025,0.02089449537729889,2.0560261972865614e-05,0.3426464776603455,0.08069220926213971,0.08672101532566061,0.0037106623555551188,0.006859481974384392,0.044466577434440914,0.00036770840382627516,0.4302201756094336,3.0892051908978995e-05,5.806465944095717e-05,0.00013854930304328037,0.00012646110881802774,0.00025953456319516803,0.003632037434141297,0.0,7.015285366620984e-05
AWC:330_390,0.12683086166795768,0.3480252537846728,0.0013105437038544358,0.07283544158747163,0.0012037020234468554,0.11744011003877496,0.0,0.12626188894051996,0.00011520143021046385,6.789748010634417e-05,0.009099995453111694,0.005004839479550524,2.3448078715404146e-05,0.18776732084087666,0.003901658350074922,0.00011183714065564499,0.4227808891225995,0.0954586576729352,0.01728398661379771,0.0010489447039251881,0.0075605781113612484,0.0007992736396902978,0.00020440607749732745,0.453464637136904,0.0,5.586759624365856e-05,0.0,2.059353000222451e-05,4.41435568859565e-05,0.0012780222381578534,0.0,0.0
AWC:390_510,0.13274615289898806,0.293958598408208,0.0017780601865012343,0.039474962997194316,0.0020237152387713397,0.12102311680928138,0.0,0.23552857133446736,9.992404353891237e-05,9.931598647883785e-06,0.017719492130474856,0.014270795171418887,4.00304231215724e-05,0.13394159307909453,0.0073545514844446346,3.0504195847071624e-05,0.3754639855404031,0.08141448260171402,0.04333916561396788,0.0016703327440246991,0.005789513954656171,0.005408971577892868,0.0001425893805874743,0.4850603927339208,2.624779642655e-05,4.783382205919536e-05,3.5469995171013517e-05,2.5335710836438225e-05,3.121359575049189e-05,0.0015225748784265915,1.1857112671453087e-05,1.0032941491229537e-05
AWC:510_650,0.15711602572316094,0.2755397330639683,0.002287543970286675,0.016932529314973133,0.0017425010842058535,0.0869707446952653,0.0,0.21386337543934492,0.00013620959179355615,6.023081799279623e-05,0.07929944502772099,0.033483835388049575,4.530093781122025e-05,0.10634921787368444,0.02615080999201661,2.249707972566243e-05,0.3669401527572165,0.08257839439773633,0.08485704179558602,0.0023380601402161172,0.006666396019980271,0.04696357426240002,0.00018151052960477642,0.405597498406542,0.00012976724623575282,0.0003705882587536393,7.556973598756608e-05,2.9143944190062688e-05,8.364823279814485e-05,0.00317761025179652,0.0,1.1044020956234284e-05
AWC:gt_650,0.1737847368941971,0.25815325589905513,0.0038718861004072404,0.011685601650208457,0.001967298746536668,0.09549209433529128,0.0,0.19239958583619288,0.00015476386526162841,0.0006812502854039905,0.1067110281754952,0.04667432289775812,0.00029971293265953537,0.079923242081886,0.028197707635148214,3.5126644985950377e-06,0.3469622993984459,0.08376682023898104,0.1191006091166868,0.004167879741244736,0.00821994486769756,0.06824249617377852,0.0003506465678891634,0.3616123832581451,2.3348887549484666e-05,0.001837330160088652,4.142877835107677e-05,0.0,0.0,0.005650844041622182,2.3968769519824962e-05,0.0
B:270_330,0.15818957698451874,0.34622729632292426,0.0065315785411179895,0.06091721483955233,0.003437855380244689,0.07981522292069453,0.0,0.018201994294644683,0.0,0.00021545226060199995,0.0019800603164364587,0.0027959850629282732,0.0,0.3107096903656336,0.010735497732958905,0.00024257497774356738,0.39949406955671796,0.11743422766584448,0.012171166369625331,0.0043344345224469545,0.012849744123674695,0.0053838593526011344,0.0006609377913971432,0.4459344831394077,5.8731898772717455e-05,0.00010074152081153618,0.0,0.0,0.0,0.0015776040587004935,0.0,0.0
B:330_390,0.1914013058167137,0.3223978752951805,0.007844516650362583,0.05263095843206857,0.019033848181532427,0.11177541740472466,0.0,0.017294392714032374,0.00012558690090691172,0.00012579194074512708,0.002502818785175866,0.005023988635872007,0.0001654671494398004,0.24977050916107746,0.01986579732509128,4.172560707682701e-05,0.372242137286064,0.14167699213118615,0.0209216499719813,0.0035402178466265102,0.010879823895383757,0.014768301907219063,0.0010732810331383338,0.4324366052702209,0.0001039551979751906,0.00030253628128677263,0.0002217505850299184,5.9153993325133106e-05,0.00021498427036881134,0.0015586103301941053,0.0,0.0
BAG:390_510,0.13680962612631806,0.3165583210074928,0.0020949870857655322,0.040831705105028336,0.0011208906256657473,0.08842436194754365,1.5318534209025965e-05,0.2376275952741815,9.069383829714708e-05,4.098468755262576e-05,0.015421401716893197,0.014097819492885503,6.949136379591249e-05,0.1413190576768175,0.0054497460775422175,2.799944001119978e-05,0.4009230684951519,0.08473736322375001,0.034544816350049815,0.0017583851221526295,0.007537023172580027,0.005535976236996999,0.00018950345630768545,0.4631425922206194,3.2361671607147565e-05,4.199916001679967e-05,0.00010337474409932093,4.017310958128663e-05,2.718786203986065e-05,0.0013861751750472238,0.0,0.0
BAG:510_650,0.13559933909018626,0.2493970088691247,0.0026833847608645394,0.0177227893277276,0.004442138754612148,0.07258162111291103,0.0,0.2938729671381864,0.0002107064686885888,8.979085181724603e-05,0.07454831720476676,0.03653013337985666,0.00014169958827259805,0.1023019835280372,0.009777066822618124,0.00010105310233024154,0.3354564723232241,0.07180032807959585,0.08047246574279356,0.0029906394316781717,0.006337677900044866,0.03442521875897781,0.00013637561530281838,0.4637559277831734,2.1091123687973406e-05,9.736727488962485e-05,0.000136170847111673,2.733655351790729e-05,0.00045816882768777195,0.003873497487801447,0.0,1.1262250512995512e-05
B_F_K_Kp_U_Y:390_450,0.19799474640496487,0.2708626748441714,0.006655671893722118,0.0359643792548534,0.02697553633684797,0.20136865562033307,0.0,0.03418998897244084,0.0002634976816863106,0.0010479856715241008,0.011634276813788105,0.03267712919845248,0.00010281068680334242,0.14401903229777538,0.025241110732286458,0.011002503590350042,0.3406266109466566,0.1413324948343583,0.06691961063636087,0.004254478088744154,0.012169969153687895,0.016921003187959575,0.0007589147374305134,0.4142709516117827,6.357075699622581e-05,0.00018387893228875745,0.00013097232508180076,4.296720546161843e-05,9.525260005949143e-06,0.0019645848762270108,0.00035046744695802016,0.0
B_F_K_Kp_U_Y:450_510,0.17035779261155212,0.2658614098519218,0.005875342560394262,0.034200933672411934,0.01991086027483789,0.19840878023825428,0.0,0.06270674938561198,0.00028272541543158497,0.012147220367086568,0.02013426475764983,0.0527315798737338,0.00010476261757264912,0.11439111432058716,0.02080982428666836,0.022076639766285808,0.3484806644602433,0.12517323357272808,0.11520454104309436,0.004580974203927478,0.0099184188103079,0.014324103256667798,0.0006343330229865013,0.3781260178114956,0.00014773688071825002,0.00036538404597958284,0.00024119048167363575,3.1048391076486785e-05,1.4496103118492176e-05,0.0022301380769243428,0.0005277198390583002,0.0
B_F_K_Kp_U_Y:510_580,0.1910009179911183,0.20188543540582315,0.02925377506028066,0.02038440762702834,0.05121059245450479,0.1734459659515648,7.702059321445497e-05,0.05997863319521931,0.00023218991083558726,0.08399941788430483,0.02665179174411031,0.06296766806770306,0.0002354717470311433,0.06637944446512685,0.01824772714895916,0.014049540753175252,0.3821091110028789,0.08903365205090663,0.2253217455799564,0.007846870343574406,0.00769693145238994,0.0137309975274441,0.0006216002869145294,0.2646292207105606,0.0003190560126367103,0.000278545847097816,0.00028541719163226116,4.717639531111756e-05,6.645718296000907e-05,0.006564903079685342,0.0014239066793468613,2.440865670444778e-05
B_F_K_Kp_U_Y:580_650,0.2751407202853527,0.10028110817064907,0.04648619900535675,0.011334228256561704,0.07877523363888571,0.16188793004257274,4.735422339840703e-05,0.02713468594586993,0.00015464273386261648,0.14557925823648987,0.04319707487950497,0.05680819238292487,0.0002765568468019279,0.03996675999437476,0.010795228780731024,0.0021348265766629594,0.42080916401385854,0.05082734374001202,0.26398169242767106,0.013633925261125814,0.007422544394584436,0.01052736547386185,0.00047343995704368495,0.208199337756811,0.000151369871770286,0.0006201050895562459,0.0005898311152021888,3.671742159833289e-05,1.1455017323156775e-05,0.022073716104782724,0.0006281849678466867,1.380738695201933e-05
BWM_anterior:210_270,0.2046868169542901,0.3543966180342324,0.001134429548465368,0.07732064827196937,0.0016042590884984154,0.04703873239223525,0.0,0.0056236316391160435,0.0001781277302916191,0.00012809865088921646,0.0013898199296082784,0.001960615414161094,0.0,0.2806369105268244,0.023889389740044464,1.1902079373958695e-05,0.3875277706779969,0.11301014279065835,0.004557891209749537,0.0004471348971589737,0.011514959199066716,0.0005545562067629229,0.00045187555589266905,0.480287534064659,2.561973017784329e-05,3.0057793673217717e-05,1.8962634934781647e-05,2.2492912715193125e-05,4.1354682570534435e-06,0.0015227601043106304,1.3112460327242627e-05,1.0994293658995744e-05
BWM_anterior:270_330,0.2567215629112485,0.322921096973972,0.0009479814226091966,0.10084462901011466,0.0009808362310005552,0.05403554209131672,1.5025064813121246e-06,0.007756439292026959,0.00014013377115704417,0.000120901688196249,0.0014047433929280824,0.004082310109725043,4.607686542690516e-06,0.2414842440158673,0.008549161711567234,4.307185246428092e-06,0.377654002406815,0.10205434706176844,0.004419572731230239,0.0003615030594036973,0.00991063291783353,0.00043242136532162966,0.0003258435722472228,0.5016857121049335,1.9833085553320045e-05,3.025046382375078e-05,2.494160758978127e-05,5.509190431477791e-06,2.4040103700994e-06,0.0030703219110119503,7.011696912789915e-07,2.003341975082833e-06
