,leiden
enu-3.1,0
H04D03.6,12
H04D03.2,2
H04D03.3,9
H04D03.4,2
D2045.2,0
atx-2,0
D2045.5,2
cul-1,0
D2045.9,4
D2045.7,1
D2045.8,3
F43D9.1,0
rab-33,1
taf-11.3,1
urm-1,1
sip-1,0
sly-1,1
unc-49,7
hpd-1,1
T21C12.3,1
T21C12.8,1
T21C12.4,6
Y45F3A.1,1
rab-30,0
acdh-11,0
Y45F3A.4,1
Y45F3A.5,6
Y45F3A.8,3
Y45F3A.9,1
Y39A1A.3,0
epg-6,0
Y39A1A.2,9
rabx-5,1
Y39A1A.24,1
mrpl-22,0
lron-10,0
hpr-9,1
swt-4,0
Y39A1A.9,3
Y39A1A.27,2
dhs-11,2
orc-1,4
orc-4,0
Y39A1A.14,0
cnt-2,4
Y39A1A.16,2
Y39A1A.17,11
Y39A1A.18,2
fmo-3,9
Y39A1A.20,7
Y39A1A.21,7
Y39A1A.22,1
mrpl-12,0
W09D10.5,1
W09D10.4,1
tat-3,1
W09D10.1,0
K01G5.8,4
tbb-1,4
rib-2,0
ran-1,4
K01G5.5,4
enu-3.6,1
hpl-2,4
rnf-113,0
K01G5.10,1
K01G5.9,0
dpy-28,0
ptr-19,2
K11D9.3,3
klp-7,0
sca-1,7
R17.3,2
pde-12,0
fbxb-85,0
hex-3,1
Y39A1C.1,0
oxi-1,7
cey-4,4
vps-50,1
C44B9.2,2
C44B9.3,8
athp-1,0
fbxb-87,1
com-1,1
unc-119,4
cut-6,3
vab-7,4
M142.5,1
M142.8,0
rle-1,1
strd-1,0
zig-5,0
W05B2.2,1
dhc-4,3
col-92,12
col-93,2
col-94,5
dmsr-5,5
fipr-17,6
Y48A6B.3,4
exos-1,0
kvs-4,5
Y48A6B.7,2
Y48A6B.8,9
Y48A6B.14,5
Y48A6B.9,1
spat-2,1
rsa-2,4
W09D6.1,1
str-261,9
str-246,6
W09D6.4,2
W09D6.5,7
hmt-1,1
Y48A6C.6,6
sup-35,1
Y48A6C.4,1
Y48A6C.8,1
pha-1,1
fbxa-128,1
Y47D3A.1,0
pola-1,0
cku-70,0
tra-1,1
Y47D3A.13,2
tbx-37,2
elo-8,10
Y47D3A.34,5
Y47D3A.14,1
aakb-2,1
rsks-1,0
Y47D3A.32,11
obr-1,1
Y47D3A.20,0
Y47D3A.21,0
gly-9,1
mib-1,1
smc-3,0
rab-35,0
teg-1,1
mcm-10,0
T28D6.6,0
T28D6.5,3
pen-2,4
T28D6.7,2
T28D6.4,8
T28D6.3,2
tba-7,2
dpy-18,4
Y47D3B.1,1
nlp-21,8
Y47D3B.3,3
Y47D3B.12,2
Y47D3B.4,1
twk-31,1
Y47D3B.6,7
sbp-1,1
plr-1,1
bed-2,0
fbxa-220,7
Y66A7A.2,0
nars-2,1
Y66D12A.24,1
tin-10,0
Y66D12A.21,0
spe-6,2
Y66D12A.19,1
such-1,1
Y66D12A.16,2
xpb-1,0
nrps-1,1
Y66D12A.13,1
ztf-29,0
Y66D12A.11,11
Y66D12A.10,0
Y66D12A.9,0
Y66D12A.8,0
Y66D12A.7,1
Y66D12A.6,2
ceh-92,2
Y66D12A.3,9
Y66D12A.1,11
Y66D12A.30,3
Y66A7A.9,6
Y66A7A.4,9
ceh-91,1
gly-8,1
Y66A7A.7,3
tbx-33,2
Y41C4A.17,3
faah-6,6
crh-1,0
Y41C4A.22,5
Y41C4A.6,8
Y41C4A.7,14
pqn-84,2
col-95,5
col-96,2
Y41C4A.8,1
Y41C4A.9,0
elb-1,0
Y41C4A.11,1
Y41C4A.32,6
Y41C4A.12,1
sup-1,7
mrt-2,1
gbf-1,0
immp-1,0
mdt-21,1
C24H11.5,0
srd-74,11
tbx-38,2
twk-39,3
C18D11.7,3
C18D11.10,6
C18D11.9,9
C18D11.6,10
C18D11.1,0
maa-1,3
C18D11.3,0
rsp-8,4
ntl-3,0
mif-1,1
Y56A3A.2,0
taf-12,0
Y56A3A.6,3
fbxb-22,1
tsen-2,1
faah-4,1
sdz-33,0
fbxb-24,0
Y56A3A.16,2
Y56A3A.19,7
npp-16,4
Y56A3A.18,4
ccf-1,0
trap-4,4
Y56A3A.22,0
nft-1,1
Y56A3A.36,1
Y56A3A.7,7
top-3,1
Y56A3A.28,0
ung-1,0
Y56A3A.30,1
Y56A3A.31,1
wah-1,7
Y56A3A.33,1
brp-1,3
Y79H2A.12,5
Y79H2A.2,10
Y79H2A.3,0
arx-3,4
zyg-8,1
php-3,0
nob-1,1
Y75B8A.3,2
lonp-2,3
lron-12,7
Y75B8A.6,2
Y75B8A.7,1
Y75B8A.8,0
gly-11,1
Y75B8A.10,1
Y75B8A.11,2
osm-12,8
Y75B8A.44,2
Y75B8A.13,0
Y75B8A.14,1
Y75B8A.16,1
gmn-1,0
Y75B8A.18,4
Y75B8A.19,1
grl-15,8
fbxa-89,2
tim-1,0
Y75B8A.23,1
Y75B8A.24,0
Y75B8A.25,0
mrp-8,2
pqn-92,2
Y75B8A.39,9
Y75B8A.28,11
zip-12,4
zip-1,3
pph-4.1,0
Y75B8A.31,1
Y75B8A.32,5
Y75B8A.34,5
Y75B8A.33,9
his-72,4
rpt-6,0
glrx-5,7
pph-4.2,1
Y49E10.4,1
Y49E10.30,1
Y49E10.10,2
tat-1,0
pie-1,1
snr-6,4
Y49E10.16,3
Y49E10.27,6
fbxa-218,2
Y49E10.18,5
ani-1,4
scav-3,0
Y49E10.21,1
pstk-1,1
Y49E10.29,11
cccp-1,0
arrd-16,3
Y49E10.25,6
Y111B2A.1,2
Y111B2A.2,3
Y111B2A.3,1
sql-1,0
aakg-1,1
Y111B2A.10,4
epc-1,4
Y111B2A.12,1
Y111B2A.13,0
pqn-80,0
tpst-1,0
taf-7.2,1
elpc-2,1
rsp-3,4
spin-4,1
sas-1,1
hut-1,0
ssl-1,0
Y111B2A.21,2
irld-60,10
irld-20,10
srw-10,5
srw-9,10
irld-19,10
irld-61,12
gab-1,5
lgc-37,5
agmo-1,3
BE10.5,6
BE10.3,2
BE10.4,5
arx-5,0
Y37D8A.25,1
Y37D8A.2,0
Y37D8A.3,2
Y37D8A.4,1
Y37D8A.5,11
Y37D8A.26,5
Y37D8A.6,7
Y37D8A.8,6
mrg-1,4
hpo-21,4
cec-7,1
enu-3.5,1
unc-71,0
cco-2,7
flp-14,4
Y37D8A.16,0
npp-25,1
mrps-10,1
Y37D8A.21,0
epg-3,2
unc-25,8
Y39E4A.1,6
ttm-1,0
bckd-1A,1
ZK1010.2,1
ubq-2,7
frg-1,0
ZK1010.4,8
ZK1010.5,6
ZK1010.12,12
col-97,3
ZK1010.8,3
ZK1010.10,0
snf-7,3
col-98,3
cyp-13A11,6
cyp-13A12,2
F14F7.7,2
F14F7.5,2
F54F12.2,1
F54F12.1,9
Y39E4B.6,4
pqn-83,0
Y39E4B.13,6
dhhc-8,1
zig-8,8
bre-2,2
Y39E4B.10,1
abce-1,0
snpc-1.2,1
Y39E4B.5,1
gly-5,1
Y39E4B.11,2
tsp-3,3
Y43F4A.1,1
Y43F4A.4,5
anoh-1,3
F56A8.9,0
F56A8.3,4
F56A8.4,0
F56A8.5,0
cpf-2,0
unc-64,1
set-25,0
F56A8.8,1
npp-18,0
Y43F4B.5,4
klp-19,4
Y43F4B.7,0
Y43F4B.10,4
Y43F4B.9,1
F53A2.11,11
F53A2.1,0
sdz-20,9
F53A2.3,0
nud-1,0
dro-1,1
ife-1,0
acaa-2,7
mtm-6,1
F53A2.9,1
T03F6.7,5
T03F6.9,5
lis-1,0
T03F6.10,1
T03F6.6,9
T03F6.4,2
T03F6.3,1
dnj-17,0
qdpr-1,0
F11F1.1,3
F11F1.8,3
F11F1.4,3
F11F1.5,2
mig-18,7
ttr-52,1
nas-1,3
myo-6,1
exo-1,1
cope-1,4
bli-5,5
trf-1,2
F45G2.7,1
F45G2.8,0
F45G2.9,0
F45G2.10,4
cua-1,0
abcf-2,4
tag-164,11
T27E9.2,7
ant-1.1,4
cdk-5,0
kel-3,0
pssy-2,1
T27E9.6,6
acc-4,3
twk-40,3
T28A8.6,1
T28A8.5,1
T28A8.8,2
T28A8.4,1
T28A8.3,1
mlh-1,0
pod-1,4
lron-13,3
acs-5,1
Y76A2B.4,1
Y76A2B.5,7
scav-2,2
T05D4.2,0
aldo-1,7
T05D4.3,3
osm-7,5
T05D4.5,11
act-5,7
T25C8.1,10
hip-1,7
T12D8.9,7
mlc-5,4
taf-9,4
T12D8.5,3
arrd-17,7
acbp-5,0
T12D8.10,0
drr-2,4
set-16,4
flp-15,8
aqp-11,0
dyf-2,0
sid-2,2
cul-2,4
cyn-2,1
lit-1,4
W06F12.2,7
W06F12.3,3
tyr-2,2
K08E3.2,11
mlc-7,1
toca-2,2
dbn-1,1
K08E3.5,7
cyk-4,4
pdr-1,0
mdt-29,4
pot-3,1
Y73B3A.1,1
Y73B3A.20,2
Y73B3A.18,0
Y73B3A.16,9
Y73B3A.4,2
elk-2,5
fbxa-222,5
fbxa-16,2
Y73B3A.13,11
Y73B3A.11,2
T08D2.1,11
T08D2.5,6
T08D2.6,2
T08D2.8,2
Y73B3B.3,6
set-33,6
R57.2,3
gcp-2.1,7
M02E1.2,8
M02E1.3,1
M02E1.1,1
C04E7.4,1
C04E7.3,1
sor-3,0
C04E7.1,11
C04E7.5,11
nrde-3,4
R04A9.3,1
ife-2,0
ceh-93,0
R04A9.9,1
R04A9.7,0
R04A9.6,2
R04A9.1,5
ZK1193.2,2
dve-1,4
F52D1.2,2
abu-12,3
aagr-4,1
F38G1.3,1
che-2,3
egl-17,2
B0310.1,7
B0310.2,3
B0310.3,2
ugt-46,1
B0310.6,3
F28C10.3,1
F28C10.4,11
F28C10.1,9
F57C12.2,3
F57C12.6,3
hlh-19,0
nas-38,2
mrp-2,1
mrp-1,0
F13C5.2,4
F13C5.3,3
F13C5.1,1
F13C5.5,3
unc-96,7
M6.4,3
pha-2,2
M6.11,3
ifc-2,3
lpr-7,1
rund-1,1
T19D7.5,3
T19D7.6,1
lgc-32,9
T19D7.7,3
Y9C12A.1,5
ncam-1,4
irk-2,3
M02A10.1,5
sli-1,0
npr-19,5
aex-3,8
dyf-11,1
trap-2,4
ile-2,0
T04G9.7,2
T04G9.4,0
nas-15,2
T04G9.6,6
attf-5,1
gtr-1,3
F25E2.2,2
F25E2.3,7
ifd-2,1
daf-3,8
F39H12.2,5
F39H12.1,1
F39H12.3,8
igcm-1,0
F56F10.2,7
cdo-1,1
lgl-1,4
F56F10.1,1
ZC13.1,0
ZC13.2,8
mam-1,8
mab-7,1
ZC13.10,5
F35H12.6,3
sel-12,0
F35H12.5,1
pifk-1,1
tbc-11,0
F35H12.1,3
F53H8.3,1
sms-2,0
arr-1,0
apm-3,4
chil-10,0
ncs-1,3
C44C1.6,8
vps-45,4
abhd-3.2,10
C44C1.1,1
dgk-1,1
cutl-21,1
nlf-1,8
F55A4.3,3
stau-1,4
sec-22,0
F55A4.7,2
vpat-1,1
ncs-3,3
unc-1,7
mksr-1,8
lim-6,4
pfn-3,7
rei-2,7
F49E7.2,4
rme-6,1
ife-4,0
C05D9.4,8
C05D9.3,0
C05D9.7,0
C05D9.9,10
lmp-2,3
snx-1,1
R193.2,2
tmc-1,1
hot-8,1
T13G4.4,1
T13G4.1,2
T13G4.7,9
C46H3.1,2
C46H3.2,1
C25G6.3,5
tsp-9,0
C25G6.4,5
npr-11,1
C25G6.1,8
C52B11.5,1
C52B11.4,2
dop-4,9
inso-1,4
H42K12.3,1
pdk-1,1
F21E9.2,3
ttr-37,3
fbxa-190,6
F56C3.8,3
F56C3.9,5
H39E20.1,6
ZK402.5,6
ZK402.3,4
ZK402.1,2
F19G12.8,9
F19G12.9,3
F19G12.3,1
F19G12.11,3
F19G12.2,9
F19G12.1,2
W05H7.2,2
sedl-1,0
zfp-3,0
W05H7.1,4
cebp-1,3
D1005.2,1
D1005.6,5
D1005.5,6
acly-1,1
D1005.4,3
D1005.10,12
dhs-25,4
F09E10.5,3
F09E10.6,1
F09E10.7,8
F09E10.1,5
toca-1,4
K06A9.3,5
K06A9.2,3
K06A9.1,3
wrt-9,3
H11E01.3,8
H11E01.2,6
ZK380.5,4
tbx-32,1
R09H3.3,6
fbxa-170,11
meg-4,2
C36C9.6,14
C36C9.5,2
F07G6.5,6
fbxa-52,2
fbxa-53,2
F07G6.8,3
dgn-3,6
Y75D11A.3,11
elc-2,3
fbxc-37,2
arg-1,5
C14E2.11,1
C14E2.7,5
C14E2.4,5
C14E2.5,5
C14E2.1,5
C14E2.6,3
T26C11.3,11
T26C11.4,0
ceh-41,0
ceh-21,0
T26C11.9,1
ceh-39,1
T26C11.8,9
tbx-41,6
B0294.1,7
ZC53.1,10
rgs-9,0
dot-1.5,6
fbxa-41,3
F52D2.7,1
str-79,5
F52D2.5,9
F52D2.6,1
F52D2.12,1
fbxa-46,1
meg-3,1
Y40A1A.2,2
Y40A1A.3,1
Y102A11A.9,8
Y102A11A.3,3
Y102A11A.2,1
Y102A11A.5,0
Y102A11A.6,4
Y102A11A.7,0
igcm-4,4
Y102A11A.1,2
F49H12.7,2
acl-4,0
F49H12.5,0
F49H12.4,3
F49H12.3,8
F49H12.2,5
lsy-2,4
col-164,2
T21D9.2,5
F53B1.3,3
F53B1.2,1
F53B1.4,3
swip-10,1
F53B1.8,1
dpy-3,8
npax-2,3
nlp-37,8
F48B9.3,6
F48B9.8,0
gap-1,10
T24C12.3,1
T24C12.4,3
peb-1,1
hex-1,8
lin-32,4
T14F9.2,1
vha-15,4
rpl-11.2,7
AH9.1,5
crn-4,2
AH9.3,0
AH9.6,8
AH9.4,5
sav-1,0
T10H10.2,3
hum-6,1
aakg-4,1
T01B6.1,1
nlp-45,1
nlp-22,6
nlp-23,9
nlp-2,5
lgc-40,3
T24D8.6,6
F47G3.3,1
F47G3.4,5
F47G3.1,5
C43H6.6,8
dhhc-9,4
C43H6.4,0
C43H6.3,4
trpp-12,0
hlh-15,8
glr-7,2
gcy-31,8
T07D1.2,0
T07D1.3,5
fox-1,4
R04B3.1,3
R04B3.2,4
R04B3.3,8
K02E10.5,3
K02E10.6,4
K02E10.4,1
hid-1,4
K02E10.1,4
K02E10.7,5
syg-1,0
tbc-12,0
F52H2.3,3
F52H2.4,3
aat-3,4
F52H2.5,1
F52H2.6,3
F52H2.15,2
F52H2.7,0
F52H2.1,0
ttr-42,6
H01M10.1,0
H01M10.2,3
nhr-40,1
T03G6.1,1
T03G6.3,7
F54G2.1,3
F54G2.2,5
C09B7.2,1
ser-7,3
immt-1,7
T14G11.1,8
T02C5.1,1
igcm-3,4
unc-2,0
cgef-1,4
C14A11.2,8
C14A11.5,8
C14A11.9,0
C14A11.6,3
tsp-6,2
ssr-2,8
Y71H10B.1,0
kin-29,8
tra-4,0
comt-1,9
F53B3.6,3
F53B3.3,1
F53B3.5,4
vang-1,0
B0410.3,1
F52B10.3,4
B0410.1,6
nmy-1,4
hst-3.2,8
fard-1,1
pfk-1.1,7
Y41G9A.10,1
Y41G9A.5,8
gbb-1,3
aakg-3,3
Y41G9A.2,8
osm-5,8
Y41G9A.6,2
flp-18,3
aqp-7,8
clec-265,2
M02F4.2,9
cnnm-3,3
twk-26,11
rsef-1,2
ceh-30,4
ceh-31,4
twk-16,3
F52E4.5,1
pccb-1,7
wrt-2,1
sec-3,1
ztf-13,0
K10B3.5,0
gpcp-1,1
gpd-3,7
gpd-2,7
mai-1,0
spc-1,7
K10B3.1,1
C15C7.4,14
C15C7.5,4
gcc-1,1
syx-6,0
C15C7.7,1
C15C7.6,3
klp-4,0
fax-1,8
F28B4.1,5
F28B4.4,4
rgl-1,1
F28B4.3,3
irg-7,1
F40F4.7,4
pqn-37,2
tba-9,8
lbp-3,7
lbp-1,4
lbp-2,4
fbxb-71,0
sul-1,0
K09C4.9,6
K09C4.6,5
K09C4.10,1
K09C4.5,5
K09C4.4,9
K09C4.2,12
K09C4.1,11
F11D5.7,6
svh-4,0
F11D5.1,0
ZK816.3,9
ZK816.4,1
ZK816.1,1
dhs-26,6
ZK563.2,8
clc-3,8
sorf-1,4
ZK563.7,1
acp-1,1
slcf-2,3
cht-1,4
unc-78,1
dhs-27,0
C04F6.7,11
ZK813.6,0
ZK813.4,3
ZK813.3,14
ZK813.1,11
ZK813.5,8
sax-3,4
wrt-6,8
C12D12.4,9
C12D12.3,1
glt-1,5
C12D12.1,3
sox-4,3
npr-16,1
F56B6.6,12
gyg-1,7
rgs-7,0
vit-3,11
ckc-1,3
T27A10.2,8
T27A10.6,1
cgr-1,3
C18B2.3,7
C18B2.4,1
C18B2.5,1
del-9,9
C18B2.2,5
C18B2.1,5
gst-11,3
R11G1.6,7
sax-1,0
R11G1.2,1
R11G1.7,0
R11G1.1,3
snet-1,8
C02F12.5,2
ceh-63,3
tag-52,0
tsp-17,1
tag-278,7
C02F12.8,1
C01C4.3,3
C01C4.2,5
nlp-1,3
aex-4,14
tag-18,7
fkh-2,4
T14G12.11,12
F47B7.3,9
F47B7.5,10
F47B7.6,10
F47B7.2,0
marg-1,2
F47B7.1,7
F35A5.4,5
F35A5.5,3
abu-10,3
F35A5.8,0
F35A5.2,5
F35A5.1,7
fkh-9,3
ttr-48,3
ceh-18,7
lim-4,0
F47F2.1,3
F47F2.3,10
sup-12,4
T22B2.6,9
T22B2.3,11
T22B2.2,6
T22B2.1,2
T19D2.1,11
T19D2.3,7
T19D2.2,8
lin-18,7
C16B8.2,3
C16B8.3,1
C16B8.4,0
R02E12.5,5
R02E12.4,8
hrg-1,0
mop-25.1,3
acr-10,2
T06F4.1,7
clh-4,10
R02E4.3,1
R02E4.1,6
R02E4.2,7
F09F9.2,7
F09F9.1,3
F09F9.5,5
F09F9.3,3
F09F9.4,8
ZK470.2,0
nck-1,7
ZK470.1,5
ZK470.14,3
ZK470.6,3
mrp-6,1
vha-12,7
F20B6.4,5
F20B6.9,2
hpk-1,4
rab-37,5
F48D6.4,7
hlh-13,8
srv-5,5
taf-11.1,0
srv-6,2
C52B9.4,0
coel-1,7
mec-18,5
C52B9.10,5
twk-28,1
ets-9,3
ets-10,10
cka-2,8
paf-2,1
C52B9.8,4
pqn-15,1
dop-6,11
C24A8.5,5
C24A8.6,11
cst-2,0
cst-1,4
F14H12.3,5
col-165,7
F14H12.6,3
F14H12.7,2
F14H12.17,3
F14H12.8,11
R160.3,2
R160.10,9
R160.4,6
R160.5,9
R160.6,12
lst-2,1
dpy-23,4
D1079.1,9
F15A8.4,3
dop-1,3
F15A8.6,3
F15A8.1,5
mltn-13,5
F02E8.4,6
aps-2,4
atg-16.1,0
nmur-3,3
asb-2,7
ncr-1,1
F46H6.5,3
dgk-2,4
rhi-1,0
spr-3,1
C07A12.7,4
pdi-2,4
nhr-35,1
C07A12.2,5
C07A12.18,3
ham-2,0
C05E11.6,5
amt-4,3
amt-1,11
C05E11.3,4
C05E11.7,3
C05E11.2,11
lnp-1,0
flp-12,8
spat-3,4
pqn-65,4
C46C11.3,7
C46C11.2,1
hosl-1,0
C46C11.4,0
ent-5,2
ceh-1,5
nhr-45,0
F16H11.1,3
tmem-135,1
flp-11,8
K02G10.15,3
K02G10.5,3
hyl-2,0
aqp-8,3
dhhc-10,0
dnj-14,0
glit-1,0
rpl-25.1,7
F55D10.4,3
acc-3,5
aman-1,1
lon-2,4
C39E6.2,6
mls-2,4
npr-1,2
hum-10,2
F43C9.2,0
F43C9.1,2
mig-13,0
ztf-16,0
R08E3.3,1
R08E3.1,3
F39C12.1,0
add-1,3
ntc-1,8
tsp-14,0
arrd-23,3
T07F12.2,0
T07F12.1,1
T07F12.4,5
K05B2.2,1
ifa-4,3
K05B2.4,3
mct-4,8
tyra-3,3
M03F4.4,2
act-4,7
M03F4.6,0
calu-1,4
ZC8.6,0
lfi-1,8
set-30,7
hsd-2,3
hsd-3,12
ZC449.7,2
ZC449.8,2
sek-3,1
ZC449.2,1
ZC449.1,1
ZC449.4,7
ZC449.5,0
Y64H9A.2,1
C24H10.4,6
C24H10.3,1
C24H10.2,0
C24H10.1,1
cal-5,7
ets-5,8
pnk-4,1
acn-1,1
vit-2,6
C42D8.9,5
C42D8.1,3
apl-1,8
tbc-7,4
C31H2.14,3
dpy-8,5
C31H2.3,3
C31H2.4,3
EGAP5.1,5
mans-3,0
T03G11.10,3
T03G11.3,8
T03G11.6,0
sru-48,3
T03G11.9,7
zig-6,8
pqn-62,7
H28G03.2,4
H28G03.1,4
H28G03.3,11
mtm-5,0
Y34B4A.7,7
Y34B4A.10,3
Y34B4A.6,1
Y34B4A.9,1
Y34B4A.5,3
Y34B4A.4,3
Y34B4A.8,0
hst-6,0
Y34B4A.2,0
vps-41,0
ags-3,0
ift-81,8
sto-2,8
C26B9.5,3
C26B9.6,3
C26B9.3,7
C26B9.2,3
C26B9.7,3
C26B9.1,1
syx-3,0
pfn-2,0
chtl-1,1
F35C8.5,2
jkk-1,8
sek-4,3
kcnl-3,5
C03F11.2,2
scav-1,1
C03F11.4,3
C41A3.2,3
pks-1,1
C25F6.7,8
C25F6.8,10
C25F6.6,3
ddr-1,1
dpyd-1,0
dlg-1,4
C25F6.1,0
bus-8,1
T23F2.2,1
T23F2.3,1
T23F2.4,3
T23F2.5,4
mboa-3,0
lgx-1,1
C54G7.1,3
ifta-1,8
C38C5.1,3
mec-2,7
unc-97,7
sulp-2,2
F14D12.1,3
octr-1,3
T21F4.1,1
T22B7.8,2
T22B7.4,0
srv-7,2
T22B7.3,2
T22B7.7,3
egl-13,0
set-19,0
set-20,0
W01C8.1,2
W01C8.5,4
cat-1,1
cyp-43A1,2
C41G11.1,3
rgs-6,8
gnrr-4,5
tag-294,0
C54H2.4,5
sym-3,0
sft-4,4
tag-257,0
F46G11.6,1
F46G11.2,3
F46G11.1,5
F46G11.4,1
F13D11.3,1
hbl-1,4
acp-5,1
F13D11.4,1
dct-11,1
puf-9,0
atat-2,8
hog-1,1
ctbp-1,8
F49E10.4,3
flp-7,5
F49E10.2,8
tbc-16,3
crf-1,8
Y23B4A.1,9
capa-1,8
egl-6,3
C46F4.3,2
acs-17,7
mig-23,0
R07E4.5,0
R07E4.3,0
R07E4.1,3
kin-2,7
klp-13,1
F22F4.5,1
inx-3,4
F22F4.9,4
F22F4.4,3
F22F4.1,1
C09B8.3,5
C09B8.8,5
C09B8.4,1
C09B8.5,4
ipp-5,3
hsp-25,7
pak-1,0
C45B2.6,1
gln-1,1
ptr-4,1
ggr-2,3
C45B2.2,3
C45B2.8,9
hsp-3,4
C15H9.5,0
C15H9.4,0
C15H9.11,1
kynu-1,1
prx-3,1
C15H9.3,5
C15H9.2,5
nnt-1,3
C15H9.9,7
Y72A10A.1,7
tag-275,8
odd-2,4
T25B2.2,2
T25B2.1,1
T25B2.3,3
T25B2.4,1
T13C5.3,1
T13C5.7,1
T13C5.2,2
T13C5.10,2
T13C5.9,3
ceh-54,5
daf-9,9
bca-1,1
mtp-18,1
T13C5.6,4
C14F11.7,1
lrch-1,0
lite-1,5
C14F11.4,2
hsp-43,3
C14F11.6,7
got-2.2,1
W05H9.4,0
W05H9.2,0
W05H9.1,1
col-166,7
lev-9,1
mom-1,1
T07H6.1,7
T10E10.3,10
T10E10.4,1
col-167,3
col-168,3
col-169,2
col-170,10
col-171,12
C03B1.13,2
C03B1.7,0
C03B1.6,13
C03B1.5,2
C03B1.10,2
C03B1.14,11
C03B1.4,9
C03B1.3,9
C03B1.2,5
C03B1.1,6
lmp-1,4
igcm-2,1
igdb-3,2
T22E5.7,6
glt-4,5
mup-2,7
T22E5.1,8
T22E5.6,3
K10C2.12,8
K10C2.1,1
K10C2.2,5
K10C2.8,14
K10C2.14,10
K10C2.7,10
asp-14,2
fah-1,4
grl-6,1
nas-33,2
pept-1,3
K04E7.1,9
C15B12.2,5
C15B12.3,6
C15B12.9,9
C15B12.4,5
C15B12.8,5
C15B12.1,1
gar-1,3
actl-1,0
cdf-1,0
glr-8,3
ttr-36,0
ttr-35,7
ets-4,3
ceh-60,2
ilys-5,5
T14E8.2,10
svh-2,1
T14E8.4,3
dop-3,3
T28B4.1,7
ttr-6,7
T28B4.4,3
F23G4.1,2
cpr-6,0
C25B8.8,3
clec-266,4
kqt-1,0
aexr-2,5
aexr-1,8
nhr-120,3
C56E10.3,3
nhr-173,1
nhr-137,1
col-172,3
F38B6.4,2
F38B6.6,0
F38B6.3,1
F38B6.7,3
F38B6.2,3
acr-2,8
acr-3,8
nas-11,6
smf-2,11
smf-1,1
slc-25A10,7
K11G12.6,0
R03E9.2,4
mdl-1,7
abts-4,1
irk-1,5
H22K11.3,3
bgal-2,9
sgca-1,7
asp-3,0
M03A8.3,8
atg-2,4
dhs-28,1
gei-15,7
F41B4.1,7
F41B4.2,5
F41B4.3,1
glr-6,1
asg-2,7
C53B7.3,3
C53B7.2,10
rig-3,8
col-173,2
F41C6.6,2
F41C6.7,2
unc-6,8
F14B8.4,14
pes-23,2
sid-5,0
nhx-4,1
otpl-3,2
F14B8.5,4
F14B8.6,4
C16E9.2,0
C16E9.1,10
inx-1,8
F01E11.3,3
F01E11.17,8
F01E11.18,5
ugt-57,4
tsp-16,1
tyra-2,3
cah-5,7
flp-26,3
R173.3,1
ubc-17,3
B0403.5,5
B0403.3,11
pdi-6,4
B0403.6,7
C36B7.4,11
C36B7.5,9
C36B7.6,0
C36B7.3,6
C36B7.2,12
C36B7.1,6
hen-1,10
ist-1,3
clec-86,2
alh-10,1
lam-2,0
C54D1.7,2
pgp-10,1
bar-1,1
C55B6.7,2
dnj-7,4
C55B6.1,2
ZK867.2,1
spp-22,1
syd-9,4
F46H5.3,4
F46H5.7,7
F46H5.4,0
F46H5.5,8
lact-1,3
F46H5.2,1
grd-7,2
unc-10,0
lron-7,0
K03A1.4,3
sur-5,1
his-38,1
his-40,1
spp-3,2
spp-2,12
spp-6,6
spp-4,9
spp-5,1
T08A9.13,3
sng-1,3
ttr-59,0
ttr-30,2
epg-7,4
C07D8.6,0
C07D8.5,2
C56G3.2,6
npr-8,3
C10A4.6,5
gad-2,5
C10A4.10,11
C10A4.4,5
C10A4.3,1
C10A4.7,12
C10A4.1,12
C10A4.9,6
mnm-2,1
clc-2,3
clc-5,1
C01C10.2,1
acl-12,0
sox-2,4
coh-1,0
mek-1,0
F48E3.9,8
gly-12,4
F48E3.2,3
F48E3.4,2
uggt-1,4
F48E3.6,4
lgc-11,3
F48E3.8,8
F46C8.3,7
ceh-14,2
dpy-7,1
glb-16,5
col-174,8
F46C8.1,2
F46C8.8,3
PDB1.1,1
F08C6.5,0
sto-1,4
vps-52,1
apy-1,1
unc-98,7
pcyt-1,0
adt-2,1
C44E12.1,3
twk-17,3
F26A10.1,3
F26A10.2,8
F27D9.4,11
F27D9.12,6
pcca-1,7
dhs-29,0
F27D9.13,5
F27D9.7,10
F27D9.2,2
stn-2,7
unc-18,8
C53C9.2,3
kvs-1,5
K09F5.4,6
K09F5.6,7
spp-14,3
vit-1,2
set-12,2
ref-2,0
C47C12.2,2
deg-1,8
mec-7,8
ZK154.4,4
ZK154.1,3
ZK154.5,0
ZK154.6,0
adm-4,1
gpx-7,5
irld-13,5
R03G5.6,1
sek-1,0
eef-1A.2,4
sul-3,5
C54D2.2,3
C54D2.1,3
C54D2.6,2
cca-1,8
C39D10.8,2
C39D10.3,4
C39D10.2,8
C39D10.5,1
C39D10.6,1
C39D10.11,3
C39D10.1,6
C39D10.7,2
zig-4,4
zig-3,3
tnt-3,7
dct-1,4
sfxn-2,0
sem-5,4
F45E1.5,5
his-71,4
F45E1.4,3
sdpn-1,1
F45E1.2,13
F45E1.1,8
C34D10.2,1
C34D10.1,1
C18A11.6,9
xol-1,2
C18A11.4,11
dim-1,7
C18A11.3,3
C18A11.2,8
C18A11.1,1
C46F2.1,5
K07E3.4,1
