,leiden
F56D5.3,1
F56D5.6,3
F56D5.5,2
srxa-2,5
F59B8.1,5
idh-1,0
F38E11.9,0
hsp-12.3,7
hsp-12.6,5
cutl-17,8
cpin-1,1
copb-2,0
F38E11.6,3
wrt-3,3
cng-3,3
gadr-2,3
sru-2,10
sru-1,10
sru-6,10
sru-3,5
sru-4,13
ugt-21,3
ttr-9,2
ethe-1,0
C33A12.4,8
C33A12.3,0
C33A12.19,5
nlp-35,3
C33A12.1,7
elo-1,1
F56H11.6,6
elo-7,6
F56H11.2,3
fbl-1,7
T05A1.5,2
lron-14,3
col-122,2
npr-2,3
trcs-1,3
F27C8.5,9
spp-18,1
F27C8.3,3
F27C8.2,8
aat-1,1
elt-1,0
W09C2.7,11
W09C2.8,11
W09C2.10,11
mca-1,1
del-2,1
F58G6.8,5
amph-1,0
srm-3,5
F58G6.9,3
F58G6.3,2
F58G6.7,3
acc-1,3
nhr-34,0
ins-7,9
ZK1251.3,2
msp-76,2
sdz-36,2
twk-9,5
dcaf-1,0
dph-3,0
ant-1.3,2
nhr-38,5
K01H12.4,6
nhr-138,3
nhr-100,0
cka-1,1
C28D4.10,2
gln-6,1
C28D4.7,11
nhr-97,1
ssp-36,2
msp-78,2
cav-1,4
sna-2,0
T13F2.6,1
sre-4,5
T13F2.4,9
pis-1,0
T13F2.2,0
fat-4,0
fat-3,0
dct-15,10
egl-20,1
catp-6,1
col-123,12
mtr-4,0
msp-81,6
kin-24,2
msp-56,11
K07F5.17,3
nspd-2,6
K07F5.6,6
K07F5.8,3
ssp-10,9
ssq-1,1
K07F5.12,1
npp-1,0
K07F5.14,4
K07F5.16,0
K07F5.15,4
nhr-4,0
F32B6.3,0
mccc-1,1
F32B6.10,2
F32B6.4,2
sss-1,2
msp-77,12
tbc-3,4
best-13,0
bed-3,1
dur-1,7
F25H8.1,0
F25H8.2,4
spe-29,1
gon-1,3
T13H10.2,3
kin-5,6
C47E12.11,2
C47E12.12,5
C47E12.14,9
dhp-2,7
C47E12.7,0
mam-2,3
uba-1,0
pyp-1,4
C47E12.3,1
C47E12.2,0
sars-1,4
C47E12.13,1
magu-4,1
F44D12.2,3
ent-7,5
F44D12.19,12
F44D12.8,2
gipc-2,3
F44D12.6,2
dhs-31,6
frk-1,5
T04B2.3,1
T04B2.8,12
srv-12,6
T04B2.7,11
ipla-7,3
cwn-2,1
W01B6.3,11
W01B6.4,12
W01B6.5,6
W01B6.6,6
W01B6.8,6
col-2,2
ndc-80,4
ttr-39,5
C04G2.2,2
C04G2.5,12
msp-36,6
dis-3,0
egl-38,3
spch-1,9
C04G2.9,2
C04G2.10,2
irld-21,5
ctf-18,0
gtbp-1,0
K08F4.3,0
glt-3,3
K08F4.5,12
K08F4.12,6
gst-3,1
gst-2,11
gst-4,0
dhs-12,1
T14G10.8,1
hpo-5,0
tsp-12,0
T14G10.5,4
ttr-54,0
ttr-53,1
pps-1,7
pxf-1,0
rack-1,7
mspn-1,1
gta-1,0
ptp-4,4
gon-4,0
K04D7.6,5
abt-1,12
qns-1,0
col-124,2
tram-1,4
C24F3.2,0
nas-12,3
F01G10.6,3
ech-9,5
ech-8,1
lipl-7,4
tkt-1,1
F01G10.10,3
daf-14,0
F01G10.9,2
nspd-7,9
Y43C5A.2,3
Y43C5A.3,5
Y43C5A.7,3
Y43C5A.4,2
thk-1,4
rad-51,1
ebax-1,4
R09E10.6,10
R09E10.13,2
R09E10.5,1
R09E10.8,10
acs-18,13
R09E10.1,2
unc-43,7
Y43C5B.3,2
R11A8.1,2
gkow-1,0
ugt-59,8
sir-2.1,4
pges-2,1
iars-1,0
mpz-5,1
R11A8.7,0
lpd-8,0
R10H10.3,3
spe-26,5
R10H10.4,3
gpa-7,8
R10H10.6,0
R10H10.7,1
F13B12.6,1
F13B12.1,4
F13B12.2,2
ins-1,8
F13B12.3,2
F13B12.7,2
F13B12.4,8
F01D4.8,11
srb-17,9
mec-3,8
ugt-43,6
ugt-44,2
bgnt-1.1,5
egl-21,8
F01D4.5,1
ced-5,0
tax-6,7
C02F4.4,1
cal-4,3
T07G12.2,5
T07G12.3,2
T07G12.5,9
zim-1,2
zim-2,2
zim-3,2
him-8,1
efn-2,7
lgc-43,1
oac-8,10
C43F9.4,6
C43F9.5,2
nkb-2,5
C43F9.7,5
C43F9.11,8
R09H10.1,6
R09H10.2,5
R09H10.3,0
R09H10.6,2
ptr-14,3
R09H10.7,2
R09H10.5,3
F56C4.4,2
F56C4.1,3
F56C4.2,11
glb-19,8
K08C7.1,3
fmo-1,1
K08C7.7,1
epi-1,4
K08C7.4,8
fmo-2,1
K08C7.6,7
R102.1,5
R102.2,8
R102.4,1
R102.5,0
R102.11,8
R102.6,2
R102.10,2
glb-21,5
ncx-3,0
ZC168.2,3
orc-5,0
cyb-1,4
grl-21,5
ssp-34,6
T25B9.3,1
T25B9.1,1
T25B9.2,9
T25B9.4,11
T25B9.6,11
ugt-54,2
T25B9.11,5
T25B9.12,3
T25B9.8,4
T25B9.9,0
inpp-1,7
swt-3,8
srd-7,6
pept-2,5
zipt-2.1,3
miz-1,0
npax-3,11
best-15,2
T11G6.5,1
T11G6.4,1
T11G6.3,2
T11G6.2,0
hars-1,0
rbm-22,4
F13E9.1,0
F13E9.11,4
F13E9.12,5
sdz-13,3
F13E9.13,2
F13E9.10,9
F13E9.16,10
F13E9.15,5
F13E9.14,2
F13E9.8,10
F13E9.4,6
F13E9.19,11
ZK596.1,11
ZK596.3,3
ZK596.2,6
pyk-2,1
ZK593.2,11
ZK593.3,2
rbr-2,0
dnc-1,0
lsm-7,0
lgg-2,4
fic-1,0
Y69E1A.1,2
Y69E1A.2,11
Y69E1A.4,3
Y69E1A.5,7
sri-19,1
aqp-3,6
Y43E12A.2,1
cyb-2.1,2
Y43E12A.3,3
F13H10.5,0
F13H10.9,8
F13H10.1,5
F13H10.6,1
ndx-9,0
F13H10.3,0
mogs-1,0
F13H10.8,0
alh-3,8
hrg-5,2
hrg-4,1
hrg-6,3
fkb-1,4
kdin-1,1
F36H1.11,8
F36H1.3,3
lin-3,3
ttr-16,7
ttr-17,7
Y5F2A.4,0
atg-7,4
let-70,4
klc-1,1
bcc-1,5
M7.7,11
M7.8,3
M7.12,1
M7.10,6
T05E11.8,1
hpo-4,1
rps-5,7
T05E11.2,1
imp-2,4
enpl-1,4
spo-11,1
swsn-4,4
ard-1,4
skih-2,1
F01G4.4,1
F01G4.5,0
F01G4.6,7
C08F8.2,1
pfd-1,4
C08F8.3,1
mboa-4,2
C08F8.15,0
fbxb-9,2
C08F8.6,2
nhr-67,4
rap-3,2
C08F8.9,1
cpt-2,0
prx-14,1
nuaf-3,1
sdz-27,0
fbxb-79,9
R07H5.16,9
R07H5.11,1
R07H5.9,2
R07H5.8,0
zip-6,6
C29F4.3,5
col-125,7
best-7,2
C05C12.6,5
C05C12.4,3
gtl-1,1
C05C12.1,1
C05C12.5,5
F54D1.1,5
col-127,6
nhr-7,3
gtl-2,2
F54D1.6,4
mttu-1,1
B0035.15,1
dnj-1,4
B0035.13,3
B0035.1,4
dnj-2,0
B0035.3,0
pfd-4,4
gspd-1,0
B0035.18,2
B0035.6,1
his-47,1
his-48,0
his-45,2
B0035.21,2
leo-1,0
sart-3,0
F54E12.2,0
his-55,2
his-58,2
his-57,1
klp-12,4
T01G1.2,7
T01G1.4,0
sec-31,0
cbd-1,1
fbxb-76,1
tag-89,3
dsl-6,1
his-66,1
his-65,2
memi-3,2
cyp-31A2,1
his-63,1
his-64,1
gfat-2,2
F22B3.5,11
F22B3.8,5
kin-4,0
npr-3,3
C10C6.3,9
C10C6.7,8
C10C6.13,6
wht-2,1
catp-8,0
mbf-1,7
H21P03.2,1
sms-1,1
H21P03.10,9
twk-25,5
M04B2.6,8
M04B2.4,1
gfl-1,0
mep-1,4
M04B2.2,1
M04B2.7,3
col-128,2
F12F6.7,4
sec-24.1,0
srgp-1,4
rib-1,0
F12F6.1,4
F40F11.4,2
F40F11.3,0
mig-38,4
rps-11,7
ragc-1,1
Y24F12A.1,0
dsl-5,6
lys-4,3
lys-5,2
lys-6,2
F58B3.4,0
mars-1,0
F58B3.6,7
F58B3.7,0
ttr-50,4
ZK809.1,9
prx-2,1
ZK809.8,7
acl-3,1
ZK809.3,4
ent-1,0
ZK809.5,0
ZK792.1,0
ZK809.9,1
atg-4.2,0
inx-8,11
inx-9,6
ZK792.4,3
ZK792.5,0
let-60,4
ZK792.12,6
ZK792.7,4
dpy-20,6
alg-3,9
magi-1,4
K01A6.6,3
K01A6.8,13
K01A6.7,5
K01A6.4,9
K01A6.5,2
gem-4,0
T12A7.6,1
T12A7.7,1
scl-18,6
T12A7.2,3
lips-5,9
lpr-2,1
H01G02.3,7
dyf-18,8
H01G02.4,2
H01G02.1,1
M117.1,8
par-5,7
M117.3,2
M117.6,1
M117.4,5
fbxb-3,1
F38H4.3,3
F38H4.6,12
F38H4.4,5
tag-30,4
F38H4.5,9
ech-2,0
let-92,4
mob-1,0
trpa-1,0
pph-2,6
cutl-27,5
let-653,1
nhr-43,1
VZK822L.2,3
fat-6,2
ZK822.9,6
ZK822.1,0
ZK822.2,0
ZK822.6,5
ZK822.4,8
nhx-9,3
ZK822.5,3
ZK829.1,10
ZK829.3,3
hdl-1,11
tbx-36,5
gdh-1,7
tgt-1,0
ZK829.7,0
srj-1,6
ZK829.9,1
unc-22,7
spe-17,14
lips-6,5
tgn-38,0
T12G3.11,11
T12G3.6,1
mrpl-51,0
sqst-1,4
T12G3.2,0
T12G3.4,4
bre-5,0
spt-5,0
K08E4.2,3
K08E4.3,1
K08E4.8,6
bath-37,5
K08E4.7,10
K08E4.6,0
lex-1,0
repo-1,4
F11A10.7,0
F11A10.6,0
mig-32,0
cpsf-4,0
F11A10.5,0
mon-2,1
M18.3,1
col-129,12
dlc-2,7
ddb-1,0
M18.6,0
aly-3,4
dhhc-6,0
lin-24,4
B0001.4,0
B0001.8,0
B0001.5,0
B0001.3,0
B0001.2,1
B0001.7,2
eri-12,4
F20B10.3,3
nlr-1,4
F35G2.1,1
marb-1,1
F35G2.3,1
phy-2,1
F35G2.5,3
mlt-3,3
sre-18,2
sre-16,2
sre-19,10
sre-15,10
dnj-26,10
Y39C12A.9,1
sre-14,3
C42C1.2,1
rpl-34,7
C42C1.3,2
C42C1.4,1
tag-335,0
C42C1.13,0
C42C1.11,1
C42C1.12,0
hpo-12,0
erl-1,0
C42C1.9,2
C42C1.8,2
oac-59,5
oac-57,2
oac-58,2
F19B6.3,6
ufd-1,0
F19B6.1,0
wht-5,2
best-22,5
sec-24.2,1
ccr-4,0
ZC518.8,2
ZC518.4,6
wdr-46,0
F28D1.2,4
thn-1,2
thn-3,6
thn-2,9
F28D1.6,3
spe-45,2
rps-23,7
dpm-3,0
acs-20,1
gex-3,0
dsb-1,2
acl-13,11
F08G5.3,7
ugt-65,2
col-130,7
clec-184,11
irg-4,11
clec-185,10
C25G4.17,11
C25G4.2,7
C25G4.3,0
dpy-26,4
spe-44,1
smz-1,2
C25G4.7,6
igdb-2,2
sru-26,5
him-6,1
sru-20,2
sru-17,6
F53B2.1,9
tsp-4,2
sru-13,5
eak-4,2
F53B2.8,3
F53B2.5,2
ham-1,4
impk-1,1
ZK795.2,2
ZK795.3,0
snb-7,2
eak-7,0
hsb-1,4
let-99,1
K08E7.4,6
K08E7.5,3
K08E7.6,8
K08E7.8,7
cul-6,3
pgp-1,2
Y55D9A.2,0
efa-6,0
ark-1,0
vha-7,1
wdfy-3,0
T23B5.4,1
prmt-9,0
T23B5.3,1
C27D8.4,1
C27D8.3,3
C27D8.2,12
T23F6.1,3
T23F6.2,11
T23F6.3,2
rbd-1,0
T23F6.5,3
C36H8.1,2
inx-6,1
flp-9,8
ZK897.10,1
unc-31,1
F07C6.3,5
F07C6.2,2
F07C6.6,11
pin-2,1
F07C6.4,4
M02B1.4,2
M02B1.3,0
M02B1.2,1
srf-3,3
nstp-5,1
gcy-18,5
clec-186,6
clec-187,2
ZK896.1,6
ZK896.5,2
ZK896.4,12
K08D8.6,3
K08D8.1,6
K08D8.12,9
K08D8.7,11
K08D8.9,2
K08D8.10,6
K08D8.2,12
K08D8.3,2
K08D8.4,2
K08D8.5,2
irg-6,14
C32H11.3,12
C32H11.4,3
C32H11.5,1
C32H11.6,6
C32H11.7,1
dod-24,5
F55G11.1,9
F55G11.10,6
F55G11.7,2
F55G11.8,1
dod-22,6
F55G11.2,2
F55G11.4,2
dod-17,2
K10D11.2,6
K10D11.3,2
K10D11.6,11
K10D11.5,12
K10D11.4,9
K10D11.7,1
mbk-2,4
F49E11.2,0
amt-2,5
scl-10,9
scl-11,9
scl-1,9
scl-2,2
scl-3,3
scl-5,10
col-131,3
scl-6,5
scl-7,10
scl-8,5
C39E9.7,11
C39E9.8,2
spin-2,8
col-132,1
C39E9.11,4
C39E9.12,0
rfc-3,4
dli-1,4
tin-9.2,9
exos-4.1,1
B0564.7,0
rde-11,0
B0564.2,1
best-1,6
best-2,6
unc-30,8
F09E8.1,2
F09E8.8,3
F09E8.2,4
msh-5,3
scl-14,9
nas-14,2
lev-1,7
F58D2.3,1
F58D2.4,1
F58D2.5,1
F58D2.2,1
C48D1.1,0
ced-3,1
C48D1.9,9
cho-1,5
C48D1.5,3
JC8.2,4
tag-115,0
rpl-12,4
lin-54,1
JC8.4,0
cox-11,1
JC8.7,0
ttr-51,7
ttr-45,3
bus-12,0
JC8.16,3
unc-26,0
cpsf-3,0
Y67H2A.10,0
Y67H2A.2,4
micu-1,4
kdp-1,7
csn-6,0
Y67H2A.7,0
fat-1,0
fat-2,3
far-6,3
pqn-74,3
W02A2.5,6
W02A2.9,1
rec-8,2
mex-5,1
W02A2.8,12
Y62E10A.3,10
srsx-25,5
agt-1,1
rla-2,7
Y62E10A.2,4
Y62E10A.6,4
mau-8,4
emc-3,4
rab-19,7
Y62E10A.20,1
mdt-9,4
lsm-3,4
Y62E10A.13,0
memi-2,2
cyp-31A5,2
Y62E10A.19,1
gcl-1,1
aptf-2,1
pik-1,1
nol-9,1
K09B11.4,1
K09B11.5,6
mam-3,3
uso-1,4
Y38H8A.7,11
fezf-1,1
Y38H8A.4,9
Y38H8A.3,11
Y38H8A.2,6
tbc-9,0
Y38H8A.1,1
Y45F10A.7,1
nlp-17,8
seld-1,1
afmd-2,1
puf-3,2
dcap-2,0
rsd-2,0
F52G2.3,2
Y45F10B.13,7
qui-1,3
srd-10,2
Y45F10B.8,9
sru-16,13
sru-9,6
Y45F10B.9,5
Y45F10B.59,1
C08F11.13,1
C08F11.1,5
sru-21,6
fbxa-98,12
C08F11.7,9
ugt-22,3
srz-29,5
ule-4,5
C08F11.10,14
Y45F10C.6,11
Y45F10C.1,2
Y45F10C.4,6
fbxa-215,1
oac-48,2
nyn-1,1
T23G4.2,2
T23G4.127,2
tlp-1,4
C47A4.1,2
ent-4,5
C47A4.3,10
sorb-1,7
Y45F10D.2,6
rpl-18,7
gly-10,0
lact-9,0
Y45F10D.4,0
Y45F10D.10,1
sas-6,0
Y45F10D.7,0
Y45F10D.14,2
Y45F10D.15,2
rga-5,1
H08M01.1,6
vamp-8,3
B0513.5,7
B0513.4,1
rpl-29,7
thoc-7,0
lin-66,4
Y37A1A.3,1
Y37A1A.2,2
Y37A1A.4,0
Y37A1B.17,0
gei-18,5
tor-2,5
tor-1,5
egl-23,5
srw-63,13
irld-56,13
irld-55,3
Y37A1B.7,8
Y37A1B.5,1
Y37A1B.4,2
lst-4,8
ccar-1,4
cfp-1,4
F52B11.2,0
noah-2,4
col-133,12
F52B11.5,1
ins-34,1
nkcc-1,0
H12I19.115,11
srz-42,5
srz-59,13
srz-31,6
oac-37,9
oac-38,6
R05A10.8,6
R05A10.7,5
R05A10.4,5
R05A10.3,8
R05A10.2,8
R05A10.1,10
K01G12.3,12
F02H6.2,2
F02H6.3,2
sqrd-1,7
F02H6.6,6
Y64G10A.10,6
Y64G10A.2,12
srab-24,5
ilcr-1,3
Y64G10A.7,0
fbxa-126,6
fbxa-83,0
Y67A10A.3,9
Y67A10A.11,10
Y67A10A.10,8
oac-56,2
ssu-2,3
Y67A10A.7,3
paqr-3,3
Y67A10A.9,1
xhd-1,3
F55B11.7,6
F55B11.2,9
F55B11.3,6
F55B11.4,5
tra-3,1
LLC1.2,1
dld-1,7
Y57G11A.4,2
tag-273,7
Y57G11A.5,5
Y57G11A.2,9
T27E7.1,6
T27E7.4,13
T27E7.9,9
pals-30,11
Y57G11B.6,3
Y57G11B.2,1
glb-34,8
Y57G11B.3,9
Y57G11B.5,12
Y57G11B.223,12
dmd-6,7
irld-4,6
ule-2,3
Y57G11C.39,8
Y57G11C.32,1
Y57G11C.33,0
anoh-2,0
Y57G11C.31,1
Y57G11C.40,1
Y57G11C.41,2
lgc-7,9
lgc-8,2
Y57G11C.42,3
Y57G11C.6,5
Y57G11C.5,3
vti-1,0
mrps-7,0
Y57G11C.3,0
Y57G11C.43,0
Y57G11C.44,5
Y57G11C.36,0
Y57G11C.51,1
Y57G11C.8,2
Y57G11C.1130,1
nlp-56,3
Y57G11C.9,7
gdi-1,4
coq-3,0
nuo-3,4
arl-8,4
Y57G11C.14,2
oig-5,3
Y57G11C.46,3
sec-61,4
rps-18,7
hhat-2,1
Y57G11C.22,8
Y57G11C.20,1
Y57G11C.52,2
Y57G11C.23,11
Y57G11C.38,1
eps-8,0
pnc-2,8
ccch-5,3
Y57G11C.1131,2
Y57G11C.1144,2
Y57G11C.30,12
Y57G11C.48,6
Y41E3.22,3
Y41E3.1,0
atln-2,3
dpy-4,11
Y41E3.6,5
qars-1,0
Y41E3.7,0
fcd-2,1
Y41E3.8,4
eef-1B.2,0
hrpu-1,0
srt-47,5
Y41E3.19,6
srt-50,10
srt-44,10
M199.2,0
clec-189,10
M199.7,3
col-135,12
M199.8,6
srg-51,1
str-78,10
Y40H7A.4,3
srd-23,5
sra-30,12
Y40H7A.10,11
pkd-2,2
lgc-52,3
Y73F8A.36,2
Y73F8A.5,8
ccg-1,7
best-21,12
Y73F8A.13,4
tbx-39,12
cpna-4,5
Y73F8A.1159,6
nhr-5,11
Y73F8A.22,6
Y73F8A.23,10
Y73F8A.24,0
ntl-11,0
Y73F8A.27,0
Y73F8A.26,4
acr-24,5
Y73F8A.32,2
tag-349,4
Y73F8A.35,2
Y105C5A.1,0
Y105C5A.508,14
pqn-78,6
Y105C5A.10,2
Y105C5A.13,6
Y105C5A.1268,0
Y105C5A.1272,1
Y105C5A.15,2
Y105C5A.1285,6
Y105C5A.1273,11
daf-38,5
Y105C5A.1270,9
Y105C5A.1269,12
Y105C5A.24,2
Y105C5B.1,13
gcy-25,5
srv-14,5
Y105C5B.5,14
srv-15,14
Y105C5B.8,13
Y105C5B.9,2
srv-16,13
Y105C5B.11,6
skr-10,0
Y105C5B.14,11
Y105C5B.15,9
Y105C5B.17,13
Y105C5B.19,1
Y105C5B.20,2
jac-1,0
Y105C5B.1418,6
hlh-32,8
Y105C5B.25,3
gln-3,7
Y7A9A.1,14
hpa-1,13
srw-61,5
hlh-17,3
hlh-31,6
F38C2.4,5
F38C2.7,2
ccch-2,2
rac-2,11
srz-61,13
srz-105,14
K03D3.2,10
srz-74,5
srz-71,10
C35D6.13,13
C35D6.3,9
C35D6.4,2
Y7A9D.1,4
Y65A5A.24,6
Y65A5A.1,4
Y65A5A.2,2
Y10G11A.1,1
dlc-3,12
dlc-4,2
VY10G11R.1,2
Y51H4A.1,4
Y51H4A.938,11
rho-1,4
Y51H4A.2,9
zip-7,0
Y51H4A.935,2
Y51H4A.5,5
Y51H4A.6,10
Y51H4A.7,1
Y51H4A.8,2
col-137,12
fipr-27,6
Y51H4A.13,12
set-26,0
Y51H4A.15,0
sta-1,0
Y51H4A.22,6
Y51H4A.25,5
Y51H4A.24,3
Y43D4A.1,6
Y43D4A.2,9
Y43D4A.5,5
Y43D4A.6,2
clec-193,2
Y116A8A.2,2
Y116A8A.6,2
clec-194,5
Y116A8A.150,9
map-2,0
mel-46,0
lsy-13,0
T06A10.3,0
T06A10.107,2
T06A10.106,11
T06A10.2,6
Y116A8C.3,0
Y116A8C.469,14
Y116A8C.468,6
Y116A8C.463,6
nep-23,9
nep-24,6
Y116A8C.49,9
Y116A8C.10,0
Y116A8C.9,0
arf-6,0
Y116A8C.13,1
rom-3,9
rom-4,1
dct-13,2
Y116A8C.19,2
Y116A8C.20,2
athp-3,2
Y116A8C.44,9
Y116A8C.24,11
Y116A8C.25,1
snx-13,4
snr-1,4
Y116A8C.43,2
Y116A8C.27,7
Y116A8C.29,3
bca-2,7
Y116A8C.30,4
sfa-1,0
cyn-13,4
Y116A8C.33,2
uaf-2,4
itsn-1,0
Y116A8C.38,6
Y116A8C.40,5
skr-13,1
skr-9,1
skr-8,0
skr-12,1
C52D10.3,3
flp-17,5
cnnm-1,0
Y116A8B.1,1
npr-32,3
ZK550.2,5
ZK550.3,0
ZK550.4,0
ZK550.6,1
str-187,10
atgp-1,7
gln-5,2
lhfp-4,3
clec-196,4
hsp-1,7
nra-1,1
zipt-7.1,2
slc-17.4,1
T28F3.5,3
ifta-2,8
T28F3.8,3
T28F3.9,5
snf-9,6
C49C3.4,3
ceh-88,1
C49C3.6,0
C49C3.7,0
C49C3.15,1
C49C3.8,4
C49C3.10,2
C49C3.9,2
C49C3.21,3
C49C3.11,9
clec-197,12
clec-198,13
clec-199,13
clec-202,9
zipt-22,3
nlp-54,3
C30H6.5,5
haf-1,1
C30H6.9,1
dlat-2,0
C30H6.8,0
C30H6.12,3
T02D1.8,7
T02D1.4,5
pmp-4,2
T02D1.7,11
T02D1.9,12
npr-26,3
C06A12.3,1
lact-6,10
gcy-27,5
C06A12.8,13
C06A12.19,5
F08A7.1,2
F11E6.11,5
F11E6.8,3
F11E6.7,0
F11E6.10,3
F11E6.6,2
elo-2,0
F11E6.4,3
F11E6.3,3
gba-3,1
F11E6.9,1
grl-24,12
4R79.2,5
nas-6,1
fbxa-6,2
npr-30,2
nhr-80,1
H10E21.1,3
H10E21.4,1
H10E21.5,0
W05G11.4,3
col-88,2
W05G11.2,2
btb-5,5
pck-1,7
spt-4,4
attf-3,1
F54C4.4,4
mrpl-40,0
pat-4,7
C29F9.6,3
pals-24,2
C29F9.12,2
pals-23,2
nhr-280,2
C29F9.2,1
pals-22,1
pals-25,0
fbxb-81,1
fbxb-82,1
fbxb-83,1
T17A3.12,1
fbxb-84,0
sqst-5,2
T17A3.10,6
ver-1,2
F40G9.18,2
F40G9.9,2
F40G9.12,2
F40G9.19,6
clec-148,2
F40G9.14,1
F40G9.6,4
F40G9.15,4
F40G9.5,0
mxl-2,0
ubc-20,0
cox-17,1
sec-20,0
F40G9.17,1
W10C4.1,3
klp-20,0
hpo-38,1
hpo-29,0
Y50D7A.3,1
Y50D7A.11,6
xpd-1,1
taco-1,1
Y50D7A.13,3
Y50D7A.1,1
ads-1,1
Y50D7A.10,0
Y50D7A.8,1
gei-4,4
pll-1,1
gsto-3,3
Y55B1BL.1,7
stim-1,1
cec-8,4
Y55B1BR.2,0
Y55B1BR.1,8
Y55B1BR.6,3
magu-1,2
F10C5.2,0
mat-3,0
nlp-32,2
F30H5.5,5
unc-45,1
F30H5.3,1
T22F7.5,3
T22F7.3,12
T22F7.4,3
T22F7.1,1
B0353.1,2
Y55B1AL.1,1
Y55B1AL.2,0
helq-1,0
Y55B1AR.2,0
lec-6,3
Y55B1AR.4,12
ttr-7,2
best-17,2
T19C3.3,8
T19C3.2,1
T19C3.4,4
T19C3.5,1
T19C3.6,11
fem-2,1
T19C3.7,2
sbds-1,0
tag-266,0
tag-267,0
W06E11.1,1
orai-1,4
C09F5.1,1
C09F5.3,3
grk-2,3
W02B3.4,2
W02B3.7,9
elf-1,1
C24A1.3,0
flp-24,8
pat-12,1
T17H7.1,6
T17H7.7,3
nlp-52,2
ptl-1,8
tpst-2,2
cyn-6,0
alh-11,0
dagl-2,0
F42G9.1,0
snt-2,1
rps-29,7
trpp-11,0
daf-7,8
dac-1,8
clec-149,7
ceeh-1,1
zip-2,4
dos-3,2
K02F3.9,7
far-8,11
K02F3.2,2
moma-1,7
rnp-5,0
tag-51,0
K02F3.12,0
exos-4.2,1
arx-4,4
T24C4.2,0
T24C4.3,3
T24C4.4,3
T24C4.8,2
T24C4.5,2
ucr-2.3,1
zer-1,0
ztf-18,4
F23H11.2,1
sucl-2,0
F23H11.4,0
crls-1,0
F23H11.5,7
bra-2,0
F23H11.6,2
F23H11.7,3
pef-1,7
fbxa-55,10
fbxa-59,2
fbxa-60,10
fbxa-23,1
fbxa-67,0
fbxa-11,1
fbxa-10,1
T12B5.15,6
T12B5.14,12
fbxa-54,3
fbxa-51,11
R06B10.2,14
tbc-10,0
trp-2,1
clec-150,3
Y34F4.6,5
Y34F4.2,5
Y34F4.1,14
Y34F4.4,12
Y34F4.5,1
E_BE45912.2,2
chin-1,1
BE0003N10.1,1
BE0003N10.3,1
BE0003N10.6,2
uaf-1,4
rab-18,0
kbp-4,1
par-2,0
exc-6,3
F58B6.1,2
acsd-1,1
lgc-46,5
smr-1,4
cdh-12,1
eak-3,5
Y119D3B.13,10
Y119D3B.14,1
dss-1,4
mrpl-45,1
Y119D3B.12,0
orc-3,0
Y119D3B.21,8
pes-4,7
fbxa-21,9
fbxa-61,2
fbxa-63,3
fbxa-76,2
fbxa-77,2
fbxa-91,2
fbxa-78,6
fbxa-92,2
fbxa-32,11
fbxa-31,5
fbxa-29,9
fbxa-37,5
fbxa-75,13
fbxa-79,2
Y82E9BL.12,14
fbxa-20,6
fbxa-80,2
fbxa-15,6
fbxa-14,2
Y82E9BL.18,2
Y82E9BL.19,6
fbxa-5,14
fbxa-27,11
Y82E9BL.6,2
Y82E9BL.5,2
fbxa-25,10
Y82E9BL.3,2
Y82E9BL.2,2
Y82E9BR.8,6
Y82E9BR.9,6
Y82E9BR.7,10
Y82E9BR.20,0
pals-21,6
Y82E9BR.6,7
Y82E9BR.5,2
pals-17,9
pals-16,2
pals-19,2
pals-18,2
Y82E9BR.22,0
Y82E9BR.14,4
elc-1,1
Y82E9BR.3,7
Y82E9BR.16,0
Y82E9BR.2,2
Y82E9BR.17,4
Y82E9BR.1,0
Y82E9BR.18,1
M01G5.3,7
Y82E9BR.19,2
ave-1,0
M01G5.1,1
snf-6,2
Y67D2.4,1
Y67D2.5,1
cisd-3.2,7
ddx-35,1
Y67D2.7,0
Y67D2.2,0
rep-1,0
Y22D7AL.7,0
sms-3,1
Y22D7AL.6,4
Y22D7AL.9,1
Y22D7AL.10,7
hsp-60,0
Y22D7AL.4,3
Y22D7AL.11,9
cht-4,1
Y22D7AL.15,3
Y22D7AL.16,3
Y22D7AR.3,5
glb-30,5
Y22D7AR.6,3
srd-64,5
Y22D7AR.10,12
fbxa-13,0
Y22D7AR.2,6
ser-4,3
Y46E12A.3,3
Y46E12A.5,6
cnc-6,5
tbx-43,3
Y39A3CL.4,1
Y39A3CL.3,1
rimb-1,3
clp-4,1
pvf-1,7
Y39A3CL.7,1
Y39A3CL.1,1
pqn-82,2
hlh-33,9
Y39A3CR.5,2
ddp-1,0
ttc-7,1
smi-1,1
Y39A3CR.8,6
B0524.5,6
B0524.6,2
pqn-41,0
F53A3.1,7
polh-1,1
rps-22,7
F53A3.7,1
mboa-6,0
R155.3,6
R155.4,12
Y39A3B.3,2
lgc-42,6
Y39A3B.1,2
ckr-2,3
dpy-1,2
M01E10.3,6
Y39A3A.2,6
Y39A3A.3,14
cpt-3,11
Y48G9A.9,3
ppk-2,0
Y48G9A.7,5
Y48G9A.11,14
Y48G9A.6,11
frl-1,0
gcn-1,1
Y48G9A.12,2
C39B5.6,1
C39B5.5,6
fbxa-38,9
fbxa-62,11
fbxa-47,2
