"","theta_1","theta_2","mu_1","mu_2","size_1","size_2","prob_1","prob_2","total_mean_1","total_mean_2","foldChange","norm_total_mean_1","norm_total_mean_2","norm_foldChange","chi2LR1","pvalue_LR2","pvalue_LR3","FDR_LR2","FDR_LR3","pvalue","pvalue.adj.FDR","Remark","Type","State"
"flp-3",1,0.99386228677347,0,2.46993452969177,1,20.6293448336539,1,0.893073091552324,0,0.00950880243425342,0,0,0.0151597478808955,0,143.563781492778,7.45766781662383e-11,0.99997928026484,9.65718598915341e-11,0.99997928026484,0,0,NA,"DEs","down"
"srh-119",1,0.994015921989656,0,2.60598760790562,1,11340.9463795462,1,0.999770267062419,0,0.0100521625733536,0,0,0.0155944359921756,0,143.563776888007,3.06532577099006e-12,0.7937326436863,4.08179998903994e-12,0.828570256754382,0,0,NA,"DEs","down"
"W04G3.10",1,0.993359382226016,0,1.66102285099301,1,11876.8815476057,1,0.999860166106983,0,0.00565094544664203,0,0,0.011030210823734,0,139.330934627824,1.11022302462516e-16,0.764674978774998,1.61220505226095e-16,0.79877867886281,0,0,NA,"DEs","down"
"srd-36",1,0.994333853318658,0,2.80975903598031,1,11465.9075755471,1,0.999755006688716,0,0.0105955227124538,0,0,0.0159204520756357,0,137.920244609749,1.11022302462516e-16,0.495916950283407,1.61220505226095e-16,0.519134746154437,0,0,NA,"DEs","down"
"T01E8.8",0.99239521644745,0.975942200123315,2.04147322959144,2.0439978993109,9.22344340862607,5.83358634026901,0.818776002064187,0.74052985824752,0.00912291933418694,0.0291784394696805,0.312659604145952,0.0155249679897567,0.0491740925885677,0.315714376666832,137.372910168188,1.59039448277554e-12,0.723195745938143,2.12766424452108e-12,0.756154764487645,0,0,NA,"DEs","down"
"flp-2",0.999732181974682,0.990373788416998,1.59362629437228,2.64731179270561,11741.117943093,0.640077416335781,0.999864288049233,0.19470691653284,0.000213401621852326,0.0185285807433167,0.0115174294679478,0.000426803243704652,0.0254835905237992,0.0167481596953953,136.825325070115,0.00417084574344706,0.0829952267582839,0.00452410807882266,0.0881466546260394,0,0,NA,"DEs","down"
"C48E7.7",1,0.993556080005591,0,1.70329254095634,1,10595.6911564285,1,0.999839272516546,0,0.00575961747446207,0,0,0.010975874809824,0,136.511000472831,3.88578058618805e-15,0.717645898458881,5.49315167204094e-15,0.750415673825616,0,0,NA,"DEs","down"
"glb-31",0.999149347402077,0.990746340915653,2.82227169763615,5.40209367501084,1.77485080625246,1.01112901531652,0.386078640443267,0.157663169383085,0.00170721297481861,0.0400999782655944,0.0425739127216283,0.00240076824583867,0.049989132797218,0.0480258030395814,135.906268182017,5.32907051820075e-15,0.0804938017033252,7.50847996160033e-15,0.0855047108971345,0,0,NA,"DEs","down"
"eya-1",0.832014147285769,0.8769343620292,3.12506940536465,3.22045096546772,5.0412066035964,6.00479266815922,0.617320134424133,0.650908843889081,0.374519846350832,0.282927624429472,1.32373021936638,0.524967989756722,0.396326885459683,1.32458334020876,128.414961474191,0,0.24556677445321,0,0.259489035188571,0,0,NA,"DEs","up"
"nmgp-1",0.969390683664667,0.943864725534925,2.18042558021649,2.15368297913771,22.0213909716561,14.9783201516207,0.909906532200048,0.874288898811194,0.0401195049082373,0.072212562486416,0.555575145471181,0.066741357234315,0.120897630949794,0.55204851170352,124.421830008532,0,0.79426855254288,0,0.829059439746529,0,0,NA,"DEs","down"
"F42G10.1",1,0.994255164750689,0,1.73085913095356,1,14161.9182814529,1,0.999877795678658,0,0.00521625733536188,0,0,0.00994349054553358,0,122.414506901401,7.7715611723761e-16,0.684559328048668,1.11370982486534e-15,0.715939806584006,0,0,NA,"DEs","down"
"ceh-19",0.996256171470815,0.983790286445965,2.10903352476494,2.19560258529335,1.85026650978091,1.67619011393628,0.467321620901898,0.432923517385058,0.00496158770806658,0.0228754618561182,0.216895629879471,0.00789586000853607,0.0355900891110628,0.221855584117707,118.694780426023,0.000875688004058017,0.919447344255197,0.000970738723831056,0.951658513082754,0,0,NA,"DEs","down"
"chil-14",1,0.995066921098987,0,2.33510049085251,1,13222.495836866,1,0.999823430597948,0,0.00706368180830254,0,0,0.0115192349489241,0,115.367528377625,1.47659662275146e-14,0.784747061815374,2.06324944905274e-14,0.819398576283194,0,0,NA,"DEs","down"
"nhr-196",1,0.995107883572354,0,1.93259235052786,1,10034.7828707807,1,0.999807447729526,0,0.0052705933492719,0,0,0.0094544664203434,0,108.321645344172,1.0325074129014e-14,0.650154699221123,1.44748422018038e-14,0.680189019565577,0,0,NA,"DEs","down"
"nlp-2",1,0.99521424093803,0,1.98690033241187,1,13510.7764625503,1,0.99985296121311,0,0.00543360139100196,0,0,0.00950880243425342,0,106.913861344131,4.44089209850063e-16,0.668317296203193,6.3945524372987e-16,0.699012572308628,0,0,NA,"DEs","down"
"otpl-4",1,0.994930930108817,0,1.62930774391289,1,12990.1444330189,1,0.999874589276536,0,0.00418387307107151,0,0,0.00825907411432297,0,105.507080852082,1.62314606200198e-13,0.72746288435507,2.21894801196897e-13,0.760398334550112,0,0,NA,"DEs","down"
"Y116A8C.40",1,0.995414456995796,0,2.00253944299641,1,11912.9831784697,1,0.999831931024476,0,0.00521625733536188,0,0,0.00918278635079331,0,102.687132871191,1.54543045027822e-13,0.736813742830207,2.11340916277363e-13,0.770001298809751,0,0,NA,"DEs","down"
"Y48A6B.14",1,0.995493240362574,0,2.02550238091722,1,11423.0216291637,1,0.999822713870884,0,0.00521625733536188,0,0,0.00912845033688329,0,101.279819785834,2.12052597703405e-14,0.371235526581336,2.95329867025316e-14,0.389874834837785,0,0,NA,"DEs","down"
