,abf-6,acr-18,amt-1,ced-13,clh-4,col-9,col-78,col-80,col-108,col-143,col-161,col-162,col-170,col-183,dhs-14,dnj-26,dpy-4,far-8,gap-1,gcy-5,gcy-7,grl-30,gst-9,hen-1,his-69,ins-9,ins-20,ins-21,kin-23,lys-3,msp-31,msp-57,nas-19,nas-32,nas-37,nhr-5,nlp-20,pgp-13,rgs-4,rpl-42,smf-2,smf-3,snb-5,sra-4,sra-14,sra-32,sra-38,srd-5,srd-9,srd-12,srd-13,srd-15,srd-43,srd-46,srd-63,srg-14,srg-15,srg-65,srh-17,srh-18,srh-20,srh-38,srh-47,srh-95,srh-118,srh-129,srh-130,srh-142,srh-145,srh-199,srh-201,srh-208,srh-216,srh-233,srh-237,srh-270,srh-275,srh-304,sri-21,sri-29,sri-33,sri-46,sri-54,sri-63,sri-77,srj-14,srj-19,srr-7,srr-10,sru-1,sru-2,sru-6,sru-7,sru-22,sru-23,sru-24,sru-25,sru-28,sru-42,srv-10,srv-27,srv-32,srw-9,srw-24,srw-36,srw-61,srw-69,srw-84,srw-86,srw-89,srw-90,srw-97,srw-141,srx-9,srx-18,srx-20,srx-47,srx-50,srx-80,srx-89,srx-116,srx-125,srx-129,srx-136,str-15,str-19,str-37,str-55,str-73,str-78,str-83,str-97,str-113,str-121,str-130,str-156,str-166,str-171,str-185,str-187,str-224,str-230,str-236,str-252,try-4,twk-6,twk-10,wee-1.1,wrt-7,AC3.5,clec-225,B0393.4,B0457.4,C04A11.5,fbxa-155,pho-10,lact-6,C08B6.5,C08E8.6,ttr-19,fipr-6,pals-6,C18D11.6,fbxa-82,clec-185,oac-7,C31E10.1,C33D9.3,C35C5.8,C35D6.3,gska-3,C37E2.3,C38D9.2,scl-5,scl-7,C39E9.7,C41C4.9,C43D7.4,oac-8,C47A4.3,C47E8.1,C52G5.3,C53C7.3,C54D10.3,C54D10.9,C56A3.8,nspc-20,nspc-17,E03H4.4,srb-17,F01D4.8,F02D8.1,clec-55,F10C2.7,F10G8.1,F11A5.4,F13E9.8,F14D7.1,F14D7.2,F14D7.5,acp-3,acp-2,F16H6.3,phf-32,F17A2.4,F19B2.7,F20G2.1,F21G4.3,F22B8.3,F26C11.3,F26D2.10,F26F2.1,F26F2.3,F28B1.2,nkat-1,F31B9.2,F31B9.4,F31E9.3,F34H10.1,F34H10.5,clec-62,F35C11.3,F35E12.2,F35H8.4,F36D1.6,F37H8.2,F40D4.12,ttr-12,F46G10.4,F47B10.5,fbxa-189,cwp-5,clec-33,F49C12.7,F49H6.3,F54F7.2,F54F7.3,F55F3.4,nhr-192,F57A10.2,F57A10.4,F57E7.2,sre-31,F58A4.1,scvp-1,F58D12.1,F58E6.4,mpst-2,H37A05.2,K02E2.1,K02E2.7,K02E11.3,K02E11.9,K03D3.2,K06B4.3,ttll-15,K08C9.6,K08D8.5,K08E3.2,srz-12,K09G1.2,frpr-15,srsx-39,M04C9.2,M04D8.5,M05D6.8,M7.7,srt-45,srt-44,clec-189,R01E6.5,R02D5.7,R03G8.6,R04B5.1,R05A10.1,R06B9.5,R07E5.5,R08A2.2,chil-16,R09E10.6,R09E10.8,srh-24,R10E8.3,R11D1.3,lgc-13,lgc-16,ocam-1,T03D8.7,T06C12.9,T06E6.10,zim-2,fbxa-84,T11F9.1,T16G1.5,T16G1.6,T16H12.1,chil-26,nstp-9,T22C1.8,T22C8.1,srsx-19,xbx-5,T26E3.6,T26E4.2,srsx-36,T28B8.4,W03G11.2,W04G3.7,oac-53,dct-15,cyp-33D3,fbxa-211,nspe-4,nspe-5,nhr-234,Y38E10A.20,Y38H6C.4,Y38H6C.9,Y38H8A.7,sre-19,sre-15,sre-47,srt-50,nspd-7,scl-21,Y43F8B.11,Y47H9C.1,clec-145,scrm-7,Y51A2D.8,Y51H4A.6,Y51H4A.25,Y54G11A.4,Y57A10B.7,Y62E10A.3,Y62H9A.11,irld-58,Y73F4A.3,Y73F8A.23,Y79H2A.2,spe-19,Y113G7A.13,Y113G7B.12,irld-60,irld-19,irld-20,ZK265.3,ZK596.1,clec-61,ZK666.12,ZK673.6,ZK829.1,ZK1086.3,C06C3.9,srz-85,B0207.11,sre-5,srt-68,B0261.6,B0361.11,B0403.3,C01B10.7,C02B8.7,C05D9.9,fip-3,fbxa-166,C09B9.2,srz-70,C10E2.1,C10H11.7,C12D5.9,nhr-155,C14C6.6,C16A11.5,C16C4.1,C16C8.13,C16C8.18,C16C8.19,C16E9.1,C17F3.1,srt-28,cht-3,irld-23,C32E8.4,clec-5,C36B7.1,C36B7.3,srz-56,abhd-3.2,C45G9.8,cyp-33C2,oac-10,irg-2,sre-56,sre-49,srt-8,ets-10,C53B7.2,srb-18,C55B7.10,C55C3.6,D1022.2,otpl-2,mctp-1,E02C12.6,E03H12.5,F07C3.3,dct-5,F07G11.1,snpc-1.3,F11C7.6,nep-5,F13B6.2,F16G10.1,F19B10.6,F20D12.7,flp-23,F25E5.5,F27C1.1,F27C1.13,F27D9.7,slc-28.1,F28A10.1,F31E8.5,F33D11.2,srbc-3,F35F10.6,F36A4.4,srt-41,F36H12.2,oac-21,F38H12.5,F40C5.1,cyp-33C6,F42A6.1,fbxa-182,F43C11.7,nhr-39,F44B9.10,btb-7,irld-9,F46E10.3,F47B7.5,F47B7.6,nhr-185,ugt-32,F47F2.3,clec-119,F48G7.5,F48G7.10,F52C6.3,F52C6.4,pho-6,oac-31,F54H5.2,F54H5.3,F55E10.4,F55G1.15,sdz-23,F59A6.2,F59A7.7,H06H21.8,H14N18.2,K02A2.1,K04A8.2,irld-40,irld-44,K06H6.2,K08D9.6,scrm-5,K09C4.1,K09C6.3,K10C2.7,M02D8.2,egg-2,R07C12.3,R08E5.4,R08F11.7,R10F2.6,R11G11.6,nhr-210,R12B2.7,lgc-12,T01D1.5,T01G6.10,T02H6.4,T02H6.7,T05A8.7,T05C1.5,nep-20,sre-12,T10D4.1,T10E10.3,hpa-2,fbxa-55,fbxa-60,T14E8.2,T19D12.3,T20D4.5,T24E12.5,srt-61,W08F4.10,nhr-275,srz-28,irld-15,Y24D9B.1,Y37E11AL.9,Y38C1AA.6,mltn-7,Y40B10A.5,tyr-5,clec-76,Y47D7A.15,Y47G6A.19,Y47G7B.2,Y50D4B.4,Y51H7C.8,Y52D5A.2,Y52E8A.1,Y53G8AL.3,fbxc-45,srz-64,Y60C6A.1,Y71G12B.2,lgc-10,clec-210,Y81B9A.1,fbxa-25,Y82E9BR.7,Y119D3B.13,ZC53.1,srt-13,srt-14,ZC404.1,ZC487.2,ZK105.1,ZK250.2,ZK354.6,irld-63,ZK488.6,ZK993.2,ZK1290.1,F43C1.7,srz-82,srz-69,nspc-1,K08B4.7,clec-184,srz-102,srz-71,Y54G2A.38,clec-80,nspd-6,fut-5,F37C12.18,F49C5.9,srbc-84,T08D10.4,C54C6.7,F11A5.16,F47B8.13,T13F3.8,T16G12.10,pals-9,F56G4.7,nspa-4,ZK381.8,Y102E9.6,Y59E9AR.10,D2024.10,Y39H10B.2,C25F6.8,C31B8.16,T27A3.8,F10G7.12,Y119C1B.12,ttr-38,cnc-11,Y67A10A.11,K08E4.7,F07C6.6,F13E9.16,C05B5.11,H29C22.1,lgc-24,Y71F9AM.8,C25F9.12,C49G9.2,C08E8.9,R11G10.4,marc-1,T26H10.2,ZC334.13,K08D8.7,F56H9.8,C18H7.12,Y43F8B.22,C12D8.20,T11F9.22,C25F9.16,ZK616.61,B0496.11,M02G9.4,B0261.9,C16C8.20,C04F6.7,C17G10.10,F55G7.5,F36D1.15,Y60C6A.2,K10C2.14,C44C11.6,Y54F10BM.20,C29A12.22,F29F11.20,T23F11.11,Y38F2AL.12,K09H9.9,C17G1.14,T06A10.106,C02H6.3,C50C3.19,C54F6.17,T12G3.11,F10G2.10,R11E3.19,Y18H1A.18,C25G4.17,Y41C4A.32
ADF:510_650-390_510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADL:390_510-330_390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADL:510_650-390_510,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0
