,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14
AFD:270_330,0.22557235294315575,0.03637298378072042,0.002885917694398212,0.0029670818990670095,0.6420406720355359,0.0002731644526478751,0.00023594719799446918,0.07422752019189012,0.015235520474129472,9.635700177388651e-05,5.0370750133650725e-05,4.211157855303188e-05,0.0,0.0,0.0
AFD:330_390,0.2090139289814121,0.04734399673000918,0.0018313372086520541,0.00739499882560964,0.5825525247359147,0.000650541083835203,6.680298406997944e-05,0.07152006784010803,0.07938644967050978,4.6263862635982713e-05,6.375261950057398e-05,0.00010178049779916196,2.7554959943629263e-05,0.0,0.0
AFD:390_510,0.17146209225049056,0.04898367757968595,0.002479626035114882,0.015660452544497244,0.5133412201171312,0.002788687080942384,0.00010074309247033074,0.07341234800334939,0.17149380389194627,0.00010329225978992415,5.842691496508048e-05,8.351072138987942e-05,1.2439936519615739e-05,1.9679571707260965e-05,0.0
AFD:510_650,0.13688442239708642,0.048981267947998806,0.0027651742206382373,0.04582642175540554,0.36333576721340555,0.03292906351144034,0.00015334360850908368,0.09979899361383945,0.26871278222835143,0.0002866283253340442,0.00012055699367513617,9.703616129426078e-05,1.863338669134284e-05,9.876713164263689e-06,8.003192316609545e-05
AFD:gt_650,0.11610950546850025,0.04961101827844458,0.002816643139574166,0.06673719976112223,0.3002030502345413,0.07872042627952829,0.00018832687267534014,0.10973003590600505,0.2743520894783924,0.00022704539090629002,0.0007039542861296432,0.00022611614646874723,1.6623150493821144e-05,0.0002748498547487695,8.311575246910572e-05
AIA:510_650,0.14157761144514458,0.03607971205344736,0.002779417549627082,0.03764870672072847,0.47102186202857865,0.0045814889951831805,5.077122618550556e-05,0.09718052845681165,0.2086763931097304,5.343262110651997e-05,6.54088982510848e-05,0.00017954179582535637,1.7503789672825507e-05,2.2110050113042747e-05,6.551125959420073e-05
AIB:330_390,0.19329119274054737,0.042648915011183675,0.0020933549543776615,0.009969665788307467,0.5733542405591087,0.0006050022476054002,0.00016635254206068134,0.09788072809902633,0.07985937364268068,0.00011414943237579429,0.0,0.0,0.0,0.0,1.7024982726308944e-05
AIB:390_510,0.18447930302787088,0.03789817727897018,0.00390331945133351,0.015598004837943052,0.5426858425434963,0.0007192645112922069,0.00017743292989123695,0.10965816331394282,0.10462935941997165,5.432666253169012e-05,3.7208638677365125e-05,0.00013981427866646288,1.9783105412483386e-05,0.0,0.0
AIB:510_650,0.1565469310619,0.04294575630214817,0.003632019219439336,0.0380981801830692,0.4491599852824857,0.0018834373691555817,0.0002736318561959353,0.11895360784427829,0.18820547647539881,3.786685189438471e-05,6.118540374215294e-05,0.00015260238134004082,0.0,0.0,4.931976895235937e-05
AIM:330_390,0.17575818845785598,0.03783152918371588,0.002011269288349772,0.010752145747852769,0.6104236056872588,0.0010954746134041846,8.155177161247294e-05,0.10213597084928344,0.05980937350128155,3.2334203048358156e-05,0.0,6.855669633670874e-05,0.0,0.0,0.0
AIM:390_510,0.17530303675713527,0.04897408538327513,0.0028987841127389204,0.025026207601607054,0.5274160084030558,0.0028923426011447186,1.8077790603081327e-05,0.12077730343779318,0.09616543048518088,0.00013631069696116494,0.00019033627807382182,0.00010680441804579083,3.927244165496978e-05,5.599959273023469e-05,0.0
AIM:510_650,0.16140521628672416,0.054593030374886345,0.003838945745434505,0.04847829424622307,0.47513202020581774,0.003629859932458247,0.0,0.14338613581483503,0.10843919068353104,0.00041386599143115725,0.00011152643565082187,0.000233344387962454,0.0,0.00011121138922242972,0.00022735850582300315
AIN:390_510,0.18275281670001667,0.04365418986535786,0.0027755115133062296,0.031296180852001115,0.5238487162413089,0.0023374866202453314,0.0003979298897731081,0.10561325880314436,0.10700700277457423,0.00024327773423448847,0.0,7.36290060375785e-05,0.0,0.0,0.0
AIY:390_510,0.21165539706291592,0.041703187496436415,0.002360600581329469,0.01453375225788172,0.5377155304628829,0.0009696041872383634,5.413039114208217e-05,0.10026360984958659,0.09023938314862152,0.00017919737105702633,7.928813483478322e-05,7.341112093935715e-05,0.00017290793513385103,0.0,0.0
AIY:510_650,0.14853576198890134,0.04256346992806371,0.002136341528249045,0.038880757433731955,0.43400436012420346,0.005193592641940642,0.0001565710890352505,0.11366217514070823,0.21417834537483654,0.0005297904786672405,4.824693873688074e-05,4.9995761676170654e-05,2.7261063465401698e-05,2.828978284145459e-05,5.040724942659182e-06
AIY:gt_650,0.12073750461374588,0.0500372895708075,0.003666660461271627,0.05278801292400051,0.32473875720220163,0.015115718310702882,4.056040333265074e-06,0.12038712512957228,0.31162391478820867,0.00019604194944114524,0.0003030590136188314,0.00032687525044749045,2.901628853797322e-05,4.596845711033751e-05,0.0
AIZ:390_510,0.16639660926737992,0.05216040546360038,0.002941807474882374,0.024937766857389833,0.5133387486939541,0.0026225431596996504,0.0003233201159293446,0.14947965636344218,0.08723809016710626,0.0002434520396881942,0.0,0.00019603036942001113,4.57577520131591e-05,0.0,7.581227549452952e-05
ALA:330_390,0.2110230917707085,0.04724258125217353,0.001842995095500655,0.006669906483511384,0.6100185986204267,0.0004139046614721921,0.00011704639105597926,0.08400414374891516,0.03835646013277252,0.00017766517699152135,0.0,0.0001336066664717597,0.0,0.0,0.0
ALA:390_510,0.18802931126358285,0.04410900301602211,0.0026819103324345487,0.01870554589672125,0.5345873299613422,0.0006872805054237068,6.833871453750932e-05,0.10368509602306593,0.10714434642625922,0.0,0.00010870671083103054,0.0001931311497799176,0.0,0.0,0.0
ALA:510_650,0.15989133518104867,0.037562571197826286,0.0029193411261567155,0.026294127302429745,0.4665167086434519,0.002078884428556985,2.0466496958473888e-05,0.10628221170790049,0.19799074259409571,9.905784527901362e-05,0.0001641413056069606,0.00013180424041257184,1.2791560599046178e-05,0.0,3.58163696773293e-05
ALM_BDU:390_510,0.15998203111048104,0.04585912627911225,0.002672729121240704,0.01375528311740595,0.5010173983609115,0.0012530559283731914,9.76792434573829e-05,0.10062261056625528,0.173942594062043,4.3572102317115306e-05,0.00012867066834490858,0.00043019779893377217,0.00012805697676297737,4.11173359893905e-05,2.587732837143233e-05
ALM_BDU:510_650,0.14633921392008742,0.04577230786606496,0.0027199907832553267,0.030714100887699054,0.43289320560832323,0.012498870320175737,0.00012355631555685306,0.1064997732396394,0.22183531725892117,0.00024546383958000336,7.368037166234357e-05,0.00022413259911272345,6.0386989921864804e-05,0.0,0.0
ALM_PLM:gt_650,0.10376873936795704,0.0429358562565721,0.0026595284160319246,0.03789282398639099,0.2569834777680863,0.044330630703828824,0.00010809425121985132,0.11117580828116719,0.39933202875696433,0.0001228483480688168,0.0003962089757982607,0.00019006145593632623,2.0594260185014328e-05,8.329917179311766e-05,0.0
AMsh:330_390,0.2027786573941362,0.0422552043442281,0.0017685019135541427,0.00506172474094341,0.5711095492007835,0.000349807995854608,0.00016765645469241428,0.15100372898769965,0.025412420687549595,3.8619775839062785e-05,4.328253092724359e-05,1.0845973792072749e-05,0.0,0.0,0.0
AMsh:390_450,0.180033219337044,0.05564452342262004,0.0027454828936469083,0.01548156048374313,0.46017185204815325,0.0016105667813132796,0.00013524696441185962,0.20838620598834132,0.07552877396950144,0.00010486466361610755,6.94017105133735e-05,4.2677479378648415e-05,2.4285518027373742e-05,8.637108921869322e-06,1.2701630767454885e-05
AMsh:450_510,0.14684058055305282,0.05695899745689528,0.0030080848380790353,0.03487991504478624,0.36297580771358606,0.006982124447715359,4.850109747713966e-05,0.22550153134335127,0.16243769973021385,3.975666480830526e-05,3.2029026635846944e-05,0.00022918547948317145,5.714385069633646e-05,0.0,8.642753219196795e-06
AMsh:510_580,0.12859561947722656,0.051222917857196015,0.002945139388517626,0.04184234513502565,0.30830732772127234,0.015514376973356541,0.00010061098492547753,0.2614934543736829,0.18928239189517868,0.0003204872711303965,0.00011783819511028575,0.0002477048565034553,9.78587087421058e-06,0.0,0.0
AMsh:580_650,0.12352625634109946,0.0517124912804617,0.0030012265305157542,0.043339181589318446,0.280812788104727,0.02252645679729814,2.1648860989089482e-05,0.26964861345682983,0.20496753538848422,7.669006888116133e-05,0.0001184560318270934,3.4107167784697584e-05,5.841107776301502e-05,0.0,0.00015613730402036708
AMsh:gt_650,0.10161627684329069,0.047379807614293924,0.0035006417724928684,0.042031433059315684,0.23532036698676861,0.042898961805206234,0.00019188267327857307,0.2314002607657133,0.29401425448916213,0.0001267723792802412,0.0009182376976026432,0.00023153707351743254,2.1297759719080522e-05,0.0003146997543252707,3.356932603340787e-05
AMso:330_390,0.20445090952104897,0.05732259151677937,0.003271084027130888,0.00920274082537818,0.5695382721827843,0.0004837590443515472,8.932818778498215e-05,0.08848171143018405,0.06661517039402806,0.0001255285378576633,4.8233142491206114e-05,0.00013327847195773024,0.00021781393733872362,0.0,1.957878088437965e-05
AMso:390_450,0.19805857767120327,0.08073727885433249,0.004905082610671409,0.025621837228058494,0.4482256150630768,0.0014308078103287068,0.0003074105714233356,0.07578360354784332,0.1640382342155584,0.0002774519390441693,0.00017933999176806788,0.0001305413946968485,0.0003042191019946272,0.0,0.0
AMso:450_510,0.1523788707053991,0.07541815107162839,0.004859435225273995,0.03853451567807044,0.4152391921548607,0.005405207101467325,0.0,0.06952769923293926,0.2380797503116788,3.350058965148289e-05,8.179898577478643e-05,0.00016236482101025446,0.000235942803189585,4.357131905591639e-05,0.0
AMso:510_580,0.12973297943741996,0.08190654269942463,0.0052561878393584584,0.05203283842229768,0.3614816187897415,0.017813707847602483,0.0001173570933758141,0.06904235989771274,0.2820507716643579,0.0002595955493048044,0.000137987889826156,0.0001680528695779105,0.0,0.0,0.0
AMso:580_650,0.08848394840172745,0.06731780998171528,0.004824585289400479,0.043767586845675145,0.2889177534011401,0.02977768960798289,0.00021022113265952073,0.0794450573892368,0.39635012051683105,0.0004591509557597759,9.615403423310107e-05,9.09036533488525e-05,8.174122396261483e-05,0.0,0.00017727756632698077
Anterior_arcade_cell:390_450,0.1709260725695618,0.07959569577774382,0.01183028237389805,0.058789485085313155,0.5584072340077397,0.000822542162618016,0.00012338646978343566,0.0887653995112908,0.029995466910764004,0.00015353845948030525,0.00020684470747681872,0.00024399442857091404,8.304660643472274e-05,0.0,5.7010929324456505e-05
Anterior_arcade_cell:450_510,0.16418039505808715,0.10537887854571236,0.029104278813498922,0.07641960457221211,0.49258370075766056,0.0025404601500615244,0.00016585185311461566,0.0833300299888905,0.04464269759938942,0.00017170544793042563,0.00019152551458746637,0.0011231713421142732,0.00012189854467309522,0.0,4.580181206756568e-05
Anterior_arcade_cell:510_580,0.25740620276063736,0.09221330095242815,0.012112895365069924,0.0474145871021568,0.39584386538795135,0.007008772581964166,0.00034735129151901143,0.06719523125087767,0.11971621275576372,0.00032546113878356833,0.00012824325328971825,0.00023944935940326619,0.0,4.8426800155296174e-05,0.0
Anterior_arcade_cell:580_650,0.32701916477623705,0.09185094889194426,0.004607184022978093,0.045842790617224,0.21982856817697669,0.024725854319105345,8.668962914710758e-05,0.10711304841204936,0.17845019074799798,0.0001341429569503821,3.543592660634137e-05,0.00020973960037724368,1.1503837043218067e-05,8.473808536299022e-05,0.0
Arcade_cell_anterior_and_posterior:gt_650,0.10113278954728565,0.057833028185201016,0.010434074121322518,0.21195497411066058,0.24746383352133502,0.0051704365594813844,6.739784556026238e-05,0.25423055657305993,0.10734113228586964,0.0008316873499610939,0.00010806362067625529,0.001852253807694439,9.082711193419739e-05,4.056256248879497e-05,0.0014483827974688544
ASE:330_390,0.18744302318701453,0.04132374131890777,0.002395312626618688,0.008520629783280411,0.5903692490909513,0.0009326799634449132,0.00021766279414239787,0.07968369201879584,0.08885383575492559,0.00017729809757608463,0.0,5.375146935159684e-05,2.9123894990884222e-05,0.0,0.0
ASE:390_510,0.18265161828979626,0.038398856103034965,0.0022055576042073572,0.028798306753848108,0.4820628215868634,0.001816043758392469,8.910116566599983e-05,0.07801465187668317,0.18563903862272277,8.910116566599983e-05,2.875537619220903e-05,0.00015248449487840427,4.323431561293401e-05,1.0428886435906798e-05,0.0
ASEL:gt_580,0.1347801680117911,0.04955385362153489,0.00352827882861018,0.08373276063444299,0.28190738697286916,0.06677342340022277,5.691611428381164e-05,0.08624789100824244,0.2925690133898541,7.928716468786922e-05,0.0006417890181033823,8.771532786335137e-05,0.0,2.2058896212373063e-05,1.9457611281668692e-05
ASER:gt_580,0.12390341677976495,0.043532822907222005,0.0029264342810221057,0.10153987542820839,0.23395887477829297,0.06351458545257582,0.00036524687401253976,0.08471560055266145,0.3434207288282555,0.00012973419630598728,0.0016022328800379723,0.00029120193703214404,0.0,7.757088636041444e-05,2.167421824776286e-05
ASG:390_510,0.16877866696830018,0.047300285609252604,0.00217741707434324,0.020802636551300407,0.463571940883255,0.0021826613846521663,2.9306439961644553e-05,0.07384914381492726,0.22116603640682478,0.0,1.6041419768479122e-05,0.00010324093235610924,2.2622515058111586e-05,0.0,0.0
ASG:510_650,0.12834995435414523,0.04144125108478714,0.0032389138571674646,0.04649923602498539,0.3237890168562267,0.01651735398117007,0.00010031943388278121,0.10160462932686481,0.3377511457063436,0.0002606870682306388,8.330919279540461e-05,0.0001021639178561112,2.8589501586614867e-05,2.3260992330328227e-05,0.00021016870162776736
ASG_AWA_terminal_cells_but_undifferentiated,0.1964805606735712,0.041667543532446415,0.0021470757568317496,0.009374178097183975,0.5620089488092366,0.0014589013263192204,0.00011274714779707423,0.07197639650152411,0.11455140715862039,0.00011030717345340447,2.3993081046086135e-05,6.038936500582696e-05,2.755137696393789e-05,0.0,0.0
ASH:330_390,0.18751087803273472,0.04006491594328066,0.0015104816846113027,0.007521693977687932,0.5849655324115959,0.0007851950291255049,0.00011829623018196028,0.07142254004408487,0.10591861280184166,2.422690575277507e-05,3.182949124004758e-05,9.599531275262758e-05,2.067903252538123e-05,0.0,9.123102584727014e-06
ASH:390_510,0.17459907264573404,0.04491948501653258,0.001958566026191778,0.024805994363300266,0.4635932292887084,0.001811912572574136,5.8478318883594984e-05,0.08846518719570935,0.19958019686141268,4.047716680986227e-05,2.990021869874248e-05,7.271651826394855e-05,4.6782655106875994e-05,0.0,1.800115207373272e-05
ASH:510_650,0.1391791712009973,0.04205702782929459,0.002730714406143188,0.05440471263839288,0.3190061769078675,0.014586698956209862,0.00015950625609899402,0.10376081214332061,0.3234925841341856,0.00033495291959801564,7.745403082833918e-05,0.00013825237956562392,2.7078256160303277e-05,0.0,4.485794133725713e-05
ASH:gt_650,0.1263528533661598,0.0491118327176477,0.0037001945740442405,0.0743650268434677,0.25564869197163315,0.03442081730992701,0.00019623337053590982,0.12552535455731906,0.3279289453806469,0.0003777286255326206,0.0019417209563532254,0.0003122831474389741,2.0303557770784785e-05,8.595516335448991e-05,1.2058458168435634e-05
ASI:390_510,0.18110982111870488,0.03858742900241503,0.002866182704780727,0.02409444271407767,0.4809675447499774,0.0020064301474565613,0.00012158013685281071,0.09235836629835416,0.17752714386478405,0.00012638608002529355,5.491045709836783e-05,9.161968260733253e-05,3.926557826028538e-05,2.1268854890987913e-05,2.7608609714263155e-05
ASI:510_650,0.14826300983737212,0.0429983492322871,0.003589506434678423,0.06215752914734282,0.34138011385190703,0.02412928936348276,0.0001043818155825063,0.10268458772815742,0.27400615463838507,0.00027824917310670063,8.933855392502746e-05,7.306727090775442e-05,2.2104384476295457e-05,5.382826960431208e-05,0.0001704902987847603
ASJ:330_390,0.17689524965206538,0.03938993070358629,0.001414695544861959,0.004904047642338312,0.6224932630038578,0.0003371418477343895,2.1230083210752462e-05,0.07102143415611588,0.08336931781647883,3.727961980069929e-05,0.0,5.200862489906823e-05,3.870173063778319e-05,1.2189521460719114e-05,1.351005295229702e-05
ASJ:390_510,0.16928836880496984,0.04219948551266406,0.0022907172433054416,0.02548538122199198,0.47295316196649884,0.002164743491010142,7.837916742488891e-05,0.08741029053658642,0.19787387900828685,4.344271682852369e-05,3.4328860151211034e-05,9.680941092789895e-05,3.422759507701867e-05,2.4404882880359467e-05,2.237958139651221e-05
ASJ:510_650,0.15215372544879235,0.05535242747519315,0.003247696253389262,0.058993284752421604,0.33328484040455386,0.01891643676005443,0.00011335477866609865,0.11861370379475582,0.2586949407040948,0.0002035884562685346,0.00017289672919287613,0.00010680721022329153,2.8134083152686944e-05,0.0,0.00011816314924128517
ASJ:gt_650,0.13593043884017575,0.06077418001736174,0.005150093065498296,0.07576704316878144,0.2681627677197267,0.05274835374693341,0.0002214170817332045,0.16537818678749153,0.23171778495220144,0.0001793261185078826,0.0023086945037889112,0.0005114000323076582,3.836792962308215e-05,0.001033038407021476,7.890762884747084e-05
ASK:390_510,0.16189841323906745,0.04398042026262684,0.002213169219551847,0.034884057275268575,0.4579553162291599,0.004824091817596938,2.973762181641251e-05,0.08690946842833827,0.20690107693833218,0.00018106456423371985,4.0089967977757474e-05,7.896201287770968e-05,5.399458978270121e-05,1.187475000860158e-05,3.8263083361049545e-05
ASK:510_650,0.13857649334874275,0.049662051753751546,0.003605340991090977,0.08071258263391588,0.33229768768372764,0.03175646676173338,0.0001251129292643032,0.10763264632479236,0.25430318855726564,0.0005858397555240123,0.000185826486591416,4.699413627849032e-05,2.590308600971253e-05,2.037436409459602e-05,0.0004634911872172673
AUA:330_390,0.1765840652623713,0.040377177380070475,0.0029969488690045503,0.014054720458709168,0.5799371589950898,0.0038434419770483285,3.355597603713364e-05,0.08277027876396202,0.0991527783065438,9.420301529690729e-05,3.0374828461747884e-05,0.00011185325345711212,1.344291394759788e-05,0.0,0.0
AUA:390_510,0.18095953875658863,0.042600215563734334,0.0035198314750452568,0.025087758077863453,0.5189332928188568,0.002971924980875927,6.195770394973206e-05,0.0953415576902904,0.13001762829589936,0.00011093087258326615,0.00012156387788157001,0.00010295611860953826,0.00017084376782178595,0.0,0.0
AUA:510_650,0.1750213453529181,0.05040388634344176,0.0045898713818385796,0.038352759259167334,0.4762935242501411,0.010358804627143016,6.887599342761691e-05,0.12269399864647298,0.12164503588170374,0.0003569968908590595,9.72123630960359e-05,5.729324378213179e-05,2.140740336263769e-05,0.0,3.8988362645963335e-05
AVA:330_390,0.1814585868808289,0.042815833403838516,0.0033976720272301873,0.006701789096210292,0.6399959445959403,0.000283003748706501,0.00013575637963463127,0.07306042267316618,0.051802804045479094,3.2540855043507125e-05,1.677887838180836e-05,0.000240090496117876,3.793043416008799e-05,0.0,2.084648526224675e-05
AVA:390_510,0.17535095065631323,0.040129242405320044,0.002174922720657317,0.01725265916850937,0.5312398732839169,0.0011306210671609932,0.00010774621847504817,0.09609942363935708,0.1360858206792746,9.376777914637242e-05,8.580925164537453e-05,0.00021804324704657,2.0100383560212584e-05,0.0,1.101949961676629e-05
AVA:510_650,0.16448069065185372,0.04098887920264893,0.003260104044814004,0.035684945089188756,0.4103487990682393,0.004806259001293894,0.0002567239840490768,0.11696631115133652,0.2227502900597075,6.080851036894059e-05,0.0,0.00024676218030262925,0.0001108250666792296,0.0,3.860198951748447e-05
AVA:gt_650,0.14542533927251838,0.0465106835494519,0.0027237213139961513,0.053856546989046766,0.35879161642504587,0.008267723891990231,0.00010240574156945515,0.13558541061622892,0.24834091737798294,0.0,0.00010042234800185103,0.00021190994432823034,0.0,0.0,8.33025298393733e-05
AVB:330_390,0.17413971672090728,0.035975622109545795,0.002704766278274753,0.016902998613134518,0.5723521398186331,0.0007680251072380381,0.00012657168367352157,0.0989582853701347,0.09781719610875464,4.7784136035193684e-05,4.348663343673943e-05,8.66663024021607e-05,3.253823395972503e-05,2.0975905540074313e-05,2.3226978329740825e-05
AVB:390_510,0.17027591538651246,0.03968681889463513,0.003825468139044003,0.02571364538095136,0.5230133544009195,0.0009243393074722726,0.00024352428259181272,0.12402808364558432,0.11194095873001521,0.00012222668528558977,0.00011303903748962905,0.00011262610949879937,0.0,0.0,0.0
AVB:gt_650,0.13405727615922094,0.04433261841585929,0.003013537923699426,0.06262227539386972,0.3400764019272907,0.014306084505805276,6.170676756746406e-05,0.1591957599854401,0.24166201611306265,6.836651988503186e-05,0.0002087416117037655,0.00018137419202376035,8.064543822054748e-05,0.00011040620638967855,2.278883996167729e-05
AVD:390_510,0.16235570157746773,0.043225633619800405,0.002870829112280518,0.023105914811199623,0.5684147213899863,0.001893187092456709,0.00010582140917987895,0.10157664662115627,0.0962629954540929,9.23756239203599e-05,0.0,5.008811608126181e-05,0.0,0.0,4.608517237804622e-05
AVD:510_650,0.16551050288789612,0.05699784270799256,0.0035679543829786513,0.04816911807435337,0.42521340419291637,0.008961236944095882,1.3766148033169478e-05,0.13854713755019518,0.1526356866685995,9.047827066075512e-05,8.039010110973016e-05,6.609852757911146e-05,0.0,0.0,0.0001463835435893518
AVE:330_390,0.1843783984543497,0.04185493940218502,0.002883770274247715,0.007890556605588494,0.6328747160552681,0.000679499712856573,0.0001548627252556841,0.07710879142131868,0.0518870670457728,4.6387452265527486e-05,3.252219180813905e-05,0.00017239820171649888,3.6090457367025785e-05,0.0,0.0
AVE:390_510,0.17639596443400107,0.04211040086779317,0.0024477872144935387,0.013275125362412736,0.537897885778466,0.0009344755725749909,3.66702022341167e-05,0.10983903522541676,0.11673876936645056,4.6093829623889715e-05,0.0,0.00024808723410902424,5.019105892379103e-06,0.0,2.468580653190538e-05
AVE:510_650,0.16437485725116296,0.04390065782404947,0.0025615298144779485,0.029911427658786068,0.44681731661073787,0.004186710387210702,0.00028264009960569627,0.12928997273977805,0.17793378864713696,0.00028991392569848996,3.21087466096177e-05,0.00039122793199097296,2.7848362755267134e-05,0.0,0.0
AVG:330_390,0.1985418050003526,0.040971125912900426,0.0018125534227880979,0.007277116153828281,0.6316533153005311,0.0003767363807301736,0.0003366883965194735,0.07936858289647401,0.03949464946702553,3.6073756769943584e-05,4.942308484017695e-05,5.197066653296958e-05,0.0,2.9959560707241287e-05,0.0
AVG:390_510,0.17173832521150922,0.04961133545931744,0.003207677099762312,0.0253473235692356,0.5297070719020359,0.0036729276950154747,0.0001758508801067917,0.10828880665753661,0.10788110538086128,0.00016148938049760015,2.0767348355737448e-05,4.8767106586607334e-05,0.00011044923080737973,2.8103078371943208e-05,0.0
AVG:510_650,0.15557484248121306,0.045366588097061095,0.003619242209736331,0.05354662703792175,0.4570066643179447,0.010424132302663713,0.0001406754341959671,0.12626766692890964,0.1468892189218581,0.0005204577921538019,0.00026874998515264787,0.00023776420669538635,5.990583835070551e-06,4.823452846513703e-05,8.314517219365162e-05
AVH:330_390,0.17772988495458714,0.041448080927777735,0.0018499250833535284,0.008223491900337691,0.6415677061430218,0.0009551399305060768,6.352596089153623e-05,0.0785706679258651,0.049325709263261505,0.00012439221971676014,0.0,0.00014147569068115074,0.0,0.0,0.0
AVH:390_510,0.160328563212334,0.04520226327274353,0.0026386370389430893,0.030176418322998423,0.5110371726900188,0.004195467021587636,5.6158817549723564e-05,0.13552725734917764,0.11017067212796516,0.00038814740748455346,4.995342334533422e-05,0.000154928008636254,7.436130721593232e-05,0.0,0.0
AVH:510_650,0.1656159657977111,0.05069401249003145,0.0049905973720077166,0.03517807587777538,0.4588540180479664,0.00926409940307821,0.00019729829371608083,0.13405988779813952,0.13983149256474034,0.0005023760276696165,0.0002748533144906466,0.0004039367726134016,7.157310442253571e-05,0.0,6.181313563764447e-05
AVJ:330_390,0.17543085545239656,0.04212360266116044,0.001978128301268067,0.017392940932811546,0.5617198117639614,0.0008932654157115473,7.643352148239117e-05,0.1029097234842714,0.09718337336675997,0.0,9.163803919663027e-05,0.00020022706098008115,0.0,0.0,0.0
AVJ:390_510,0.17833749715302863,0.05126920288012519,0.003227655068147613,0.026787268810130136,0.4923534414355592,0.00199886131502682,0.00021160027289495793,0.11340656035418759,0.13211438594957617,7.726568946629398e-05,6.204041285564356e-05,0.0,0.00015422065900175838,0.0,0.0
AVK:390_510,0.16376298791674637,0.03192382713019524,0.0017562573084195228,0.012139575842764594,0.4833586105610487,0.0013933144087924492,8.397502383528369e-05,0.09695699319802306,0.2082662939504027,0.00011467775652082325,5.937217181574538e-05,7.777347849151578e-05,6.87253221702806e-05,8.539832932401732e-06,2.9076097841272564e-05
AVK:510_650,0.12101039050287314,0.0318683451902714,0.0019892503283507027,0.024438117922849563,0.3509968674093857,0.0025132599624285703,8.201088645884568e-05,0.10275841210542117,0.3640104900217017,0.00010924546298575324,4.965702862988784e-05,4.4128204823673527e-05,6.82912125693509e-05,1.6484085792601945e-05,4.5049675458042575e-05
AVK:gt_650,0.09889915232691569,0.03207533433820894,0.002146444594687716,0.0349139492071937,0.2288927231299448,0.009143098320022879,5.559888445906739e-05,0.09626624309122425,0.49701061283384035,4.7202736161381345e-05,0.0002402117549557497,0.00017959565992855283,1.7918609171890964e-05,8.887630149257917e-05,2.303821179243124e-05
AVL:330_390,0.20594339778726473,0.04675372080230331,0.002153008832669666,0.005986209275007083,0.6046922253783333,0.00052327435329836,0.00029215808845782347,0.09971521009126164,0.03373793923008996,0.00012403616347822478,0.0,4.028349302689653e-05,0.0,0.0,3.853650480889336e-05
AVL:390_510,0.17912387432442933,0.04184456625428405,0.002202992763602757,0.016723732307860176,0.5391887820136594,0.0011592577774324265,0.0005635610944038198,0.11933752329055201,0.09945375699129878,7.460416394564683e-05,0.00011655608993170309,0.00021079292859988856,0.0,0.0,0.0
AVL:gt_650,0.12846190688485376,0.04892778700729773,0.0030469149739993967,0.05303913953771045,0.32385561832733495,0.012076774512968827,0.0,0.13740210560057117,0.29162866090007455,0.0006223455064293851,0.0006741127253970598,0.00011689038042900945,0.0,4.2345585115557895e-05,0.00010539805781818566
AWA:330_390,0.17979490011673158,0.045980531493723005,0.002026446395056093,0.013401453549357926,0.5327776578141716,0.002592647312833993,4.545989285594712e-05,0.07212273433883654,0.15109977617146,5.303654166527164e-05,3.685937258590307e-05,6.849700072213655e-05,0.0,0.0,0.0
AWA:390_510,0.16622266274635497,0.043481218873512306,0.0021379814875979865,0.02961438419930648,0.48056521663409074,0.0031381233610837055,7.475602190819942e-05,0.08328391186244649,0.19119575719855167,9.390334087106245e-05,4.0535281634146265e-05,0.00011070816868421358,1.486972642860642e-05,2.5971097529415326e-05,0.0
AWA:510_650,0.14266422684448482,0.04967262534153404,0.0031011945017183546,0.06370301203657754,0.37266218220283287,0.020391047253493604,0.0001786870389825418,0.09881908798259033,0.24780541280469465,0.00048399132197579403,0.0001238333143785532,0.0002384899718214767,7.279460445566907e-05,0.0,8.341478045982476e-05
AWA:gt_650,0.15125550947084887,0.06022218342360297,0.005885915790494577,0.07719862750640798,0.29852573509273317,0.04607841093889249,0.0001624444889685948,0.11988759385987065,0.23809827043226467,0.0,0.002477828317226961,0.00015647457544750525,0.0,5.1006103241589735e-05,0.0
AWB:390_510,0.15786000840572528,0.03823050644342425,0.0021512114190264213,0.024346938437561177,0.4821336685057873,0.002595879772324114,7.182557134600613e-05,0.08739384012928197,0.20479004430530398,0.0001556390032561264,5.0288059146072185e-05,0.00016549343100798298,3.901134285271054e-05,0.0,1.564517395655579e-05
AWB:510_650,0.13874219756138764,0.047040226307526765,0.003129085900051297,0.06169525042450742,0.36805823823351186,0.026551563638918405,0.00024135061290760852,0.1025163590978901,0.25137017615185253,0.0002961090995690094,8.957661874610298e-05,0.00014051234313114193,2.9755555016006528e-05,2.9135647619839725e-05,7.046280736429324e-05
AWC:330_390,0.20520463749983942,0.03977426228776175,0.0012287812728555049,0.007091106796211525,0.5737509361390557,0.0003868932988041684,0.00010541440605099081,0.06937317984288972,0.10294970713349684,4.41435568859565e-05,1.3559106387603266e-05,7.737865976083368e-05,0.0,0.0,0.0
