,leiden_cluster0,leiden_cluster1,leiden_cluster2,leiden_cluster3,leiden_cluster4,leiden_cluster5,leiden_cluster6,leiden_cluster7,leiden_cluster8,leiden_cluster9,leiden_cluster10,leiden_cluster11,leiden_cluster12,leiden_cluster13,leiden_cluster14,leiden_cluster15
ADE:390_510,0.38499769963596064,0.07882083104140583,0.032934831949689165,0.002011783140555771,0.006408602533192172,0.0020887857687689818,0.00031251000241643045,0.4899109683954831,0.00011340758922769023,0.00017987732141704876,6.616294881002307e-05,3.425747735913096e-05,0.0,0.0020738556443079875,4.6426551406105826e-05,0.0
ADEsh:390_510,0.2580194368667087,0.08235080102034674,0.04235008275370372,0.003104564727353532,0.01067258529263346,0.003818648283393736,0.00018181124401537988,0.5972948282557119,2.683297260159647e-05,3.356672237994387e-05,0.0,6.856181592499174e-05,0.0,0.002078280045226312,0.0,0.0
ADF:390_510,0.3663352438596184,0.07406815562129672,0.05014622910772984,0.0017881940135577247,0.00556089685558594,0.009863649697878618,0.00012674003076751565,0.4899525467422522,1.159579735754156e-05,4.7095212074927554e-05,6.113222992879367e-05,4.3128228768400204e-05,0.0,0.0019953926031832697,0.0,0.0
ADF:510_650,0.3265911029377103,0.07157243996124545,0.10076109378750374,0.003654512704305362,0.005831129331069454,0.04826865526619612,0.00028757497656233,0.43974680199194144,2.485852559236783e-05,0.00016359179082778164,0.00032109788451884256,4.734466077550553e-05,0.00023373202901371583,0.0024960641527373823,0.0,0.0
ADF_AWB_terminal_cells_but_undifferentiated,0.3885070581120528,0.08939372798839648,0.020459865315249355,0.0012917462494843766,0.008512505369178422,0.0008521732852395555,0.00036707131039590566,0.489162675864676,1.57171417434711e-05,6.226016148704035e-05,1.1458303335562802e-05,1.57171417434711e-05,0.0,0.0013338276289910894,0.0,1.4196128026360993e-05
ADF:gt_650,0.3228499735274561,0.08207988928760594,0.11411172015747653,0.005123977193568023,0.008526473019295319,0.09035457994026748,0.00021892281312011183,0.37186533330839816,6.983975843262254e-05,0.0006617343525923071,9.984655328113208e-05,0.0,0.00014792081967575122,0.003821957007236392,6.783226159416592e-05,0.0
ADL:330_390,0.3893054257037932,0.08962259095066863,0.016076473975077766,0.0009821545759424002,0.008026305118913205,0.0010916648617187435,0.0002619955221112693,0.4932543484077326,1.001063554188177e-05,5.1974410793204324e-05,1.5167629608911773e-05,0.0,5.96593431283863e-06,0.0012889451641653225,0.0,6.977109620099416e-06
ADL:390_510,0.36291456611609946,0.07997230074322427,0.04613566447171898,0.0025260201309040666,0.006286534007127463,0.011676522999018916,0.00022186101550054126,0.487938911166,2.7505103106721618e-05,6.765041903822338e-05,6.542574158106208e-05,6.0875264964141234e-05,1.1224508988404778e-05,0.002088163158653682,6.775154074082164e-06,0.0
ADL:510_650,0.33825218096812143,0.07208840450932588,0.08548283313266775,0.002816194648610286,0.005953000350385709,0.06122665077601085,0.0002610617418641008,0.4304140892451098,1.270249814441907e-05,0.00014054043946985258,0.0001525315977181842,3.4855654908285925e-05,0.00013789831985581345,0.002998094422038367,1.1787918278020896e-05,1.7173777491254585e-05
ADL:gt_650,0.3152028402844088,0.07766581609048029,0.10913171600141466,0.004225377025895286,0.007301315719382044,0.14026910271522852,0.0005788089663551567,0.33498019360909426,0.000313483181565962,0.00284997723514991,0.00013332748491911753,7.269619768212621e-05,7.96488579386446e-05,0.005309378555889522,0.0018863180745957052,0.0
AFD:270_330,0.4532134754196348,0.10460240806853766,0.008710570995278099,0.0008941317974129217,0.009180528054723434,0.00032322930753779923,0.0012246006257189176,0.4206059601241078,0.00011073407822903785,5.037075013365073e-05,4.404891509663384e-05,0.0,5.230808667725268e-05,0.0009093245945180103,0.0,7.83091823940157e-05
AFD:330_390,0.4173229187108346,0.09458214580946,0.01856055329546136,0.0007997039112791298,0.010306266770650208,0.0008084482897114253,0.0003805838194428204,0.455353644016354,3.030028805609417e-05,8.449509857253106e-05,3.131707624589599e-05,3.7926199479607795e-05,1.1184670087819996e-05,0.0016905120443645024,0.0,0.0
AFD:390_510,0.3722079990015421,0.07951688996692607,0.033426109428207486,0.0019800912071673608,0.007864996914487877,0.0048098708653015925,0.00024380236244591182,0.4977971115691002,5.710134795889192e-06,9.798999176516988e-05,7.504748588882938e-05,2.100513871344953e-05,1.845597139385614e-05,0.0019083066554476114,2.6613306816554982e-05,0.0
AFD:510_650,0.3333712449780223,0.07259648912375329,0.0679006720339645,0.002925441710540825,0.0073759701197862034,0.06289165113290482,0.00016372943059934035,0.4480080145963565,7.483901212096713e-05,0.0001809373122979029,0.0002018107782636148,4.510705084297746e-05,0.00014988166781233143,0.004071242259380612,4.2968793353806985e-05,0.0
AFD:gt_650,0.2834550712379436,0.06770505946751403,0.09688240556192028,0.004675235264041709,0.006687462468849661,0.1486522651675407,0.00030066220023606936,0.3849104951757759,0.0002030915342940757,0.0009855153507051103,0.00013856067057582593,4.099000463383226e-05,8.311575246910572e-05,0.0051543123962859965,0.0001119223300329324,1.3835417181192753e-05
AIA:510_650,0.37655718472731897,0.07508665143598121,0.060192666567239664,0.002443877066893035,0.0065881807656280435,0.011569902612394543,0.0004083193976894793,0.4639366145807796,1.6787260271013936e-05,9.519604909782294e-05,3.173201636594098e-05,0.0,9.427479700977948e-05,0.002970730899910771,7.881823419927276e-06,0.0
AIB:330_390,0.44659155230613135,0.10172098986531496,0.026533640699226296,0.0015552219160346315,0.008225015299408424,0.001157493705115197,0.0002631693112994503,0.4109421615184726,8.338139130415163e-05,0.0,0.0,0.0,1.7024982726308944e-05,0.0029103490049666803,0.0,0.0
AIB:390_510,0.4457750718316357,0.09193875355570567,0.03295322095094415,0.0032667749714810645,0.008420837698685674,0.0026779969534017666,0.0002740933879429045,0.410643864228855,0.00013069149948661304,6.426946680635795e-05,1.9783105412483386e-05,0.0003356977731911041,0.0,0.0034989445764514013,0.0,0.0
AIB:510_650,0.3929652675329199,0.07926285311355287,0.07339008614863575,0.003408223029360533,0.00554218006173019,0.01972594717171761,0.00019934266446853204,0.4203382551986441,0.00021058922266059725,0.00010978291666382923,0.0,0.00010400486841836451,4.931976895235937e-05,0.004694148302275292,0.0,0.0
AIM:330_390,0.4252204532661791,0.08656848460948212,0.02828802775993655,0.0017237404574450678,0.007589430931328394,0.002326220797789159,6.558931694303029e-05,0.4458377029700295,3.530158244203659e-05,7.275195685880583e-05,0.0,6.855669633670874e-05,4.6250189170436354e-05,0.002157489466058961,0.0,0.0
AIM:390_510,0.41436041504113735,0.09393271945035206,0.05070778706024995,0.0025090726612897363,0.009561800589502206,0.0088557278024991,0.00026753052185594494,0.4152510059667098,0.0,0.00026430976605884424,0.00014908982480127416,5.101261601214329e-05,5.0908720663849717e-05,0.004038619978867687,0.0,0.0
AIM:510_650,0.4044260452662909,0.0961858799131228,0.08387187019751101,0.004461372472461267,0.009777570920626573,0.012153861114512443,0.00022777856772752603,0.3830833299903407,0.00015563293562572317,0.00019553881655539574,0.0001606736784799976,3.885572616836544e-05,0.00011583207017218127,0.005034546941182722,0.00011121138922242971,0.0
AIN:390_510,0.4191956546597579,0.09974657875064802,0.0546872933415009,0.0025860756406296307,0.008295708251676647,0.005261297574283544,0.0002233864468891172,0.40527050380360985,0.0003201351691082267,9.174986466634604e-05,0.00014496686903014042,0.0,0.0,0.004135929767717669,0.0,4.071986048188569e-05
AIY:390_510,0.4558670796798326,0.10392086528615954,0.031089197295790006,0.0019935449766326835,0.008957909548219506,0.0030264559451305484,0.00016022595778056323,0.3924872997214192,0.00017548557280728353,0.0001333154204699281,0.00011888064949870615,7.341112093935715e-05,0.0,0.0019963288253199898,0.0,0.0
AIY:510_650,0.36024744404383824,0.07470868724708933,0.054894214729121725,0.002469543734152578,0.008171632363676165,0.023794484911978657,0.00016469797210606838,0.4720678000136614,5.9871467686278454e-05,5.92542360606467e-05,0.00018537523156473152,4.999576167617066e-05,3.363912359692965e-05,0.0030044778097000828,2.828978284145459e-05,6.059157124951547e-05
AIY:gt_650,0.2998615018227741,0.07076334367068945,0.08043044780037292,0.0037477812679369282,0.007853742097611421,0.06260955858945061,0.0004076840540102331,0.4664359022386118,0.0,0.0005705496735459537,0.00016224161333060295,9.516094628044981e-05,0.0,0.006992925537651546,6.916068773387882e-05,0.0
AIZ:390_510,0.4345570030835525,0.09106687006680736,0.0577068689769409,0.003093328030980494,0.008932745152096166,0.0038545706326539595,0.0004985515071615562,0.3951498030804743,0.00026456300254881077,0.0,0.00014819271958807208,5.958907250804583e-05,7.581227549452952e-05,0.004505578649932086,8.65237492612463e-05,0.0
ALA:330_390,0.4669976200226405,0.1103447951565488,0.02211747450484266,0.0009173574788963824,0.01092732840027944,0.0009237975860025194,0.0005357555768771942,0.3855055269408081,0.0,4.395628659744199e-05,0.0,4.77385717232684e-05,0.0,0.0016386494747837096,0.0,0.0
ALA:390_510,0.44918453061497576,0.09987185722597894,0.039494346789981004,0.0027672568829738963,0.008976961246826015,0.002621768165367804,0.0003497876633149277,0.3945442960379836,0.0,8.86251695276545e-05,0.0,0.0,0.0,0.0021005702030704888,0.0,0.0
ALA:510_650,0.4039393708680701,0.08351517815880938,0.05287785553682189,0.0028192599560297772,0.008749120452293209,0.014405036886767466,0.00014684711567705013,0.4290025407109324,0.0,0.0002023113224345144,3.591870216212167e-05,4.4616963369473056e-05,6.682311256941724e-05,0.004173425727287202,0.0,2.169448677598232e-05
ALM_BDU:390_510,0.3768888659777365,0.07805747794443595,0.023982248766428783,0.002234655613672149,0.00820659067937499,0.004078901099305731,0.00011844247531272187,0.5037050606439794,0.0001527069219705473,0.0002569322089685297,0.00010310018576444186,0.00014206960121707318,0.0,0.002072947881833277,0.0,0.0
ALM_BDU:510_650,0.3686238268719426,0.07197603646384917,0.04019722844326153,0.0025363566261891787,0.008089280412758474,0.03230137188730057,0.00035902435646378324,0.4733297149229133,6.976449176979942e-05,7.368037166234357e-05,0.00023433449672750944,6.316932563498826e-05,0.0,0.002114781240915545,0.0,3.14300886112095e-05
ALM_PLM:gt_650,0.27658675444807845,0.056622125346093725,0.07034261574358447,0.002686884970606048,0.005500921567528528,0.1776438342578039,0.00029897537920334233,0.4052360240536861,0.00011362703753821336,0.0006334015744465599,8.0942614657519e-05,2.274589930882179e-05,1.7520490008146518e-05,0.004213626617456289,0.0,0.0
AMsh:330_390,0.3970479894808245,0.10939532986559508,0.015413750586392138,0.0009853617872218616,0.009713937948055286,0.003412832631825209,0.00020870897231661483,0.4627411404612398,6.619084940395799e-05,4.9972570836372585e-05,3.861977583906279e-05,0.0,0.0,0.0009261650704501748,0.0,0.0
AMsh:390_450,0.34158963042928664,0.10403001405511657,0.03502865894353322,0.0019533075859422817,0.00874715585083855,0.012373928693654548,0.00022822290162962945,0.4944636131810818,3.271940085696379e-05,0.00011248564207658047,3.2821013903103417e-05,2.0424222274067454e-05,4.349038374776553e-05,0.0013262534782145696,1.7274217843738644e-05,0.0
AMsh:450_510,0.28433915831175105,0.08605996098152799,0.05089778378454776,0.00277950943529369,0.007460424578810673,0.04864792260241637,8.225867475682596e-05,0.5178561823494847,0.0,0.00012343885186005777,6.85319490557487e-05,6.680339841190934e-05,5.7042171246698856e-05,0.001554170387710859,0.0,6.812523125719828e-06
AMsh:510_580,0.2452514571263668,0.07563540373139334,0.058189744366549376,0.0032586950011121237,0.00538865095857702,0.11361701893423305,0.00021559496769745187,0.4958678140872097,3.8531866567204164e-05,0.0002300699016988884,0.00014301642538039008,2.803244260841573e-05,0.00011794013126522544,0.002001108657621124,1.6921401719989128e-05,0.0
AMsh:580_650,0.22763838600388886,0.07164700756066046,0.06043514414822607,0.003113759760751493,0.00625682717765331,0.1693750719288512,0.00013265033219258133,0.4564967670183279,0.0,0.00016451092006331678,1.1947720451525799e-05,2.450814451595036e-05,0.00025478258569706724,0.004435055101967667,0.0,1.3581596752589158e-05
AMsh:gt_650,0.20746340436372845,0.05571199830591534,0.05582883173066002,0.003906921893610186,0.005860129295656717,0.3037963155281358,0.00020253155313811335,0.36160452047992575,0.0001280908120247557,0.0012006865586390205,7.018118916954153e-05,2.423887891838212e-05,7.454215901678183e-05,0.003958442188549675,0.00016916506291155383,0.0
AMso:330_390,0.3968027442924539,0.11767744672302705,0.026180501063831414,0.0016530813381077007,0.0113673178140903,0.004806080843029675,0.0006744482123400365,0.43855673793036987,7.189083605983153e-05,0.000101972817106144,3.0081981046312488e-05,1.957878088437965e-05,1.7233406090938335e-05,0.0020232426642030035,1.7641297359362915e-05,0.0
AMso:390_450,0.32241150724453266,0.12082141422452335,0.055090218722724515,0.003601727676237574,0.010998627256343149,0.006532937920566179,0.00038534419585986113,0.4757361844891704,0.00018026654740866064,0.0004090228400083432,8.689032896225563e-05,0.0,0.00011695191196815449,0.003628906641694962,0.0,0.0
