wbid,term,found
WBGene00017475,intrinsic component of membrane GO:0031224,1.0
WBGene00012349,intrinsic component of membrane GO:0031224,1.0
WBGene00016467,intrinsic component of membrane GO:0031224,1.0
WBGene00005278,intrinsic component of membrane GO:0031224,1.0
WBGene00009603,intrinsic component of membrane GO:0031224,1.0
WBGene00005904,intrinsic component of membrane GO:0031224,1.0
WBGene00009327,intrinsic component of membrane GO:0031224,1.0
WBGene00003252,intrinsic component of membrane GO:0031224,1.0
WBGene00001147,intrinsic component of membrane GO:0031224,1.0
WBGene00013566,intrinsic component of membrane GO:0031224,1.0
WBGene00008247,intrinsic component of membrane GO:0031224,1.0
WBGene00045239,intrinsic component of membrane GO:0031224,1.0
WBGene00006190,intrinsic component of membrane GO:0031224,1.0
WBGene00016475,intrinsic component of membrane GO:0031224,1.0
WBGene00006259,intrinsic component of membrane GO:0031224,1.0
WBGene00021632,intrinsic component of membrane GO:0031224,1.0
WBGene00013874,intrinsic component of membrane GO:0031224,1.0
WBGene00005120,intrinsic component of membrane GO:0031224,1.0
WBGene00006509,intrinsic component of membrane GO:0031224,1.0
WBGene00019242,intrinsic component of membrane GO:0031224,1.0
WBGene00013903,intrinsic component of membrane GO:0031224,1.0
WBGene00009855,intrinsic component of membrane GO:0031224,1.0
WBGene00007467,intrinsic component of membrane GO:0031224,1.0
WBGene00011778,intrinsic component of membrane GO:0031224,1.0
WBGene00015630,intrinsic component of membrane GO:0031224,1.0
WBGene00016481,intrinsic component of membrane GO:0031224,1.0
WBGene00006024,intrinsic component of membrane GO:0031224,1.0
WBGene00020583,intrinsic component of membrane GO:0031224,1.0
WBGene00008631,intrinsic component of membrane GO:0031224,1.0
WBGene00022064,intrinsic component of membrane GO:0031224,1.0
WBGene00015493,intrinsic component of membrane GO:0031224,1.0
WBGene00022655,intrinsic component of membrane GO:0031224,1.0
WBGene00011781,intrinsic component of membrane GO:0031224,1.0
WBGene00005227,intrinsic component of membrane GO:0031224,1.0
WBGene00009036,intrinsic component of membrane GO:0031224,1.0
WBGene00005912,intrinsic component of membrane GO:0031224,1.0
WBGene00009871,intrinsic component of membrane GO:0031224,1.0
WBGene00012170,intrinsic component of membrane GO:0031224,1.0
WBGene00021472,intrinsic component of membrane GO:0031224,1.0
WBGene00005582,intrinsic component of membrane GO:0031224,1.0
WBGene00002130,intrinsic component of membrane GO:0031224,1.0
WBGene00005204,intrinsic component of membrane GO:0031224,1.0
WBGene00012547,intrinsic component of membrane GO:0031224,1.0
WBGene00004287,localization of cell GO:0051674,1.0
WBGene00003252,localization of cell GO:0051674,1.0
WBGene00021113,localization of cell GO:0051674,1.0
WBGene00008584,immune system process GO:0002376,1.0
WBGene00018643,immune system process GO:0002376,1.0
WBGene00016954,immune system process GO:0002376,1.0
WBGene00008698,immune system process GO:0002376,1.0
WBGene00012010,immune system process GO:0002376,1.0
WBGene00006213,sensory perception of smell GO:0007608,1.0
WBGene00012349,sensory perception of smell GO:0007608,1.0
WBGene00006190,sensory perception of smell GO:0007608,1.0
WBGene00006259,sensory perception of smell GO:0007608,1.0
WBGene00008584,defense response GO:0006952,1.0
WBGene00008245,defense response GO:0006952,1.0
WBGene00018643,defense response GO:0006952,1.0
WBGene00003766,defense response GO:0006952,1.0
WBGene00016954,defense response GO:0006952,1.0
WBGene00008698,defense response GO:0006952,1.0
WBGene00012010,defense response GO:0006952,1.0
WBGene00022705,peptidyl-serine modification GO:0018209,1.0
WBGene00016673,peptidyl-serine modification GO:0018209,1.0
WBGene00012637,peptidyl-serine modification GO:0018209,1.0
WBGene00022632,peptidyl-serine modification GO:0018209,1.0
WBGene00016111,peptidyl-serine modification GO:0018209,1.0
WBGene00011466,peptidyl-serine modification GO:0018209,1.0
WBGene00020580,peptidyl-serine modification GO:0018209,1.0
WBGene00008584,response to biotic stimulus GO:0009607,1.0
WBGene00008245,response to biotic stimulus GO:0009607,1.0
WBGene00018643,response to biotic stimulus GO:0009607,1.0
WBGene00003766,response to biotic stimulus GO:0009607,1.0
WBGene00016954,response to biotic stimulus GO:0009607,1.0
WBGene00008698,response to biotic stimulus GO:0009607,1.0
WBGene00012010,response to biotic stimulus GO:0009607,1.0
