wbid,term,found
WBGene00000183,nucleoside phosphate binding GO:1901265,1.0
WBGene00015203,nucleoside phosphate binding GO:1901265,1.0
WBGene00018996,nucleoside phosphate binding GO:1901265,1.0
WBGene00003247,nucleoside phosphate binding GO:1901265,1.0
WBGene00013677,nucleoside phosphate binding GO:1901265,1.0
WBGene00006921,nucleoside phosphate binding GO:1901265,1.0
WBGene00006707,nucleoside phosphate binding GO:1901265,1.0
WBGene00007784,nucleoside phosphate binding GO:1901265,1.0
WBGene00006537,nucleoside phosphate binding GO:1901265,1.0
WBGene00010096,nucleoside phosphate binding GO:1901265,1.0
WBGene00020268,nucleoside phosphate binding GO:1901265,1.0
WBGene00016144,nucleoside phosphate binding GO:1901265,1.0
WBGene00003149,nucleoside phosphate binding GO:1901265,1.0
WBGene00004302,nucleoside phosphate binding GO:1901265,1.0
WBGene00000067,nucleoside phosphate binding GO:1901265,1.0
WBGene00003150,nucleoside phosphate binding GO:1901265,1.0
WBGene00000102,nucleoside phosphate binding GO:1901265,1.0
WBGene00001526,nucleoside phosphate binding GO:1901265,1.0
WBGene00020235,nucleoside phosphate binding GO:1901265,1.0
WBGene00001708,nucleoside phosphate binding GO:1901265,1.0
WBGene00006702,nucleoside phosphate binding GO:1901265,1.0
WBGene00013709,nucleoside phosphate binding GO:1901265,1.0
WBGene00003156,nucleoside phosphate binding GO:1901265,1.0
WBGene00003818,nucleoside phosphate binding GO:1901265,1.0
WBGene00000289,nucleoside phosphate binding GO:1901265,1.0
WBGene00017895,nucleoside phosphate binding GO:1901265,1.0
WBGene00009012,nucleoside phosphate binding GO:1901265,1.0
WBGene00017137,nucleoside phosphate binding GO:1901265,1.0
WBGene00001661,nucleoside phosphate binding GO:1901265,1.0
WBGene00001134,nucleoside phosphate binding GO:1901265,1.0
WBGene00006709,nucleoside phosphate binding GO:1901265,1.0
WBGene00000192,nucleoside phosphate binding GO:1901265,1.0
WBGene00012059,nucleoside phosphate binding GO:1901265,1.0
WBGene00000405,nucleoside phosphate binding GO:1901265,1.0
WBGene00015391,nucleoside phosphate binding GO:1901265,1.0
WBGene00000114,nucleoside phosphate binding GO:1901265,1.0
WBGene00004186,nucleoside phosphate binding GO:1901265,1.0
WBGene00002238,nucleoside phosphate binding GO:1901265,1.0
WBGene00022603,nucleoside phosphate binding GO:1901265,1.0
WBGene00003415,nucleoside phosphate binding GO:1901265,1.0
WBGene00003073,nucleoside phosphate binding GO:1901265,1.0
WBGene00012342,nucleoside phosphate binding GO:1901265,1.0
WBGene00002036,nucleoside phosphate binding GO:1901265,1.0
WBGene00000187,nucleoside phosphate binding GO:1901265,1.0
WBGene00001358,nucleoside phosphate binding GO:1901265,1.0
WBGene00007350,nucleoside phosphate binding GO:1901265,1.0
WBGene00022051,nucleoside phosphate binding GO:1901265,1.0
WBGene00016983,nucleoside phosphate binding GO:1901265,1.0
WBGene00010260,nucleoside phosphate binding GO:1901265,1.0
WBGene00019730,nucleoside phosphate binding GO:1901265,1.0
WBGene00002025,nucleoside phosphate binding GO:1901265,1.0
WBGene00004271,nucleoside phosphate binding GO:1901265,1.0
WBGene00003916,nucleoside phosphate binding GO:1901265,1.0
WBGene00004284,nucleoside phosphate binding GO:1901265,1.0
WBGene00001169,nucleoside phosphate binding GO:1901265,1.0
WBGene00020185,nucleoside phosphate binding GO:1901265,1.0
WBGene00002083,nucleoside phosphate binding GO:1901265,1.0
WBGene00021534,nucleoside phosphate binding GO:1901265,1.0
WBGene00002026,nucleoside phosphate binding GO:1901265,1.0
WBGene00005010,nucleoside phosphate binding GO:1901265,1.0
WBGene00008694,nucleoside phosphate binding GO:1901265,1.0
WBGene00011306,nucleoside phosphate binding GO:1901265,1.0
WBGene00007745,nucleoside phosphate binding GO:1901265,1.0
WBGene00007918,nucleoside phosphate binding GO:1901265,1.0
WBGene00002007,nucleoside phosphate binding GO:1901265,1.0
WBGene00020687,nucleoside phosphate binding GO:1901265,1.0
WBGene00017162,nucleoside phosphate binding GO:1901265,1.0
WBGene00006579,nucleoside phosphate binding GO:1901265,1.0
WBGene00006868,nucleoside phosphate binding GO:1901265,1.0
WBGene00022306,nucleoside phosphate binding GO:1901265,1.0
WBGene00004057,nucleoside phosphate binding GO:1901265,1.0
WBGene00003158,nucleoside phosphate binding GO:1901265,1.0
WBGene00000180,nucleoside phosphate binding GO:1901265,1.0
WBGene00018967,nucleoside phosphate binding GO:1901265,1.0
WBGene00009138,nucleoside phosphate binding GO:1901265,1.0
WBGene00019492,nucleoside phosphate binding GO:1901265,1.0
WBGene00000200,nucleoside phosphate binding GO:1901265,1.0
WBGene00016655,nucleoside phosphate binding GO:1901265,1.0
WBGene00022021,nucleoside phosphate binding GO:1901265,1.0
WBGene00002177,nucleoside phosphate binding GO:1901265,1.0
WBGene00001860,nucleoside phosphate binding GO:1901265,1.0
WBGene00004272,nucleoside phosphate binding GO:1901265,1.0
WBGene00012528,nucleoside phosphate binding GO:1901265,1.0
WBGene00020833,nucleoside phosphate binding GO:1901265,1.0
WBGene00014095,nucleoside phosphate binding GO:1901265,1.0
WBGene00010052,nucleoside phosphate binding GO:1901265,1.0
WBGene00009575,nucleoside phosphate binding GO:1901265,1.0
WBGene00004340,nucleoside phosphate binding GO:1901265,1.0
WBGene00000418,nucleoside phosphate binding GO:1901265,1.0
WBGene00000379,nucleoside phosphate binding GO:1901265,1.0
WBGene00009452,nucleoside phosphate binding GO:1901265,1.0
WBGene00001994,nucleoside phosphate binding GO:1901265,1.0
WBGene00006974,nucleoside phosphate binding GO:1901265,1.0
WBGene00000408,nucleoside phosphate binding GO:1901265,1.0
WBGene00020391,nucleoside phosphate binding GO:1901265,1.0
WBGene00006760,nucleoside phosphate binding GO:1901265,1.0
WBGene00012896,nucleoside phosphate binding GO:1901265,1.0
WBGene00004873,nucleoside phosphate binding GO:1901265,1.0
WBGene00000275,nucleoside phosphate binding GO:1901265,1.0
WBGene00000064,nucleoside phosphate binding GO:1901265,1.0
WBGene00011032,nucleoside phosphate binding GO:1901265,1.0
WBGene00002192,nucleoside phosphate binding GO:1901265,1.0
WBGene00004391,nucleoside phosphate binding GO:1901265,1.0
WBGene00004267,nucleoside phosphate binding GO:1901265,1.0
WBGene00016073,nucleoside phosphate binding GO:1901265,1.0
WBGene00003961,nucleoside phosphate binding GO:1901265,1.0
WBGene00018508,nucleoside phosphate binding GO:1901265,1.0
WBGene00000199,nucleoside phosphate binding GO:1901265,1.0
WBGene00001007,nucleoside phosphate binding GO:1901265,1.0
WBGene00015540,nucleoside phosphate binding GO:1901265,1.0
WBGene00000482,nucleoside phosphate binding GO:1901265,1.0
WBGene00004190,nucleoside phosphate binding GO:1901265,1.0
WBGene00003407,nucleoside phosphate binding GO:1901265,1.0
WBGene00017874,nucleoside phosphate binding GO:1901265,1.0
WBGene00006720,nucleoside phosphate binding GO:1901265,1.0
WBGene00002187,nucleoside phosphate binding GO:1901265,1.0
WBGene00006497,nucleoside phosphate binding GO:1901265,1.0
WBGene00004088,nucleoside phosphate binding GO:1901265,1.0
WBGene00006932,nucleoside phosphate binding GO:1901265,1.0
WBGene00003911,nucleoside phosphate binding GO:1901265,1.0
WBGene00017777,nucleoside phosphate binding GO:1901265,1.0
WBGene00002190,nucleoside phosphate binding GO:1901265,1.0
WBGene00003776,nucleoside phosphate binding GO:1901265,1.0
WBGene00001086,nucleoside phosphate binding GO:1901265,1.0
WBGene00012983,nucleoside phosphate binding GO:1901265,1.0
WBGene00009919,nucleoside phosphate binding GO:1901265,1.0
WBGene00004274,nucleoside phosphate binding GO:1901265,1.0
WBGene00020831,nucleoside phosphate binding GO:1901265,1.0
WBGene00004307,nucleoside phosphate binding GO:1901265,1.0
WBGene00001137,nucleoside phosphate binding GO:1901265,1.0
WBGene00006699,nucleoside phosphate binding GO:1901265,1.0
WBGene00007000,nucleoside phosphate binding GO:1901265,1.0
WBGene00001558,nucleoside phosphate binding GO:1901265,1.0
WBGene00001160,nucleoside phosphate binding GO:1901265,1.0
WBGene00010794,nucleoside phosphate binding GO:1901265,1.0
WBGene00004980,nucleoside phosphate binding GO:1901265,1.0
WBGene00004204,nucleoside phosphate binding GO:1901265,1.0
WBGene00020297,nucleoside phosphate binding GO:1901265,1.0
WBGene00006568,nucleoside phosphate binding GO:1901265,1.0
WBGene00002191,nucleoside phosphate binding GO:1901265,1.0
WBGene00004762,nucleoside phosphate binding GO:1901265,1.0
WBGene00019317,nucleoside phosphate binding GO:1901265,1.0
WBGene00004055,nucleoside phosphate binding GO:1901265,1.0
WBGene00004042,nucleoside phosphate binding GO:1901265,1.0
WBGene00000939,nucleoside phosphate binding GO:1901265,1.0
WBGene00001840,nucleoside phosphate binding GO:1901265,1.0
WBGene00020366,nucleoside phosphate binding GO:1901265,1.0
WBGene00010838,nucleoside phosphate binding GO:1901265,1.0
WBGene00009812,nucleoside phosphate binding GO:1901265,1.0
WBGene00006528,nucleoside phosphate binding GO:1901265,1.0
WBGene00016496,nucleoside phosphate binding GO:1901265,1.0
WBGene00000378,nucleoside phosphate binding GO:1901265,1.0
WBGene00003777,nucleoside phosphate binding GO:1901265,1.0
WBGene00011352,nucleoside phosphate binding GO:1901265,1.0
WBGene00007812,nucleoside phosphate binding GO:1901265,1.0
WBGene00014232,nucleoside phosphate binding GO:1901265,1.0
WBGene00000248,nucleoside phosphate binding GO:1901265,1.0
WBGene00014012,nucleoside phosphate binding GO:1901265,1.0
WBGene00009554,nucleoside phosphate binding GO:1901265,1.0
WBGene00006840,nucleoside phosphate binding GO:1901265,1.0
WBGene00020812,nucleoside phosphate binding GO:1901265,1.0
WBGene00022148,nucleoside phosphate binding GO:1901265,1.0
WBGene00000390,nucleoside phosphate binding GO:1901265,1.0
WBGene00000380,nucleoside phosphate binding GO:1901265,1.0
WBGene00014151,nucleoside phosphate binding GO:1901265,1.0
WBGene00003822,nucleoside phosphate binding GO:1901265,1.0
WBGene00002202,nucleoside phosphate binding GO:1901265,1.0
WBGene00022456,nucleoside phosphate binding GO:1901265,1.0
WBGene00006517,nucleoside phosphate binding GO:1901265,1.0
WBGene00002229,nucleoside phosphate binding GO:1901265,1.0
WBGene00019245,nucleoside phosphate binding GO:1901265,1.0
WBGene00016250,nucleoside phosphate binding GO:1901265,1.0
WBGene00020110,nucleoside phosphate binding GO:1901265,1.0
WBGene00006617,nucleoside phosphate binding GO:1901265,1.0
WBGene00017381,nucleoside phosphate binding GO:1901265,1.0
WBGene00004504,nucleoside phosphate binding GO:1901265,1.0
WBGene00020398,nucleoside phosphate binding GO:1901265,1.0
WBGene00009368,nucleoside phosphate binding GO:1901265,1.0
WBGene00006937,nucleoside phosphate binding GO:1901265,1.0
WBGene00002213,nucleoside phosphate binding GO:1901265,1.0
WBGene00001166,nucleoside phosphate binding GO:1901265,1.0
WBGene00007514,nucleoside phosphate binding GO:1901265,1.0
WBGene00001648,nucleoside phosphate binding GO:1901265,1.0
WBGene00020682,nucleoside phosphate binding GO:1901265,1.0
WBGene00010785,nucleoside phosphate binding GO:1901265,1.0
WBGene00009187,nucleoside phosphate binding GO:1901265,1.0
WBGene00007761,nucleoside phosphate binding GO:1901265,1.0
WBGene00003157,nucleoside phosphate binding GO:1901265,1.0
WBGene00000466,nucleoside phosphate binding GO:1901265,1.0
WBGene00000796,nucleoside phosphate binding GO:1901265,1.0
WBGene00007053,nucleoside phosphate binding GO:1901265,1.0
WBGene00008053,nucleoside phosphate binding GO:1901265,1.0
WBGene00000197,nucleoside phosphate binding GO:1901265,1.0
WBGene00011283,nucleoside phosphate binding GO:1901265,1.0
WBGene00001336,nucleoside phosphate binding GO:1901265,1.0
WBGene00000962,nucleoside phosphate binding GO:1901265,1.0
WBGene00006793,nucleoside phosphate binding GO:1901265,1.0
WBGene00006786,nucleoside phosphate binding GO:1901265,1.0
WBGene00003153,nucleoside phosphate binding GO:1901265,1.0
WBGene00004268,nucleoside phosphate binding GO:1901265,1.0
WBGene00016674,nucleoside phosphate binding GO:1901265,1.0
WBGene00014058,nucleoside phosphate binding GO:1901265,1.0
WBGene00006941,nucleoside phosphate binding GO:1901265,1.0
WBGene00002985,nucleoside phosphate binding GO:1901265,1.0
WBGene00009319,nucleoside phosphate binding GO:1901265,1.0
WBGene00020142,nucleoside phosphate binding GO:1901265,1.0
WBGene00004270,nucleoside phosphate binding GO:1901265,1.0
WBGene00002010,nucleoside phosphate binding GO:1901265,1.0
WBGene00000377,nucleoside phosphate binding GO:1901265,1.0
WBGene00001338,nucleoside phosphate binding GO:1901265,1.0
WBGene00001173,nucleoside phosphate binding GO:1901265,1.0
WBGene00002694,nucleoside phosphate binding GO:1901265,1.0
WBGene00010055,nucleoside phosphate binding GO:1901265,1.0
WBGene00044281,nucleoside phosphate binding GO:1901265,1.0
WBGene00006988,nucleoside phosphate binding GO:1901265,1.0
WBGene00008538,nucleoside phosphate binding GO:1901265,1.0
WBGene00000566,nucleoside phosphate binding GO:1901265,1.0
WBGene00021466,nucleoside phosphate binding GO:1901265,1.0
WBGene00002005,nucleoside phosphate binding GO:1901265,1.0
WBGene00000407,nucleoside phosphate binding GO:1901265,1.0
WBGene00010676,nucleoside phosphate binding GO:1901265,1.0
WBGene00000959,nucleoside phosphate binding GO:1901265,1.0
WBGene00004727,nucleoside phosphate binding GO:1901265,1.0
WBGene00000257,nucleoside phosphate binding GO:1901265,1.0
WBGene00012650,nucleoside phosphate binding GO:1901265,1.0
WBGene00008664,nucleoside phosphate binding GO:1901265,1.0
WBGene00009531,nucleoside phosphate binding GO:1901265,1.0
WBGene00004266,nucleoside phosphate binding GO:1901265,1.0
WBGene00004056,nucleoside phosphate binding GO:1901265,1.0
WBGene00012694,nucleoside phosphate binding GO:1901265,1.0
WBGene00000409,nucleoside phosphate binding GO:1901265,1.0
WBGene00003870,nucleoside phosphate binding GO:1901265,1.0
WBGene00012765,nucleoside phosphate binding GO:1901265,1.0
WBGene00018782,nucleoside phosphate binding GO:1901265,1.0
WBGene00003183,nucleoside phosphate binding GO:1901265,1.0
WBGene00013688,nucleoside phosphate binding GO:1901265,1.0
WBGene00006536,nucleoside phosphate binding GO:1901265,1.0
WBGene00000018,nucleoside phosphate binding GO:1901265,1.0
WBGene00016509,nucleoside phosphate binding GO:1901265,1.0
WBGene00010416,nucleoside phosphate binding GO:1901265,1.0
WBGene00003831,nucleoside phosphate binding GO:1901265,1.0
WBGene00019698,nucleoside phosphate binding GO:1901265,1.0
WBGene00006424,nucleoside phosphate binding GO:1901265,1.0
WBGene00004276,nucleoside phosphate binding GO:1901265,1.0
WBGene00003396,nucleoside phosphate binding GO:1901265,1.0
WBGene00000424,nucleoside phosphate binding GO:1901265,1.0
WBGene00001093,nucleoside phosphate binding GO:1901265,1.0
WBGene00004679,nucleoside phosphate binding GO:1901265,1.0
WBGene00009440,nucleoside phosphate binding GO:1901265,1.0
WBGene00012326,nucleoside phosphate binding GO:1901265,1.0
WBGene00006961,nucleoside phosphate binding GO:1901265,1.0
WBGene00000800,nucleoside phosphate binding GO:1901265,1.0
WBGene00001684,nucleoside phosphate binding GO:1901265,1.0
WBGene00006814,nucleoside phosphate binding GO:1901265,1.0
WBGene00006706,nucleoside phosphate binding GO:1901265,1.0
WBGene00008682,nucleoside phosphate binding GO:1901265,1.0
WBGene00001509,nucleoside phosphate binding GO:1901265,1.0
WBGene00017472,nucleoside phosphate binding GO:1901265,1.0
WBGene00002344,nucleoside phosphate binding GO:1901265,1.0
WBGene00003048,nucleoside phosphate binding GO:1901265,1.0
WBGene00007329,nucleoside phosphate binding GO:1901265,1.0
WBGene00007836,nucleoside phosphate binding GO:1901265,1.0
WBGene00010778,nucleoside phosphate binding GO:1901265,1.0
WBGene00002216,nucleoside phosphate binding GO:1901265,1.0
WBGene00004357,nucleoside phosphate binding GO:1901265,1.0
WBGene00000182,nucleoside phosphate binding GO:1901265,1.0
WBGene00002222,nucleoside phosphate binding GO:1901265,1.0
WBGene00010280,nucleoside phosphate binding GO:1901265,1.0
WBGene00000766,nucleoside phosphate binding GO:1901265,1.0
WBGene00006833,nucleoside phosphate binding GO:1901265,1.0
WBGene00002244,nucleoside phosphate binding GO:1901265,1.0
WBGene00003159,nucleoside phosphate binding GO:1901265,1.0
WBGene00001094,nucleoside phosphate binding GO:1901265,1.0
WBGene00018776,nucleoside phosphate binding GO:1901265,1.0
WBGene00002335,nucleoside phosphate binding GO:1901265,1.0
WBGene00011304,nucleoside phosphate binding GO:1901265,1.0
WBGene00010681,nucleoside phosphate binding GO:1901265,1.0
WBGene00001671,nucleoside phosphate binding GO:1901265,1.0
WBGene00014025,nucleoside phosphate binding GO:1901265,1.0
WBGene00012344,nucleoside phosphate binding GO:1901265,1.0
WBGene00004800,nucleoside phosphate binding GO:1901265,1.0
WBGene00004060,nucleoside phosphate binding GO:1901265,1.0
WBGene00016943,nucleoside phosphate binding GO:1901265,1.0
WBGene00019365,nucleoside phosphate binding GO:1901265,1.0
WBGene00022719,nucleoside phosphate binding GO:1901265,1.0
WBGene00004278,nucleoside phosphate binding GO:1901265,1.0
WBGene00003596,nucleoside phosphate binding GO:1901265,1.0
WBGene00021868,nucleoside phosphate binding GO:1901265,1.0
WBGene00000098,nucleoside phosphate binding GO:1901265,1.0
WBGene00002583,nucleoside phosphate binding GO:1901265,1.0
WBGene00022378,nucleoside phosphate binding GO:1901265,1.0
WBGene00001746,nucleoside phosphate binding GO:1901265,1.0
WBGene00013983,nucleoside phosphate binding GO:1901265,1.0
WBGene00004505,nucleoside phosphate binding GO:1901265,1.0
WBGene00022678,nucleoside phosphate binding GO:1901265,1.0
WBGene00002169,nucleoside phosphate binding GO:1901265,1.0
WBGene00006779,nucleoside phosphate binding GO:1901265,1.0
WBGene00015232,nucleoside phosphate binding GO:1901265,1.0
WBGene00018007,nucleoside phosphate binding GO:1901265,1.0
WBGene00016145,nucleoside phosphate binding GO:1901265,1.0
WBGene00044924,nucleoside phosphate binding GO:1901265,1.0
WBGene00015678,nucleoside phosphate binding GO:1901265,1.0
WBGene00001527,nucleoside phosphate binding GO:1901265,1.0
WBGene00017536,nucleoside phosphate binding GO:1901265,1.0
WBGene00003155,nucleoside phosphate binding GO:1901265,1.0
WBGene00015346,nucleoside phosphate binding GO:1901265,1.0
WBGene00013025,nucleoside phosphate binding GO:1901265,1.0
WBGene00001745,nucleoside phosphate binding GO:1901265,1.0
WBGene00009498,nucleoside phosphate binding GO:1901265,1.0
WBGene00009793,nucleoside phosphate binding GO:1901265,1.0
WBGene00012097,nucleoside phosphate binding GO:1901265,1.0
WBGene00002008,nucleoside phosphate binding GO:1901265,1.0
WBGene00004087,nucleoside phosphate binding GO:1901265,1.0
WBGene00006529,nucleoside phosphate binding GO:1901265,1.0
WBGene00006715,nucleoside phosphate binding GO:1901265,1.0
WBGene00004874,nucleoside phosphate binding GO:1901265,1.0
WBGene00003239,nucleoside phosphate binding GO:1901265,1.0
WBGene00008585,nucleoside phosphate binding GO:1901265,1.0
WBGene00002637,nucleoside phosphate binding GO:1901265,1.0
WBGene00000381,nucleoside phosphate binding GO:1901265,1.0
WBGene00017759,nucleoside phosphate binding GO:1901265,1.0
WBGene00004296,nucleoside phosphate binding GO:1901265,1.0
WBGene00021811,nucleoside phosphate binding GO:1901265,1.0
WBGene00016194,nucleoside phosphate binding GO:1901265,1.0
WBGene00003821,nucleoside phosphate binding GO:1901265,1.0
WBGene00001337,nucleoside phosphate binding GO:1901265,1.0
WBGene00010610,nucleoside phosphate binding GO:1901265,1.0
WBGene00011272,nucleoside phosphate binding GO:1901265,1.0
WBGene00004277,nucleoside phosphate binding GO:1901265,1.0
WBGene00014015,nucleoside phosphate binding GO:1901265,1.0
WBGene00005663,nucleoside phosphate binding GO:1901265,1.0
WBGene00020557,nucleoside phosphate binding GO:1901265,1.0
WBGene00003401,nucleoside phosphate binding GO:1901265,1.0
WBGene00006773,regulation of neuron differentiation GO:0045664,1.0
WBGene00002232,regulation of neuron differentiation GO:0045664,1.0
WBGene00004048,regulation of neuron differentiation GO:0045664,1.0
WBGene00004719,regulation of neuron differentiation GO:0045664,1.0
WBGene00002048,regulation of neuron differentiation GO:0045664,1.0
WBGene00006868,regulation of neuron differentiation GO:0045664,1.0
WBGene00004057,regulation of neuron differentiation GO:0045664,1.0
WBGene00001499,regulation of neuron differentiation GO:0045664,1.0
WBGene00010160,regulation of neuron differentiation GO:0045664,1.0
WBGene00006808,regulation of neuron differentiation GO:0045664,1.0
