,ward_cluster0,ward_cluster1,ward_cluster2,ward_cluster3,ward_cluster4,ward_cluster5,ward_cluster6,ward_cluster7,ward_cluster8,ward_cluster9,ward_cluster10,ward_cluster11,ward_cluster12,ward_cluster13,ward_cluster14,ward_cluster15
AMsh:510_580,0.3573664468175635,0.21753634176827832,0.0020791917523049295,0.0168386295621781,0.0010193615493969356,0.10615233624415422,0.00017930569653892096,0.024838884810310068,8.766509324813645e-06,0.0001015284103199348,0.08019368277183161,0.06509224916213578,0.00029520710470535254,0.0643488287841606,0.06385117647574501,9.806258105198521e-05
AMsh:580_650,0.3503820155967789,0.21861918458748145,0.0021186269761350922,0.015136434287588572,0.001649806594998725,0.07053188698518473,0.00012264283984856825,0.02483124355448564,0.00027500180492272627,6.566140384898367e-05,0.10811880282207198,0.05043418730941726,2.0321336494475503e-05,0.04959294524890726,0.10806406796598636,3.7170685849191376e-05
AMsh:gt_650,0.2810154203893798,0.19224098273137075,0.002539200048031519,0.012851473886106884,0.0009948082146879087,0.04921577591998209,0.00010811148505018969,0.022100178170972738,0.0010010961247002086,0.0003865036299495994,0.11182571292729393,0.0234020797972291,0.00011206678328373322,0.043331813417020686,0.2588268058066212,4.797066831964327e-05
AMso:330_390,0.17187192010225832,0.33807496735595194,0.0033181954686339267,0.05928393668099895,0.0019328947482469602,0.14989361685855404,1.0299254527720544e-05,0.05452119428523938,9.687417625083681e-05,0.0004122760995601402,0.004612842354613531,0.011426971912097392,0.00010360438217984232,0.1936020215091263,0.010744161928754652,9.422288300607708e-05
AMso:390_450,0.14904625509888714,0.3002801080652139,0.004256905464763397,0.03698563035742193,0.006290695095864536,0.2200350361572896,0.0,0.07783355642734148,8.174279762562911e-05,0.0005913483999516544,0.010531849114737856,0.05939427557453141,0.00012693812276120994,0.12416566238330287,0.010332330800130213,4.7666140177161546e-05
AMso:450_510,0.11994742257150524,0.30142042500122285,0.00534879046429351,0.029132873203762094,0.004919962364245541,0.15729811373183006,0.00016853057370684642,0.07674152712540687,0.00022566654869526505,0.00016164548319565206,0.037313593881600285,0.15643675808011615,4.531828231995078e-05,0.09651077999648963,0.01414855271286953,0.00018003997874048468
AMso:510_580,0.10170039231688403,0.3018198435916081,0.006300272015496111,0.023351884462563602,0.006904163419130492,0.12070964963516664,0.0,0.050310840788929945,0.00014057969842544516,6.417318091840013e-05,0.1147475568057058,0.16375378481809755,0.0006460860476308069,0.07895032581107539,0.0305437386362152,5.670877215244728e-05
AMso:580_650,0.08331304387125614,0.27485043878256643,0.004612511081134753,0.011345558347637187,0.012194472872568828,0.09213121298931876,2.6972544934767112e-05,0.03140489588752078,0.00021186831097614773,6.279867332140433e-05,0.33628843986579204,0.06312069668230491,0.0015061386732658124,0.04312065756181989,0.04574862761735348,6.166623822872325e-05
Anterior_arcade_cell:390_450,0.15104325369812094,0.27009967136389385,0.004580118107298892,0.09262763270348606,0.020492959304590157,0.1502912033885485,5.9171993432423265e-05,0.11666494296077097,3.1592699102180766e-05,0.00039218168168863487,0.008560798194173668,0.02859880205012948,0.0,0.14432141815201233,0.011999565729022114,0.000236687973729693
Anterior_arcade_cell:450_510,0.12636504290685,0.26249388196647105,0.005065516103239339,0.08688696174398514,0.021778864332773373,0.16547927693932166,0.0,0.1029391618432703,0.0025698308187864657,0.002898556380284846,0.012234732027564064,0.06257780403109348,9.745721895094132e-05,0.1290888129998277,0.01932692696747024,0.00019717372011149352
Anterior_arcade_cell:510_580,0.08788751765667979,0.2551515170288868,0.0067923491851080865,0.06018139915247937,0.0077741018842052215,0.2842527197482219,0.0,0.08259681229813562,0.005086879125054725,0.003430042376031522,0.005367114382243369,0.055221007938278034,2.312921798461907e-05,0.08153627570027837,0.06449200389892533,0.00020713040748725827
Anterior_arcade_cell:580_650,0.08573419439553602,0.13721191362015278,0.007043326942541004,0.031187004936994923,0.004396828145616392,0.3855744143160322,0.0,0.06279102396680651,0.03873249490903855,0.000249900317197764,0.0035468794712179134,0.04346971337573729,5.135641537150923e-05,0.0498304108451602,0.15006734880311826,0.00011318953947880634
Arcade_cell_anterior_and_posterior:gt_650,0.1395011547944794,0.14943918902948855,0.012010647001771228,0.025928456928906208,0.003649804922973964,0.200860235962644,5.24320146165594e-05,0.10075420563072357,0.038253283167867996,0.00017535825360931969,0.004953690042365686,0.13868856178054992,0.0005733461440846209,0.09481803459006058,0.09026635773063092,7.524200522730673e-05
ASE:330_390,0.13533179116348326,0.3276253224194007,0.002082818342821762,0.04157686373256538,0.0010534674858281592,0.13241286156166004,0.0,0.1137108246568822,5.1707687246973385e-05,4.189753314478081e-05,0.0024920857092726087,0.009093399718101131,2.9634840517040087e-05,0.2298125678088581,0.004684757340217881,0.0
ASE:390_510,0.12256847475207094,0.310262105253992,0.0019270152101764876,0.031022899607084112,0.001029118463442298,0.12896087588065874,2.3389055987324954e-05,0.20094155631791047,4.1310540445145365e-05,3.412169639709311e-05,0.01174839369836056,0.030908485610263,2.9261632815311305e-05,0.155233367090525,0.0052429960914963675,2.6629098375179488e-05
ASEL:gt_580,0.10465260620135923,0.2310660013620328,0.0034781260551462,0.01888740962485829,0.002872234769086538,0.08752137605891806,4.557451198594057e-05,0.25031519769505345,0.00019374370163886156,0.0002948816597446475,0.12328800334213087,0.05839021042834318,6.721720260940094e-05,0.08080579483041443,0.038092176011262524,2.944654541557348e-05
ASER:gt_580,0.10271235730145817,0.21115987867830407,0.005121130361296774,0.011067747695092077,0.0028641079405105968,0.07893573988366234,3.9926191509036856e-05,0.22837470429988485,0.00011283038016060286,0.0005061811448197634,0.1838805416646401,0.057085327871292064,0.00023665342603538202,0.0719397377917373,0.045848956832320265,0.00011417853727649241
ASG:390_510,0.11411033103423456,0.2923864439719994,0.002346983107665177,0.03082286827783533,0.005327499466571377,0.11763738679102195,3.6915831390282094e-05,0.24671806433534796,9.902491818618844e-05,0.0,0.025581437198098682,0.01851673423429213,6.221191640980686e-05,0.14008889620121698,0.006234353831559951,3.084888417015216e-05
ASG:510_650,0.13461054284495466,0.23018883314562294,0.0032945557903629203,0.017981361899334827,0.003219444304115649,0.07340841271189663,0.0001144604776783111,0.2499061618778569,0.00014079560996418936,0.0001487883738486193,0.14719299768302072,0.03689736481648871,7.039780498209468e-05,0.09483465584542076,0.007927899531367858,6.33272830843297e-05
ASG_AWA_terminal_cells_but_undifferentiated,0.13198482051294566,0.33452607412499724,0.0018361823592091594,0.05231843820495561,0.0016641641679804404,0.11183297074297928,0.0,0.14621739419076674,8.4484111649566e-05,6.028769940817405e-05,0.0031478719001269704,0.005310909155790226,3.293965363954198e-05,0.2043677777394837,0.006599520606040827,1.6164830026812272e-05
ASH:330_390,0.12292458285880528,0.34145431378303137,0.0017092639531518545,0.05621219931140849,0.0012044522767969597,0.1311289890132503,0.0,0.12534899668679325,0.0001455641701296444,4.2473110922229096e-05,0.003940166638537101,0.0039633798662249056,4.4601834858665395e-06,0.20725317065827747,0.0046575466051161345,1.0440884069187584e-05
ASH:390_510,0.1429674889023406,0.3105869962118253,0.0016338333788955713,0.02739470241349684,0.002293265413054232,0.12850229194329454,2.501855033976412e-05,0.18670794930875576,0.00018540169621703248,4.007036111328074e-05,0.030818989364471864,0.0138122738160327,3.6002304147465445e-05,0.14822219808508422,0.006716056946288631,5.746130464214116e-05
ASH:510_650,0.13380745827138546,0.24760418742240545,0.002112308344701092,0.013983824573772922,0.006423473271717528,0.09774524980968584,2.1969151224397e-05,0.2360433047734367,8.859187958861487e-05,1.9210234559007604e-05,0.13057370139325292,0.03163751922300732,0.00018770851534519664,0.09144756270149032,0.008190508304850073,0.00011342212957711938
ASH:gt_650,0.15079771853971452,0.21232873253340065,0.00465538936297639,0.011715771216213,0.007791619124219948,0.08835541491247878,4.843996016380127e-05,0.2043198550346588,0.00011945088048903334,0.0011261775419358648,0.1827099642956268,0.04284411412743193,0.0005000652908824762,0.07587841487547889,0.016698284905912592,0.00011058739841650801
ASI:390_510,0.15950362991865275,0.3101156514435519,0.002638871818133293,0.029371266063353774,0.00920409695407502,0.09814564216501398,1.85079939195616e-05,0.1947257739051192,0.00012618157180518792,3.3334839877221443e-05,0.01167251117075025,0.02205917690758621,1.6565165828557888e-05,0.15778514734510493,0.004554909332303157,2.873340492484425e-05
ASI:510_650,0.1444149025713437,0.252380903162636,0.003621844330486336,0.016742638549207378,0.0040544148544738425,0.08823691643017875,1.2894224277839016e-05,0.2332099547095489,6.058238708318014e-05,5.7205328343746105e-05,0.07110233439697039,0.06526585587920854,0.00019423204507411465,0.11505782394410374,0.005507368793337002,8.012839372657103e-05
ASJ:330_390,0.12895883913498687,0.3414631346715599,0.0016616349337870272,0.052429061810117535,0.0009552521651383547,0.1215165268071448,0.0,0.1053268107203997,0.0,4.357753922207084e-05,0.003925940124461109,0.0032991955626891344,0.0,0.23465448445891884,0.005765542071574635,0.0
ASJ:390_510,0.1263431672859532,0.3128492315955538,0.002543778663712157,0.034150431090484094,0.0014005972411545715,0.12707440238669626,7.4936154902348575e-06,0.1916929626748076,2.4809943177128923e-05,0.00010470808671490328,0.019007859486203288,0.020543038010959514,0.00012658134274045363,0.15459389515399025,0.00948833492167602,4.870850068652656e-05
ASJ:510_650,0.14070530202654402,0.25800140997794185,0.003547042898133851,0.01679481997307108,0.00334754667214207,0.10787323621038608,4.1229220038301234e-05,0.2262794639301104,6.179267717899243e-05,7.396706225233694e-05,0.06669281601813512,0.04855359609339329,0.0005735260732871383,0.10792142222189484,0.01947911842310817,5.371052238240235e-05
ASJ:gt_650,0.1312983645333891,0.2210750797297988,0.01041818561266758,0.012666173985219973,0.004647276693995802,0.09732309747294957,0.0001380624960830584,0.18382085424178665,0.00014478464008710242,0.0012761731847677456,0.10676553802903012,0.05756751049223261,0.00032100823059311856,0.08843642309960334,0.08399215515452968,0.00010931240326576232
ASK:390_510,0.13106384870391166,0.2809284714791341,0.002272948943954123,0.035368283192286,0.0014376566997593282,0.12414523367325905,6.394096158477774e-06,0.2206568076470142,7.033505774325553e-05,0.0,0.028503256777056837,0.025009847415552004,7.236492953959768e-05,0.14381519884776356,0.006599011716318515,5.034082054928534e-05
ASK:510_650,0.14021176643074726,0.2398274588274031,0.002758013165729788,0.015391552276727685,0.0020674348450360675,0.11015671264652137,0.0,0.23272837512091524,0.00034134738638886,0.00016023055179920992,0.09110115349615898,0.057318103001317885,0.0003533262838716125,0.09679051549803136,0.01076278342890514,3.122704044649139e-05
AUA:330_390,0.13457218849920746,0.31290424304542136,0.0023856554462118747,0.05570774325183679,0.002094529134232216,0.11627822973447373,0.0,0.1448331339301098,0.00028989490001499245,4.0020888851627265e-06,0.006449417547271596,0.010522107385075143,0.00011144278280222363,0.20919400905765076,0.004576645184342885,7.675801246414667e-05
AUA:390_510,0.13631860409906446,0.3202864654315886,0.002425654333675566,0.038009006564449416,0.0027776681533107604,0.0953187580731604,8.475732107974899e-05,0.1993117991801544,0.0006291876404400183,3.680655680182103e-05,0.011894141070944024,0.016455700343916375,0.00021276234640163765,0.1694870372418966,0.006638982683128467,0.00011266895998779656
AUA:510_650,0.16485448343418602,0.3083690950728637,0.003859227397505076,0.029433111275475845,0.005602327801743038,0.08127946361941071,0.0,0.17071504450257882,0.0001500586583535618,2.2441577438127435e-05,0.027417506002346336,0.02284997278053833,0.0006309496034562924,0.1748914530890366,0.009779253475238562,0.00014561170982895592
AVA:330_390,0.1179381260046989,0.32871561651903963,0.003279101286665409,0.09972785676166426,0.0022101341984862,0.07164011604068908,0.0,0.1330015928748544,0.00012518060174549143,0.0007467109330764777,0.0030062665551600035,0.00519921511457635,0.0,0.22909666993159916,0.005270804995672065,4.260818207259214e-05
AVA:390_510,0.13477245957680226,0.3181096905479629,0.0024441862344410786,0.06777451410128632,0.0035870511900651454,0.07170480229793298,0.0,0.1920971209720668,7.29531687591472e-05,0.003410841228600744,0.010403529994669827,0.0089971153398781,4.764913260212832e-05,0.1791268638259213,0.007344496494574731,0.0001067258944364587
AVA:510_650,0.152397956626514,0.2922117684391172,0.003479263727235852,0.03930471175676512,0.007149358257489591,0.07483867325792179,0.00011082506667922959,0.2096826864577268,0.00015285142623455545,5.312961998105389e-05,0.04167686627388796,0.015201297441922943,0.0,0.14966406411084826,0.014076547537675597,0.0
AVA:gt_650,0.17635333467438574,0.2499609323661749,0.00552844859685866,0.028490926652957587,0.006311575888656879,0.08406404858019816,0.0,0.20059510158158936,0.00018424682351690964,9.363705421794216e-05,0.07219406441289827,0.02353599196454193,0.0,0.13195705305713498,0.0207306383468686,0.0
AVB:330_390,0.1504483011460621,0.33609314857346445,0.002157755590385791,0.04330849172188445,0.001815899490827799,0.07640141048128142,0.0,0.18659213978589026,4.2975025984542495e-05,5.863021402176869e-05,0.0034766796021494877,0.010101484500647592,0.0,0.18263506078612785,0.006800797862053849,6.72252192186772e-05
AVB:390_510,0.17369206865464654,0.3244832541698759,0.003068571131853172,0.032308208626499316,0.002710975491794656,0.0789683489662709,0.0,0.1991675578168869,8.805689404443249e-05,0.00020450258745840656,0.003542922161318785,0.015840846816206473,2.591123142456337e-05,0.1596301156229344,0.006268659828785602,0.0
AVB:gt_650,0.18803144693420906,0.22579297098522816,0.004809797994103414,0.022690400497733243,0.01214926128258297,0.08007165893493702,1.155050792578164e-05,0.2441041680996407,0.0005568177289266448,0.00016597351478938482,0.03843748891125225,0.03390136511394888,7.793991384153558e-05,0.09103163413568437,0.05808344607218735,8.407937300929341e-05
AVD:390_510,0.1483975395239371,0.3092299670629581,0.002531707932910664,0.06998982841741054,0.004847564824594086,0.08503381461033396,0.0,0.16086927514900706,6.969227626880487e-05,4.167167034629568e-05,0.007004535643134489,0.014704351815642891,0.00013610008590933024,0.18949134902281986,0.0075415459368581815,0.00011105602786869936
AVD:510_650,0.17391373795370094,0.29035559431561064,0.004576981508280127,0.035707286296051834,0.01330188206362335,0.08747893175111601,0.0,0.17888741571255526,0.0001779090734363048,0.00010624103558423162,0.02623512559823633,0.02497378914905974,0.000444089630444078,0.1540872271478527,0.009660788451399768,9.300031304851136e-05
AVE:330_390,0.13823134533704667,0.3417433954208142,0.002413370923141905,0.06620213286447002,0.0018401035734956171,0.08216716467759651,0.0,0.11860639451539233,9.77704763134964e-05,5.505324005139526e-05,0.009255673057974015,0.005265128757804179,1.6210120681799717e-05,0.2292957253096159,0.004752725823548045,5.7805902053965025e-05
AVE:390_510,0.16955830331686078,0.3266536545492817,0.0022827713044400143,0.04107175324026819,0.002105361275754287,0.08015235547151682,0.0,0.18259292131936933,0.0001967694371277603,0.00013910093473164942,0.016252786756116012,0.011146717171846504,1.7515655257078094e-05,0.16085640286826536,0.006856303510454848,0.00011728318870967496
AVE:510_650,0.16718577538882234,0.2992203705370141,0.004206037982257268,0.029745896159274345,0.006419982821301004,0.08607606801068964,0.0,0.2157692185396111,5.590454911318551e-05,0.00020158889457170984,0.02639141538888056,0.01745458482767163,0.00011929074792181594,0.14000982589993335,0.006857243681279229,0.00028679657165872125
AVG:330_390,0.1453663361332275,0.37536201135854586,0.0032636559550027772,0.10377808403106499,0.001360918140289821,0.054486556309503865,0.0,0.07989338472518928,7.88731292088597e-05,3.1488109722916856e-05,0.002078011435177089,0.005567892644499852,0.0,0.22361225072932167,0.005103723260073035,1.6814039172431333e-05
AVG:390_510,0.174522493053012,0.324517197895782,0.003364620394052686,0.07116722313172646,0.0048595595152425616,0.07081686453334682,0.00011044923080737972,0.1634506034154539,0.00018452977195695063,0.00010259690008580738,0.007985717023698024,0.01851693236301945,2.0767348355737448e-05,0.1538038084837201,0.006477242964027544,9.939397571253444e-05
AVG:510_650,0.17565631235565146,0.2792649057861913,0.002535462965229515,0.04531845685452415,0.015236636840789181,0.07608671514701562,5.990583835070552e-06,0.2063390498996009,0.0002600739671846146,8.851604045957692e-05,0.025329427885816574,0.028051321951430626,9.450662429464749e-05,0.13668735793666115,0.008977303020565984,6.796214074959351e-05
