wbid,term,found
WBGene00011402,intrinsic component of membrane GO:0031224,1.0
WBGene00019113,intrinsic component of membrane GO:0031224,1.0
WBGene00006027,intrinsic component of membrane GO:0031224,1.0
WBGene00006675,intrinsic component of membrane GO:0031224,1.0
WBGene00011516,intrinsic component of membrane GO:0031224,1.0
WBGene00005783,intrinsic component of membrane GO:0031224,1.0
WBGene00019811,intrinsic component of membrane GO:0031224,1.0
WBGene00006179,intrinsic component of membrane GO:0031224,1.0
WBGene00005261,intrinsic component of membrane GO:0031224,1.0
WBGene00000745,intrinsic component of membrane GO:0031224,1.0
WBGene00005140,intrinsic component of membrane GO:0031224,1.0
WBGene00008472,intrinsic component of membrane GO:0031224,1.0
WBGene00018323,intrinsic component of membrane GO:0031224,1.0
WBGene00010802,intrinsic component of membrane GO:0031224,1.0
WBGene00022528,intrinsic component of membrane GO:0031224,1.0
WBGene00005909,intrinsic component of membrane GO:0031224,1.0
WBGene00006016,intrinsic component of membrane GO:0031224,1.0
WBGene00007995,intrinsic component of membrane GO:0031224,1.0
WBGene00021743,intrinsic component of membrane GO:0031224,1.0
WBGene00016925,intrinsic component of membrane GO:0031224,1.0
WBGene00005743,intrinsic component of membrane GO:0031224,1.0
WBGene00008031,intrinsic component of membrane GO:0031224,1.0
WBGene00012308,intrinsic component of membrane GO:0031224,1.0
WBGene00006265,intrinsic component of membrane GO:0031224,1.0
WBGene00018883,intrinsic component of membrane GO:0031224,1.0
WBGene00020420,intrinsic component of membrane GO:0031224,1.0
WBGene00001534,intrinsic component of membrane GO:0031224,1.0
WBGene00044106,intrinsic component of membrane GO:0031224,1.0
WBGene00017393,intrinsic component of membrane GO:0031224,1.0
WBGene00013747,intrinsic component of membrane GO:0031224,1.0
WBGene00016850,intrinsic component of membrane GO:0031224,1.0
WBGene00004877,intrinsic component of membrane GO:0031224,1.0
WBGene00005691,intrinsic component of membrane GO:0031224,1.0
WBGene00005440,intrinsic component of membrane GO:0031224,1.0
WBGene00005240,intrinsic component of membrane GO:0031224,1.0
WBGene00077696,intrinsic component of membrane GO:0031224,1.0
WBGene00009149,intrinsic component of membrane GO:0031224,1.0
WBGene00000705,intrinsic component of membrane GO:0031224,1.0
WBGene00009046,intrinsic component of membrane GO:0031224,1.0
WBGene00021490,intrinsic component of membrane GO:0031224,1.0
WBGene00022537,intrinsic component of membrane GO:0031224,1.0
WBGene00044900,intrinsic component of membrane GO:0031224,1.0
WBGene00011001,intrinsic component of membrane GO:0031224,1.0
WBGene00005911,intrinsic component of membrane GO:0031224,1.0
WBGene00005941,intrinsic component of membrane GO:0031224,1.0
WBGene00020150,intrinsic component of membrane GO:0031224,1.0
WBGene00006142,intrinsic component of membrane GO:0031224,1.0
WBGene00008647,intrinsic component of membrane GO:0031224,1.0
WBGene00005222,intrinsic component of membrane GO:0031224,1.0
WBGene00005418,intrinsic component of membrane GO:0031224,1.0
WBGene00010929,intrinsic component of membrane GO:0031224,1.0
WBGene00005837,intrinsic component of membrane GO:0031224,1.0
WBGene00023463,intrinsic component of membrane GO:0031224,1.0
WBGene00015722,intrinsic component of membrane GO:0031224,1.0
WBGene00015018,intrinsic component of membrane GO:0031224,1.0
WBGene00012448,intrinsic component of membrane GO:0031224,1.0
WBGene00000716,intrinsic component of membrane GO:0031224,1.0
WBGene00000743,intrinsic component of membrane GO:0031224,1.0
WBGene00044754,intrinsic component of membrane GO:0031224,1.0
WBGene00005607,intrinsic component of membrane GO:0031224,1.0
WBGene00019202,intrinsic component of membrane GO:0031224,1.0
WBGene00045382,intrinsic component of membrane GO:0031224,1.0
WBGene00005087,intrinsic component of membrane GO:0031224,1.0
WBGene00005093,intrinsic component of membrane GO:0031224,1.0
WBGene00009798,intrinsic component of membrane GO:0031224,1.0
WBGene00005270,intrinsic component of membrane GO:0031224,1.0
WBGene00005359,intrinsic component of membrane GO:0031224,1.0
WBGene00011158,intrinsic component of membrane GO:0031224,1.0
WBGene00022529,intrinsic component of membrane GO:0031224,1.0
WBGene00219547,intrinsic component of membrane GO:0031224,1.0
WBGene00020233,intrinsic component of membrane GO:0031224,1.0
WBGene00017228,intrinsic component of membrane GO:0031224,1.0
WBGene00009816,intrinsic component of membrane GO:0031224,1.0
WBGene00013912,intrinsic component of membrane GO:0031224,1.0
WBGene00016831,intrinsic component of membrane GO:0031224,1.0
WBGene00000744,intrinsic component of membrane GO:0031224,1.0
WBGene00008486,intrinsic component of membrane GO:0031224,1.0
WBGene00000531,intrinsic component of membrane GO:0031224,1.0
WBGene00005121,intrinsic component of membrane GO:0031224,1.0
WBGene00008583,intrinsic component of membrane GO:0031224,1.0
WBGene00006261,intrinsic component of membrane GO:0031224,1.0
WBGene00005816,intrinsic component of membrane GO:0031224,1.0
WBGene00005771,intrinsic component of membrane GO:0031224,1.0
WBGene00009907,intrinsic component of membrane GO:0031224,1.0
WBGene00010980,intrinsic component of membrane GO:0031224,1.0
WBGene00020856,intrinsic component of membrane GO:0031224,1.0
WBGene00018543,intrinsic component of membrane GO:0031224,1.0
WBGene00000756,intrinsic component of membrane GO:0031224,1.0
WBGene00005599,intrinsic component of membrane GO:0031224,1.0
WBGene00005131,intrinsic component of membrane GO:0031224,1.0
WBGene00007071,intrinsic component of membrane GO:0031224,1.0
WBGene00018053,intrinsic component of membrane GO:0031224,1.0
WBGene00005602,intrinsic component of membrane GO:0031224,1.0
WBGene00009860,intrinsic component of membrane GO:0031224,1.0
WBGene00005508,intrinsic component of membrane GO:0031224,1.0
WBGene00012775,intrinsic component of membrane GO:0031224,1.0
WBGene00005030,intrinsic component of membrane GO:0031224,1.0
WBGene00005058,sensory perception of smell GO:0007608,1.0
WBGene00006179,sensory perception of smell GO:0007608,1.0
WBGene00016925,sensory perception of smell GO:0007608,1.0
WBGene00006265,sensory perception of smell GO:0007608,1.0
WBGene00006142,sensory perception of smell GO:0007608,1.0
WBGene00006261,sensory perception of smell GO:0007608,1.0
WBGene00005030,sensory perception of smell GO:0007608,1.0
